Velocity_Range,VelocityDist_Galactic_Frame,VelocityDist_Planet_Frame
0.0004888277472069368,309102293.65636885,150381083.6853851
0.0004897448724362181,308611154.386834,150272913.84550822
0.0004906619976654994,308119829.0170546,150164579.98756894
0.0004915791228947807,307628320.6180204,150056082.38484523
0.000492496248124062,307136632.2580768,149947421.31147665
0.0004934133733533433,306644767.00289476,149838597.04246476
0.0004943304985826246,306152727.9154407,149729609.85367313
0.000495247623811906,305660518.05594844,149620460.02182692
0.0004961647490411873,305168140.48188794,149511147.82451373
0.0004970818742704685,304675598.2479368,149401673.5401824
0.0004979989994997498,304182894.40595114,149292037.4481441
0.0004989161247290312,303690032.0049355,149182239.82857165
0.0004998332499583125,303197014.09101456,149072280.96249968
0.0005007503751875938,302703843.70740414,148962161.13182452
0.0005016675004168751,302210523.8943801,148851880.61930388
0.0005025846256461563,301717057.68925244,148741439.7085573
0.0005035017508754377,301223448.1263349,148630838.68406558
0.000504418876104719,300729698.2369153,148520077.83117074
0.0005053360013340003,300235811.0492291,148409157.436076
0.0005062531265632816,299741789.5884279,148298077.78584543
0.000507170251792563,299247636.87655336,148186839.16840416
0.0005080873770218442,298753355.9325086,148075441.87253764
0.0005090045022511255,298258949.77202713,147963886.1878921
0.0005099216274804068,297764421.4076482,147852172.4049737
0.0005108387527096882,297269773.8486856,147740300.81514877
0.0005117558779389695,296775010.1012012,147628271.7106433
0.0005126730031682508,296280133.16797686,147516085.38454303
0.000513590128397532,295785146.0484846,147403742.13079268
0.0005145072536268133,295290051.7388624,147291242.24419618
0.0005154243788560947,294794853.2318809,147178586.020416
0.000516341504085376,294299553.51692224,147065773.75597316
0.0005172586293146573,293804155.57994676,146952805.74824658
0.0005181757545439386,293308662.40346813,146839682.29547304
0.00051909287977322,292813076.9665255,146726403.69674668
0.0005200100050025012,292317402.2446565,146612970.25201872
0.0005209271302317825,291821641.2098691,146499382.26209694
0.0005218442554610638,291325796.8306142,146385640.0286455
0.0005227613806903452,290829872.07175994,146271743.85418442
0.0005236785059196265,290333869.8945631,146157694.0420891
0.0005245956311489078,289837793.25664234,146043490.89659008
0.000525512756378189,289341645.11195326,145929134.72277233
0.0005264298816074704,288845428.41075814,145814625.82657513
0.0005273470068367517,288349146.0996023,145699964.5147913
0.000528264132066033,287852801.12128603,145585151.09506693
0.0005291812572953143,287356396.4148383,145470185.87590057
0.0005300983825245956,286859934.9154901,145355069.16664308
0.0005310155077538769,286363419.55464894,145239801.27749702
0.0005319326329831582,285866853.2598712,145124382.51951587
0.0005328497582124395,285370238.9548369,145008813.2046038
0.0005337668834417208,284873579.5593238,144893093.64551476
0.0005346840086710022,284376877.98918056,144777224.15585208
0.0005356011339002835,283880137.15630096,144661205.05006817
0.0005365182591295647,283383359.96859896,144545036.6434632
0.000537435384358846,282886549.32998216,144428719.25218505
0.0005383525095881274,282389708.1403263,144312253.19322857
0.0005392696348174087,281892839.29544926,144195638.7844348
0.00054018676004669,281395945.6870869,144078876.3444902
0.0005411038852759713,280899030.20286584,143961966.1929263
0.0005420210105052527,280402095.72628015,143844908.6501187
0.0005429381357345339,279905145.1366648,143727704.0372866
0.0005438552609638152,279408181.3091704,143610352.67649174
0.0005447723861930965,278911207.11473966,143492854.89063814
0.0005456895114223778,278414225.42008066,143375211.00347084
0.0005466066366516592,277917239.0876436,143257421.33957532
0.0005475237618809405,277420250.9755948,143139486.22437707
0.0005484408871102217,276923263.9377931,143021405.9841402
0.000549358012339503,276426280.8237641,142903180.945967
0.0005502751375687844,275929304.47867745,142784811.43779695
0.0005511922627980657,275432337.74332076,142666297.78840613
0.000552109388027347,274935383.45407593,142547640.32740602
0.0005530265132566283,274438444.4428956,142428839.38524282
0.0005539436384859096,273941523.53727835,142309895.2931966
0.0005548607637151909,273444623.56024486,142190808.38338023
0.0005557778889444722,272947747.3303142,142071578.9887388
0.0005566950141737535,272450897.66147983,141952207.44304827
0.0005576121394030348,271954077.36318594,141832694.08091483
0.0005585292646323162,271457289.24030447,141713039.2377738
0.0005594463898615974,270960536.09311,141593243.24988863
0.0005603635150908787,270463820.7172582,141473306.45435032
0.00056128064032016,269967145.90376186,141353229.18907577
0.0005621977655494414,269470514.43896675,141233011.79280725
0.0005631148907787227,268973929.10453004,141112654.60511112
0.000564032016008004,268477392.6773957,140992157.96637702
0.0005649491412372852,267980907.92977327,140871522.2178166
0.0005658662664665666,267484477.62911355,140750747.7014625
0.0005667833916958479,266988104.53808665,140629834.76016745
0.0005677005169251292,266491791.41455922,140508783.73760286
0.0005686176421544105,265995541.01157182,140387594.97825798
0.0005695347673836919,265499356.07731634,140266268.82743865
0.0005704518926129732,265003239.35511446,140144805.63126618
0.0005713690178422544,264507193.583394,140023205.73667604
0.0005722861430715357,264011221.49566853,139901469.49141705
0.000573203268300817,263515325.8205135,139779597.2440499
0.0005741203935300984,263019509.28154573,139657589.34394607
0.0005750375187593797,262523774.59740075,139535446.14128643
0.000575954643988661,262028124.48171204,139413167.9870605
0.0005768717692179422,261532561.64308757,139290755.2330644
0.0005777888944472236,261037088.78509012,139168208.2319006
0.0005787060196765049,260541708.60621473,139045527.33697572
0.0005796231449057862,260046423.79986873,138922712.90249988
0.0005805402701350675,259551237.05434808,138799765.28348508
0.0005814573953643489,259056151.05281827,138676684.835744
0.0005823745205936301,258561168.47329327,138553471.91588867
0.0005832916458229114,258066291.9886131,138430126.88132903
0.0005842087710521927,257571524.26642403,138306650.09027177
0.0005851258962814741,257076867.9691582,138183041.90171874
0.0005860430215107554,256582325.7540125,138059302.67546585
0.0005869601467400367,256087900.27292708,137935432.77210143
0.0005878772719693179,255593594.17256713,137811432.55300468
0.0005887943971985992,255099410.0943002,137687302.38034475
0.0005897115224278806,254605350.67417789,137563042.61707887
0.0005906286476571619,254111418.54291487,137438653.62695104
0.0005915457728864432,253617616.3258683,137314135.77449054
0.0005924628981157245,253123946.64301905,137189489.42501044
0.0005933800233450058,252630412.10895103,137064714.94460618
0.0005942971485742871,252137015.3328323,136939812.70015407
0.0005952142738035684,251643758.9183945,136814783.05930945
0.0005961313990328497,251150645.46391392,136689626.39050567
0.0005970485242621311,250657677.5621924,136564343.06295204
0.0005979656494914124,250164857.8005369,136438933.4466328
0.0005988827747206936,249672188.76074195,136313397.91230485
0.0005997998999499749,249179673.01906905,136187736.83149678
0.0006007170251792563,248687313.14622846,136061950.57650688
0.0006016341504085376,248195111.70736012,135936039.52040184
0.0006025512756378189,247703071.26201522,135810004.03701478
0.0006034684008671002,247211194.3641367,135683844.5009437
0.0006043855260963814,246719483.56204155,135557561.28755
0.0006053026513256628,246227941.39840207,135431154.77295652
0.0006062197765549441,245736570.4102275,135304625.33404616
0.0006071369017842254,245245373.12884536,135177973.34845987
0.0006080540270135067,244754352.0798839,135051199.1945951
0.0006089711522427881,244263509.783254,134924303.25160393
0.0006098882774720694,243772848.7531311,134797285.89939162
0.0006108054027013506,243282371.49793664,134670147.51861453
0.0006117225279306319,242792080.5203221,134542888.4906784
0.0006126396531599133,242301978.3171494,134415509.1977367
0.0006135567783891946,241812067.37947485,134288010.0226888
0.0006144739036184759,241322350.1925312,134160391.34917794
0.0006153910288477572,240832829.23570982,134032653.56158969
0.0006163081540770385,240343506.98254442,133904797.04504989
0.0006172252793063198,239854385.90069392,133776822.185423
0.0006181424045356011,239365468.45192435,133648729.36930995
0.0006190595297648824,238876757.09209338,133520518.98404647
0.0006199766549941637,238388254.27113247,133392191.41770113
0.0006208937802234451,237899962.43303078,133263747.05907345
0.0006218109054527263,237411884.01581877,133135186.29769187
0.0006227280306820076,236924021.45155105,133006509.52381197
0.0006236451559112889,236436377.16629067,132877717.12841439
0.0006245622811405703,235948953.5800926,132748809.50320277
0.0006254794063698516,235461753.10698768,132619787.04060212
0.0006263965315991329,234974778.1549667,132490650.1337566
0.0006273136568284141,234488031.12596443,132361399.17652738
0.0006282307820576955,234001514.41584298,132232034.56349075
0.0006291479072869768,233515230.41437826,132102556.68993616
0.0006300650325162581,233029181.50524187,131972965.95186406
0.0006309821577455394,232543370.06598693,131843262.74598406
0.0006318992829748207,232057798.46803302,131713447.46971235
0.000632816408204102,231572469.07664996,131583520.5211702
0.0006337335334333833,231087384.2509432,131453482.29918139
0.0006346506586626646,230602546.3438388,131323333.20327057
0.0006355677838919459,230117957.70206815,131193073.63366057
0.0006364849091212273,229633620.6661535,131062703.99127065
0.0006374020343505086,229149537.57039276,130932224.67771436
0.0006383191595797899,228665710.74284562,130801636.09529702
0.0006392362848090711,228182142.50531822,130670938.64701393
0.0006401534100383525,227698835.17334902,130540132.73654813
0.0006410705352676338,227215791.05619544,130409218.76826766
0.0006419876604969151,226733012.4568173,130278197.14722422
0.0006429047857261964,226250501.67186576,130147068.27915023
0.0006438219109554778,225768260.9916668,130015832.57045677
0.000644739036184759,225286292.7002086,129884490.42823158
0.0006456561614140403,224804599.0751283,129753042.26023641
0.0006465732866433216,224323182.38769653,129621488.47490491
0.0006474904118726029,223842044.90280578,129489829.48134047
0.0006484075371018843,223361188.8789557,129358065.6893136
0.0006493246623311656,222880616.5682402,129226197.50925991
0.0006502417875604468,222400330.2163345,129094225.35227747
0.0006511589127897281,221920332.06248143,128962149.63012467
0.0006520760380190095,221440624.33947897,128829970.7552178
0.0006529931632482908,220961209.27366737,128697689.14062892
0.0006539102884775721,220482089.0849156,128565305.20008281
0.0006548274137068534,220003265.98660925,128432819.34795521
0.0006557445389361347,219524742.18563864,128300231.99927026
0.000656661664165416,219046519.882385,128167543.56969784
0.0006575787893946973,218568601.27070874,128034754.47555137
0.0006584959146239786,218090988.53793764,127901865.13378522
0.00065941303985326,217613683.86485344,127768875.96199235
0.0006603301650825413,217136689.42568204,127635787.3784018
0.0006612472903118225,216660007.38807926,127502599.80187607
0.0006621644155411038,216183639.91312003,127369313.65190887
0.0006630815407703851,215707589.15528685,127235929.34862235
0.0006639986659996665,215231857.26245782,127102447.31276475
0.0006649157912289478,214756446.37589583,126968867.9657079
0.0006658329164582291,214281358.6302359,126835191.72944422
0.0006667500416875103,213806596.1534753,126701419.02658498
0.0006676671669167917,213332161.06696126,126567550.28035684
0.000668584292146073,212858055.4853814,126433585.9146
0.0006695014173753543,212384281.51675063,126299526.35376503
0.0006704185426046356,211910841.26240224,126165372.02291049
0.000671335667833917,211437736.81697616,126031123.34770046
0.0006722527930631983,210964970.26840904,125896780.7544018
0.0006731699182924795,210492543.69792297,125762344.66988124
0.0006740870435217608,210020459.18001524,125627815.52160302
0.0006750041687510421,209548718.78244862,125493193.73762631
0.0006759212939803235,209077324.56624103,125358479.74660206
0.0006768384192096048,208606278.5856544,125223673.97777079
0.0006777555444388861,208135582.88818628,125088776.86095957
0.0006786726696681673,207665239.51455906,124953788.8265796
0.0006795897948974487,207195250.4987103,124818710.30562311
0.00068050692012673,206725617.86778283,124683541.72966084
0.0006814240453560113,206256343.64211643,124548283.53083922
0.0006823411705852926,205787429.8352365,124412936.14187779
0.000683258295814574,205318878.4538467,124277499.99606602
0.0006841754210438552,204850691.497818,124141975.52726105
0.0006850925462731365,204382870.96018124,124006363.16988428
0.0006860096715024178,203915418.8271161,123870663.35891901
0.0006869267967316992,203448337.07794467,123734876.52990764
0.0006878439219609805,202981627.6851204,123599003.11894841
0.0006887610471902618,202515292.61422095,123463043.56269298
0.000689678172419543,202049333.82393837,123326998.29834345
0.0006905952976488243,201583753.26607257,123190867.76364931
0.0006915124228781057,201118552.88552022,123054652.39690465
0.000692429548107387,200653734.62026936,122918352.63694566
0.0006933466733366683,200189300.401389,122781968.92314701
0.0006942637985659496,199725252.15302235,122645501.69541949
0.000695180923795231,199261591.7923786,122508951.3942069
0.0006960980490245122,198798321.22972506,122372318.46048306
0.0006970151742537935,198335442.36837915,122235603.33574896
0.0006979322994830748,197872957.10470152,122098806.46202977
0.0006988494247123562,197410867.3280877,121961928.28187194
0.0006997665499416375,196949174.92096117,121824969.23833989
0.0007006836751709188,196487881.75876623,121687929.77501354
0.0007016008004002,196026989.70996082,121550810.33598498
0.0007025179256294814,195566500.63600856,121413611.36585537
0.0007034350508587627,195106416.3913731,121276333.30973232
0.000704352176088044,194646738.82351026,121138976.61322637
0.0007052693013173253,194187469.77286187,121001541.72244829
0.0007061864265466066,193728611.0728487,120864029.0840059
0.0007071035517758879,193270164.5498642,120726439.14500105
0.0007080206770051692,192812132.02326825,120588772.3530266
0.0007089378022344505,192354515.30538008,120451029.15616283
0.0007098549274637318,191897316.20147285,120313210.00297537
0.0007107720526930132,191440536.5097671,120175315.34251106
0.0007116891779222945,190984178.021425,120037345.62429546
0.0007126063031515757,190528242.5205437,119899301.2983293
0.000713523428380857,190072731.7841509,119761182.81508586
0.0007144405536101384,189617647.58219805,119622990.6255073
0.0007153576788394197,189162991.6775549,119484725.1810018
0.000716274804068701,188708765.82600448,119346386.93344039
0.0007171919292979823,188254971.7762371,119207976.33515371
0.0007181090545272637,187801611.2698457,119069493.83892858
0.0007190261797565449,187348686.04132015,118930939.89800549
0.0007199433049858262,186896197.81804234,118792314.96607448
0.0007208604302151075,186444148.32028165,118653619.49727267
0.0007217775554443888,185992539.26118946,118514853.94618067
0.0007226946806736702,185541372.34679434,118376018.7678194
0.0007236118059029515,185090649.27599838,118237114.41764694
0.0007245289311322327,184640371.74057144,118098141.35155517
0.000725446056361514,184190541.4251472,117959100.02586654
0.0007263631815907954,183741160.00721934,117819990.89733076
0.0007272803068200767,183292229.15713623,117680814.42312163
0.000728197432049358,182843750.53809795,117541571.0608337
0.0007291145572786392,182395725.8061511,117402261.26847875
0.0007300316825079206,181948156.61018574,117262885.50448291
0.0007309488077372019,181501044.5919315,117123444.22768296
0.0007318659329664832,181054391.38595292,116983937.89732306
0.0007327830581957645,180608198.6196475,116844366.97305164
0.0007337001834250459,180162467.9132402,116704731.91491787
0.0007346173086543272,179717200.87978217,116565033.18336833
0.0007355344338836084,179272399.12514517,116425271.23924357
0.0007364515591128897,178828064.24802038,116285446.54377492
0.000737368684342171,178384197.8399137,116145559.55858086
0.0007382858095714524,177940801.4851442,116005610.745664
0.0007392029348007337,177497876.7608397,115865600.5674071
0.000740120060030015,177055425.23693544,115725529.48657043
0.0007410371852592962,176613448.47617003,115585397.96628754
0.0007419543104885776,176171948.03408384,115445206.47006236
0.0007428714357178589,175730925.45901626,115304955.46176578
0.0007437885609471402,175290382.29210258,115164645.40563175
0.0007447056861764215,174850320.06727308,115024276.76625438
0.0007456228114057029,174410740.3112494,114883850.00858413
0.0007465399366349841,173971644.54354358,114743365.59792441
0.0007474570618642654,173533034.276455,114602823.99992818
0.0007483741870935467,173094911.0150694,114462225.6805944
0.000749291312322828,172657276.2572569,114321571.10626449
0.0007502084375521094,172220131.4936694,114180860.74361898
0.0007511255627813907,171783478.20774025,114040095.05967377
0.000752042688010672,171347317.8756825,113899274.52177702
0.0007529598132399532,170911651.9664864,113758399.59760498
0.0007538769384692346,170476481.94191933,113617470.75515917
0.0007547940636985159,170041809.256524,113476488.46276228
0.0007557111889277972,169607635.35761777,113335453.18905488
0.0007566283141570785,169173961.68529102,113194365.40299189
0.0007575454393863599,168740789.67240658,113053225.57383896
0.0007584625646156411,168308120.74459958,112912034.17116877
0.0007593796898449224,167875956.32027507,112770791.66485754
0.0007602968150742037,167444297.81060916,112629498.52508175
0.0007612139403034851,167013146.6195474,112488155.22231387
0.0007621310655327664,166582504.14380485,112346762.22731943
0.0007630481907620477,166152371.77286553,112205320.01115298
0.0007639653159913289,165722750.88898256,112063829.04515482
0.0007648824412206102,165293642.8671773,111922289.80094697
0.0007657995664498916,164865049.07524002,111780702.75042967
0.0007667166916791729,164436970.8737297,111639068.36577822
0.0007676338169084542,164009409.61597413,111497387.11943848
0.0007685509421377355,163582366.6480704,111355659.48412408
0.0007694680673670168,163155843.3088848,111213885.93281195
0.0007703851925962981,162729840.93005356,111072066.93873939
0.0007713023178255794,162304360.83598366,110930202.9753998
0.0007722194430548607,161879404.343853,110788294.51653954
0.0007731365682841421,161454972.76361135,110646342.03615381
0.0007740536935134234,161031067.39798102,110504346.0084831
0.0007749708187427046,160607689.54245785,110362306.9080095
0.0007758879439719859,160184840.48531273,110220225.20945314
0.0007768050692012673,159762521.50759152,110078101.38776812
0.0007777221944305486,159340733.88311744,109935935.9181393
0.0007786393196598299,158919478.878492,109793729.27597792
0.0007795564448891112,158498757.75309598,109651481.93691863
0.0007804735701183924,158078571.7590913,109509194.37681502
0.0007813906953476738,157658922.1414226,109366867.07173638
0.0007823078205769551,157239810.13781857,109224500.49796382
0.0007832249458062364,156821236.97879452,109082095.13198638
0.0007841420710355177,156403203.88765332,108939651.4504974
0.0007850591962647991,155985712.08048728,108797169.9303907
0.0007859763214940804,155568762.76618147,108654651.0487569
0.0007868934467233616,155152357.14641428,108512095.28287944
0.0007878105719526429,154736496.4156609,108369503.1102311
0.0007887276971819243,154321181.7611944,108226875.00846986
0.0007896448224112056,153906414.3630895,108084211.4554353
0.0007905619476404869,153492195.3942241,107941512.92914492
0.0007914790728697682,153078526.02028197,107798779.90779
0.0007923961980990494,152665407.39975578,107656012.8697321
0.0007933133233283308,152252840.68394944,107513212.29349905
0.0007942304485576121,151840827.01698154,107370378.65778121
0.0007951475737868934,151429367.53578785,107227512.44142766
0.0007960646990161747,151018463.3701241,107084614.12344223
0.0007969818242454561,150608115.64256975,106941684.18297985
0.0007978989494747373,150198325.4685309,106798723.09934266
0.0007988160747040186,149789093.9562437,106655731.35197599
0.0007997331999332999,149380422.20677695,106512709.4204647
0.0008006503251625813,148972311.31403702,106369657.7845292
0.0008015674503918626,148564762.36477026,106226576.92402181
0.0008024845756211439,148157776.43856746,106083467.31892256
0.0008034017008504251,147751354.60786632,105940329.44933559
0.0008043188260797065,147345497.93795663,105797163.79548493
0.0008052359513089878,146940207.48698378,105653970.83771116
0.0008061530765382691,146535484.3059527,105510751.05646713
0.0008070702017675504,146131329.43873146,105367504.93231398
0.0008079873269968317,145727743.92205596,105224232.9459176
0.000808904452226113,145324728.78553444,105080935.5780445
0.0008098215774553943,144922285.05165127,104937613.309558
0.0008107387026846756,144520413.73577172,104794266.62141411
0.0008116558279139569,144119115.84614605,104650895.99465801
0.0008125729531432383,143718392.38391462,104507501.91041964
0.0008134900783725196,143318244.34311253,104364084.84991033
0.0008144072036018008,142918672.71067375,104220645.29441845
0.0008153243288310821,142519678.46643695,104077183.72530559
0.0008162414540603635,142121262.58314967,103933700.62400275
0.0008171585792896448,141723426.02647346,103790196.47200629
0.0008180757045189261,141326169.75498962,103646671.750874
0.0008189928297482074,140929494.7202034,103503126.94222113
0.0008199099549774888,140533401.86654982,103359562.52771655
0.00082082708020677,140137892.13139924,103215978.98907876
0.0008217442054360513,139742966.44506237,103072376.80807185
0.0008226613306653326,139348625.73079592,102928756.46650171
0.0008235784558946139,138954870.90480793,102785118.4462117
0.0008244955811238953,138561702.87626445,102641463.22907932
0.0008254127063531766,138169122.5472938,102497791.2970116
0.0008263298315824578,137777130.81299374,102354103.13194153
0.0008272469568117391,137385728.56143647,102210399.21582389
0.0008281640820410205,136994916.67367536,102066680.03063142
0.0008290812072703018,136604696.02375048,101922946.05835073
0.0008299983324995831,136215067.47869483,101779197.78097832
0.0008309154577288644,135826031.89854112,101635435.68051672
0.0008318325829581457,135437590.13632745,101491660.23897031
0.000832749708187427,135049743.03810388,101347871.93834148
0.0008336668334167083,134662491.44293913,101204071.26062666
0.0008345839586459896,134275836.18292692,101060258.68781206
0.000835501083875271,133889778.0831927,100916434.70187004
0.0008364182091045523,133504317.9619006,100772599.78475492
0.0008373353343338335,133119456.6302593,100628754.41839886
0.0008382524595631148,132735194.89253038,100484899.08470818
0.0008391695847923961,132351533.5460339,100341034.26555903
0.0008400867100216775,131968473.38115628,100197160.44279344
0.0008410038352509588,131586015.1813569,100053278.09821567
0.0008419209604802401,131204159.72317562,99909387.71358751
0.0008428380857095213,130822907.7762399,99765489.770625
0.0008437552109388027,130442260.10327198,99621584.75099385
0.000844672336168084,130062217.46009655,99477673.13630573
0.0008455894613973653,129682780.59564807,99333755.40811421
0.0008465065866266466,129303950.25197865,99189832.0479106
0.000847423711855928,128925727.16426456,99045903.53711995
0.0008483408370852093,128548112.06081581,98901970.35709727
0.0008492579623144905,128171105.66308224,98758032.98912328
0.0008501750875437718,127794708.68566222,98614091.9144002
0.0008510922127730532,127418921.83631016,98470147.61404817
0.0008520093380023345,127043745.81594513,98326200.5691009
0.0008529264632316158,126669181.31865808,98182251.26050162
0.000853843588460897,126295229.03172083,98038300.1690995
0.0008547607136901783,125921889.6355933,97894347.77564478
0.0008556778389194597,125549163.80393311,97750394.56078552
0.000856594964148741,125177052.20360261,97606441.00506322
0.0008575120893780223,124805555.4946782,97462487.58890858
0.0008584292146073036,124434674.3304583,97318534.79263799
0.000859346339836585,124064409.35747255,97174583.09644908
0.0008602634650658662,123694761.21548954,97030632.98041679
0.0008611805902951475,123325730.53752662,96886684.92448923
0.0008620977155244288,122957317.94985764,96742739.40848392
0.0008630148407537102,122589524.07202241,96598796.91208333
0.0008639319659829915,122222349.51683566,96454857.9148312
0.0008648490912122728,121855794.89039563,96310922.8961284
0.000865766216441554,121489860.79209344,96166992.3352288
0.0008666833416708353,121124547.81462206,96023066.7112351
0.0008676004669001167,120759856.54398564,95879146.50309518
0.000868517592129398,120395787.55950874,95735232.18959768
0.0008694347173586793,120032341.4338457,95591324.24936827
0.0008703518425879606,119669518.73298976,95447423.16086514
0.000871268967817242,119307320.01628268,95303529.40237536
0.0008721860930465232,118945745.83642474,95159643.45201078
0.0008731032182758045,118584796.73948346,95015765.78770393
0.0008740203435050858,118224473.26490425,94871896.88720384
0.0008749374687343672,117864775.94551893,94728037.22807214
0.0008758545939636485,117505705.30755696,94584187.28767902
0.0008767717191929298,117147261.87065399,94440347.54319909
0.000877688844422211,116789446.14786248,94296518.47160734
0.0008786059696514924,116432258.64566177,94152700.54967543
0.0008795230948807737,116075699.86396791,94008894.25396694
0.000880440220110055,115719770.29614352,93865100.06083398
0.0008813573453393363,115364470.42900836,93721318.44641286
0.0008822744705686175,115009800.74284963,93577549.88662013
0.0008831915957978989,114655761.7114319,93433794.8571483
0.0008841087210271802,114302353.80200793,93290053.83346233
0.0008850258462564615,113949577.47532848,93146327.29079491
0.0008859429714857428,113597433.18565357,93002615.70414305
0.0008868600967150242,113245921.38076228,92858919.5482634
0.0008877772219443055,112895042.50196415,92715239.29766896
0.0008886943471735867,112544796.98410913,92571575.42662434
0.000889611472402868,112195185.25559887,92427928.40914224
0.0008905285976321494,111846207.73839684,92284298.7189789
0.0008914457228614307,111497864.84804022,92140686.82963069
0.000892362848090712,111150156.99364981,91997093.21432954
0.0008932799733199933,110803084.57794175,91853518.34603924
0.0008941970985492746,110456647.99723785,91709962.6974512
0.0008951142237785559,110110847.64147738,91566426.74098049
0.0008960313490078372,109765683.89422789,91422910.94876184
0.0008969484742371185,109421157.13269636,91279415.79264578
0.0008978655994663998,109077267.72774057,91135941.74419409
0.0008987827246956812,108734016.04388057,90992489.27467644
0.0008996998499249624,108391402.4393096,90849058.85506581
0.0009006169751542437,108049427.26590632,90705650.95603494
0.000901534100383525,107708090.86924553,90562266.04795188
0.0009024512256128064,107367393.58860996,90418904.60087618
0.0009033683508420877,107027335.75700222,90275567.08455507
0.000904285476071369,106687917.70115629,90132253.96841912
0.0009052026013006502,106349139.74154863,89988965.72157823
0.0009061197265299316,106011002.19241117,89845702.81281787
0.0009070368517592129,105673505.3617419,89702465.71059506
0.0009079539769884942,105336649.55131789,89559254.88303407
0.0009088711022177755,105000435.05670597,89416070.79792269
0.0009097882274470568,104664862.16727617,89272913.92270815
0.0009107053526763382,104329931.16621242,89129784.72449304
0.0009116224779056194,103995642.33052576,88986683.6700315
0.0009125396031349007,103661995.93106534,88843611.22572507
0.000913456728364182,103328992.23253192,88700567.85761866
0.0009143738535934634,102996631.49348928,88557554.03139687
0.0009152909788227447,102664913.9663766,88414570.2123795
0.000916208104052026,102333839.89752112,88271616.8655181
0.0009171252292813072,102003409.52715024,88128694.45539163
0.0009180423545105886,101673623.08940431,87985803.44620258
0.0009189594797398699,101344480.81234887,87842944.30177306
0.0009198766049691512,101015982.91798751,87700117.48554072
0.0009207937301984325,100688129.62227398,87557323.46055499
0.0009217108554277139,100360921.13512534,87414562.68947268
0.0009226279806569951,100034357.6604346,87271835.63455458
0.0009235451058862764,99708439.39608327,87129142.75766113
0.0009244622311155577,99383166.53395452,86986484.52024852
0.000925379356344839,99058539.25994545,86843861.38336477
0.0009262964815741204,98734557.75398058,86701273.80764577
0.0009272136068034017,98411222.19002469,86558722.25331153
0.0009281307320326829,98088532.7360956,86416207.18016168
0.0009290478572619642,97766489.55427735,86273729.04757228
0.0009299649824912456,97445092.80073322,86131288.31449123
0.0009308821077205269,97124342.62571931,85988885.43943484
0.0009317992329498082,96804239.17359693,85846520.88048336
0.0009327163581790895,96484782.58284648,85704195.09527764
0.0009336334834083709,96165972.98608051,85561908.54101478
0.0009345506086376521,95847810.51005732,85419661.67444438
0.0009354677338669334,95530295.2756937,85277454.95186457
0.0009363848590962147,95213427.39807877,85135288.8291183
0.0009373019843254961,94897206.98648766,84993163.76158889
0.0009382191095547774,94581634.14439453,84851080.20419692
0.0009391362347840587,94266708.96948645,84709038.61139555
0.0009400533600133399,93952431.55367687,84567039.43716711
0.0009409704852426212,93638801.9831193,84425083.13501912
0.0009418876104719026,93325820.33822061,84283170.15798017
0.0009428047357011839,93013486.69365567,84141300.95859635
0.0009437218609304652,92701801.1183801,83999475.98892723
0.0009446389861597465,92390763.67564473,83857695.70054181
0.0009455561113890278,92080374.42300889,83715960.54451494
0.0009464732366183091,91770633.41235517,83574270.9714234
0.0009473903618475904,91461540.68990234,83432627.43134171
0.0009483074870768717,91153096.29621994,83291030.37383868
0.0009492246123061531,90845300.26624201,83149480.2479733
0.0009501417375354344,90538152.62928143,83007977.502291
0.0009510588627647156,90231653.40904368,82866522.58481969
0.0009519759879939969,89925802.62364113,82725115.94306608
0.0009528931132232783,89620600.28560708,82583758.02401173
0.0009538102384525596,89316046.4019103,82442449.2741092
0.0009547273636818409,89012140.97396886,82301190.13927813
0.0009556444889111222,88708883.99766451,82159981.06490174
0.0009565616141404034,88406275.46335697,82018822.4958225
0.0009574787393696848,88104315.35589884,81877714.87633885
0.0009583958645989661,87803003.65464893,81736658.65020104
0.0009593129898282474,87502340.33348756,81595654.26060727
0.0009602301150575287,87202325.36083081,81454702.15020026
0.0009611472402868101,86902958.69964452,81313802.76106295
0.0009620643655160913,86604240.30745971,81172956.53471516
0.0009629814907453726,86306170.13638648,81032163.9121095
0.0009638986159746539,86008748.13312875,80891425.33362754
0.0009648157412039353,85711974.23899896,80750741.23907636
0.0009657328664332166,85415848.38993263,80610112.06768444
0.0009666499916624979,85120370.51650357,80469538.25809805
0.0009675671168917791,84825540.54393768,80329020.24837734
0.0009684842421210605,84531358.39212847,80188558.47599275
0.0009694013673503418,84237823.97565177,80048153.37782112
0.0009703184925796231,83944937.20378037,79907805.39014195
0.0009712356178089044,83652697.98049876,79767514.94863375
0.0009721527430381857,83361106.20451848,79627282.48837002
0.0009730698682674671,83070161.76929267,79487108.44381581
0.0009739869934967483,82779864.56303121,79346993.24882394
0.0009749041187260296,82490214.46871582,79206937.33663097
0.0009758212439553109,82201211.36411451,79066941.13985384
0.0009767383691845922,81912855.12179755,78927005.09048583
0.0009776554944138736,81625145.60915174,78787129.61989306
0.000978572619643155,81338082.68839602,78647315.1588108
0.0009794897448724361,81051666.2165964,78507562.1373394
0.0009804068701017175,80765896.04568131,78367870.9849411
0.0009813239953309987,80480772.02245644,78228242.13043585
0.00098224112056028,80196293.9886202,78088676.00199787
0.0009831582457895615,79912461.78077948,77949173.0271519
