Velocity_Range,VelocityDist_Galactic_Frame,VelocityDist_Planet_Frame
0.00011005502751375687,459851173.2328071,178778111.28125432
0.00011097215274303818,459689773.4564703,178751987.23042476
0.00011188927797231949,459527088.54071665,178725647.3315085
0.0001128064032016008,459363119.8134613,178699091.60932875
0.0001137235284308821,459197868.61282396,178672320.08896533
0.0001146406536601634,459031336.2871061,178645332.79575634
0.00011555777888944471,458863524.1947789,178618129.75529906
0.00011647490411872602,458694433.70446044,178590710.99345145
0.00011739202934800733,458524066.1948998,178563076.53633332
0.00011830915457728864,458352423.0549608,178535226.41032776
0.00011922627980656995,458179505.6835996,178507160.6420822
0.00012014340503585126,458005315.48985153,178478879.25850987
0.00012106053026513257,457829853.8928078,178450382.28679118
0.00012197765549441386,457653122.32159966,178421669.75437477
0.00012289478072369519,457475122.2153783,178392741.68897918
0.0001238119059529765,457295855.023299,178363598.11859372
0.0001247290311822578,457115322.2044977,178334239.07148042
0.00012564615641153909,456933525.2280748,178304664.57617494
0.0001265632816408204,456750465.5730755,178274874.6614879
0.0001274804068701017,456566144.7284692,178244869.35650665
0.000128397532099383,456380564.1931333,178214648.69059625
0.00012931465732866432,456193725.4758293,178184212.69340098
0.00013023178255794563,456005630.0951858,178153561.39484587
0.00013114890778722694,455816279.5796778,178122694.82513776
0.00013206603301650825,455625675.46760744,178091613.0147671
0.00013298315824578956,455433819.3070829,178060315.99450916
0.00013390028347507087,455240712.65599877,178028803.79542544
0.00013481740870435217,455046357.08201605,177997076.44886512
0.00013573453393363348,454850754.16254056,177965133.98646656
0.0001366516591629148,454653905.48470366,177932976.44015872
0.0001375687843921961,454455812.6453405,177900603.8421625
0.0001384859096214774,454256477.25097096,177868016.2249924
0.0001394030348507587,454055900.9177741,177835213.6214578
0.00014032016008004,453854085.2715752,177802196.06466457
0.0001412372853093213,453651031.9478153,177768963.58801645
0.00014215441053860262,453446742.5915368,177735516.2252167
0.00014307153576788393,453241218.85735935,177701854.01026928
0.00014398866099716524,453034462.40945834,177667976.97748083
0.00014490578622644655,452826474.9215425,177633885.16146162
0.00014582291145572786,452617258.0768343,177599578.59712762
0.00014674003668500916,452406813.56804645,177565057.31970164
0.00014765716191429047,452195143.0973609,177530321.36471498
0.00014857428714357178,451982248.376404,177495370.768009
0.0001494914123728531,451768131.1262286,177460205.56573668
0.0001504085376021344,451552793.0772886,177424825.79436404
0.0001513256628314157,451336235.969416,177389231.49067193
0.00015224278806069702,451118461.5518016,177353422.6917574
0.00015315991328997833,450899471.5829695,177317399.43503544
0.00015407703851925964,450679267.8307538,177281161.75824025
0.00015499416374854092,450457852.072279,177244709.6994272
0.00015591128897782223,450235226.09393257,177208043.29697418
0.00015682841420710354,450011391.69134617,177171162.58958346
0.00015774553943638484,449786350.66936874,177134067.61628294
0.00015866266466566615,449560104.84204435,177096758.41642797
0.00015957978989494746,449332656.03259087,177059235.02970302
0.00016049691512422877,449104006.07337177,177021497.49612322
0.00016141404035351008,448874156.8058778,176983545.8560359
0.0001623311655827914,448643110.08069754,176945380.15012246
0.0001632482908120727,448410867.7574989,176907000.41939983
0.000164165416041354,448177431.7050006,176868406.70522228
0.00016508254127063532,447942803.80095065,176829599.0492828
0.00016599966649991663,447706985.932101,176790577.493615
0.00016691679172919793,447469979.99418306,176751342.08059493
0.00016783391695847924,447231787.8918841,176711892.8529422
0.00016875104218776053,446992411.53882205,176672229.85372224
0.00016966816741704183,446751852.85752076,176632353.12634775
0.00017058529264632314,446510113.779385,176592262.71458036
0.00017150241787560445,446267196.2446754,176551958.66253224
0.00017241954310488576,446023102.2024853,176511441.01466814
0.00017333666833416707,445777833.6107119,176470709.8158068
0.00017425379356344838,445531392.4360347,176429765.11112273
0.0001751709187927297,445283780.6538881,176388606.94614804
0.000176088044022011,445035000.24843705,176347235.36677393
0.0001770051692512923,444785053.2125504,176305650.4192528
0.00017792229448057362,444533941.5477756,176263852.15019965
0.00017883941970985492,444281667.2643134,176221840.60659382
0.00017975654493913623,444028232.38099194,176179615.83578107
0.00018067367016841754,443773638.92524004,176137177.88547495
0.00018159079539769885,443517888.93306154,176094526.80375886
0.00018250792062698016,443260984.4490101,176051662.63908753
0.00018342504585626147,443002927.52616024,176008585.44028914
0.00018434217108554275,442743720.2260847,175965295.2565667
0.00018525929631482406,442483364.6188247,175921792.13750014
0.00018617642154410537,442221862.78286505,175878076.13304788
0.00018709354677338668,441959216.8051071,175834147.29354882
0.000188010672002668,441695428.780842,175790005.669724
0.0001889277972319493,441430500.81372386,175745651.3126783
0.0001898449224612306,441164435.01574224,175701084.2739025
0.00019076204769051191,440897233.5071961,175656304.60527492
0.00019167917291979322,440628898.4166655,175611312.35906324
0.00019259629814907453,440359431.8809858,175566107.58792633
0.00019351342337835584,440088836.04521847,175520690.34491605
0.00019443054860763715,439817113.062625,175475060.68347928
0.00019534767383691846,439544265.094639,175429218.65745938
0.00019626479906619977,439270294.31083846,175383164.32109818
0.00019718192429548108,438995202.88891774,175336897.72903794
0.00019809904952476236,438718993.014661,175290418.93632323
0.00019901617475404367,438441666.8819125,175243727.99840242
0.00019993329998332498,438163226.6925499,175196824.97112986
0.00020085042521260629,437883674.6564551,175149709.91076764
0.0002017675504418876,437603012.99148756,175102382.8739874
0.0002026846756711689,437321243.92345375,175054843.91787237
0.0002036018009004502,437038369.6860817,175007093.09991875
0.00020451892612973152,436754392.52099025,174959130.47803828
0.00020543605135901283,436469314.6776611,174910956.11055958
0.00020635317658829414,436183138.4134097,174862570.05623022
0.00020727030181757545,435895865.99335897,174813972.37421858
0.00020818742704685676,435607499.6904064,174765163.1241157
0.00020910455227613807,435318041.78519905,174716142.3659373
0.00021002167750541937,435027494.56610185,174666910.16012546
0.00021093880273470068,434735860.32916915,174617466.5675507
0.000211855927963982,434443141.378118,174567811.64951363
0.0002127730531932633,434149340.0242942,174517945.46774724
0.00021369017842254458,433854458.58664733,174467868.08441848
0.0002146073036518259,433558499.39169925,174417579.56213006
0.0002155244288811072,433261464.7735142,174367079.96392292
0.0002164415541103885,432963357.07367086,174316369.35327747
0.00021735867933966982,432664178.64123213,174265447.79411617
0.00021827580456895113,432363931.8327131,174214315.35080457
0.00021919292979823244,432062619.01205474,174162972.0881543
0.00022011005502751375,431760242.55059254,174111418.07142392
0.00022102718025679506,431456804.82702523,174059653.36632183
0.00022194430548607636,431152308.2273868,174007678.03900748
0.00022286143071535767,430846755.14501446,173955492.1560936
0.00022377855594463898,430540147.9805205,173903095.78464806
0.0002246956811739203,430232489.1417595,173850488.99219596
0.0002256128064032016,429923781.0438003,173797671.84672117
0.0002265299316324829,429614026.1088939,173744644.41666895
0.0002274470568617642,429303226.76644355,173691406.77094704
0.0002283641820910455,428991385.4529743,173637958.97892827
0.0002292813073203268,428678504.61210155,173584301.1104523
0.00023019843254960812,428364586.69450164,173530433.23582745
0.00023111555777888943,428049634.1578789,173476355.42583272
0.00023203268300817074,427733649.466937,173422067.75172004
0.00023294980823745204,427416635.0933469,173367570.2852155
0.00023386693346673335,427098593.5157148,173312863.09852216
0.00023478405869601466,426779527.2195537,173257946.26432133
0.00023570118392529597,426459438.6972487,173202819.8557749
0.00023661830915457728,426138330.4480281,173147483.9465273
0.0002375354343838586,425816204.9779329,173091938.61070722
0.0002384525596131399,425493064.799781,173036183.92292967
0.0002393696848424212,425168912.43314105,172980219.95829815
0.00024028681007170252,424843750.404298,172924046.79240632
0.00024120393530098383,424517581.24622107,172867664.5013403
0.00024212106053026513,424190407.4985337,172811073.1616801
0.00024303818575954642,423862231.70747995,172754272.8505022
0.00024395531098882773,423533056.4258949,172697263.64538115
0.00024487243621810903,423202884.21317065,172640045.62439165
0.00024578956144739037,422871717.6352258,172582618.8661105
0.00024670668667667165,422539559.2644718,172524983.44961864
0.000247623811905953,422206411.67978346,172467139.45450288
0.00024854093713523427,421872277.4664636,172409086.9608583
0.0002494580623645156,421537159.2162128,172350826.04928982
0.0002503751875937969,421201059.527098,172292356.80091444
0.00025129231282307817,420863981.00351703,172233679.29736307
0.0002522094380523595,420525926.25616854,172174793.6207825
0.0002531265632816408,420186897.9020195,172115699.85383752
0.0002540436885109221,419846898.5642716,172056398.07971272
0.0002549608137402034,419505930.87232965,171996888.38211468
0.00025587793896948474,419163997.46176755,171937170.84527373
0.000256795064198766,418821100.97429705,171877245.55394593
0.00025771218942804736,418477244.05773455,171817112.59341535
0.00025862931465732864,418132429.3659678,171756772.04949576
0.00025954643988661,417786659.55892307,171696224.00853255
0.00026046356511589126,417439937.3025326,171635468.55740494
0.0002613806903451726,417092265.26870084,171574505.78352797
0.0002622978155744539,416743646.13527286,171513335.77485418
0.0002632149408037352,416394082.5859993,171451958.61987585
0.0002641320660330165,416043577.3105049,171390374.40762693
0.0002650491912622978,415692133.0042538,171328583.22768497
0.0002659663164915791,415339752.3685173,171266585.1701731
0.0002668834417208604,414986438.1103402,171204380.32576203
0.00026780056695014173,414632192.94250715,171141968.78567204
0.000268717692179423,414277019.58350927,171079350.64167485
0.00026963481740870435,413920920.7575119,171016525.98609567
0.00027055194263798563,413563899.1943181,170953494.91181535
0.00027146906786726697,413205957.62933826,170890257.51227188
0.00027238619309654825,412847098.8035544,170826813.88146308
0.0002733033183258296,412487325.4634875,170763164.11394766
0.00027422044355511087,412126640.3611628,170699308.3048479
0.0002751375687843922,411765046.25407696,170635246.54985148
0.0002760546940136735,411402545.90516424,170570978.94521326
0.0002769718192429548,411039142.08276093,170506505.58775735
0.0002778889444722361,410674837.5605736,170441826.57487896
0.0002788060697015174,410309635.11764467,170376942.00454676
0.0002797231949307987,409943537.5383157,170311851.9753042
0.00028064032016008,409576547.61219794,170246556.586272
0.00028155744538936134,409208668.13413393,170181055.93714994
0.0002824745706186426,408839901.9041662,170115350.12821874
0.00028339169584792396,408470251.7275014,170049439.26034218
0.00028430882107720524,408099720.4144769,169983323.43496868
0.0002852259463064866,407728310.780526,169917002.75413382
0.00028614307153576786,407356025.646144,169850477.32046184
0.0002870601967650492,406982867.8368534,169783747.23716778
0.0002879773219943305,406608840.18316984,169716812.60805926
0.0002888944472236118,406233945.5205673,169649673.53753877
0.0002898115724528931,405858186.68944407,169582330.13060507
0.00029072869768217443,405481566.53508747,169514782.4928557
0.0002916458229114557,405104087.9076408,169447030.7304885
0.00029256294814073705,404725753.66206604,169379074.9503039
0.00029348007337001833,404346566.65811217,169310915.2597064
0.0002943971985992996,403966529.7602788,169242551.76670676
0.00029531432382858095,403585645.837781,169173984.5799241
0.00029623144905786223,403203917.76451635,169105213.80858737
0.00029714857428714356,402821348.4190283,169036239.56253788
0.00029806569951642485,402437940.6844726,168967061.95223057
0.0002989828247457062,402053697.44858205,168897681.08873627
0.00029989994997498746,401668621.60363126,168828097.0837437
0.0003008170752042688,401282716.04640174,168758310.04956114
0.0003017342004335501,400895983.67814785,168688320.09911856
0.0003026513256628314,400508427.40456116,168618127.34596917
0.0003035684508921127,400120050.13573456,168547731.90429172
0.00030448557612139404,399730854.7861283,168477133.88889223
0.0003054027013506753,399340844.27453613,168406333.41520584
0.00030631982657995665,398950021.5240461,168335330.59929878
0.00030723695180923794,398558389.4620104,168264125.55787018
0.00030815407703851927,398165951.0200071,168192718.40825388
0.00030907120226780055,397772709.1338051,168121109.26842076
0.00030998832749708184,397378666.74333,168049298.25697988
0.00031090545272636317,396983826.79262847,167977285.4931809
0.00031182257795564445,396588192.2298325,167905071.09691593
0.0003127397031849258,396191766.00712484,167832655.18872106
0.00031365682841420707,395794551.0807035,167760037.88977852
0.0003145739536434884,395396550.4107454,167687219.32191828
0.0003154910788727697,394997766.96137255,167614199.6076204
0.000316408204102051,394598203.7006154,167540978.8700162
0.0003173253293313323,394197863.60037845,167467557.23289058
0.00031824245456061364,393796749.6364044,167393934.82068363
0.0003191595797898949,393394864.78823745,167320111.7584927
0.00032007670501917626,392992212.03919053,167246088.17207396
0.00032099383024845754,392588794.37630695,167171864.18784446
0.0003219109554777389,392184614.79032713,167097439.93288374
0.00032282808070702016,391779676.27565175,167022815.53493574
0.00032374520593630144,391373981.8303068,166947991.1224108
0.0003246623311655828,390967534.45590705,166872966.82438713
0.00032557945639486406,390560337.1576218,166797742.77061275
0.0003264965816241454,390152392.9441389,166722319.09150755
0.0003274137068534267,389743704.8276285,166646695.9181646
0.000328330832082708,389334275.8237074,166570873.3823523
0.0003292479573119893,388924108.95140505,166494851.6165161
0.00033016508254127063,388513207.2331257,166418630.75378016
0.0003310822077705519,388101573.6946137,166342210.9279492
0.00033199933299983325,387689211.3649182,166265592.2735103
0.00033291645822911453,387276123.2763564,166188774.92563474
0.00033383358345839587,386862312.4644798,166111759.0201794
0.00033475070868767715,386447781.9680352,166034544.6936891
0.0003356678339169585,386032534.828933,165957132.08339775
0.00033658495914623977,385616574.09220743,165879521.32723033
0.00033750208437552105,385199902.80598474,165801712.56380492
0.0003384192096048024,384782524.0214436,165723705.93243405
0.00033933633483408367,384364440.7927826,165645501.57312632
0.000340253460063365,383945656.17718136,165567099.62658876
0.0003411705852926463,383526173.23476857,165488500.23422778
0.0003420877105219276,383105995.0285824,165409703.53815132
0.0003430048357512089,382685124.62453705,165330709.68117058
0.00034392196098049024,382263565.09138566,165251518.8068015
0.0003448390862097715,381841319.5006865,165172131.0592665
0.00034575621143905286,381418390.9267641,165092546.5834963
0.00034667333666833414,380994782.4466756,165012765.5251315
0.0003475904618976155,380570497.14017504,164932788.03052416
0.00034850758712689676,380145538.089676,164852614.24673975
0.0003494247123561781,379719908.3802178,164772244.32155854
0.0003503418375854594,379293611.0994269,164691678.40347725
0.0003512589628147407,378866649.3374846,164610916.64171094
0.000352176088044022,378439026.18708766,164529959.18619448
0.0003530932132733033,378010744.74341595,164448806.187584
0.0003540103385025846,377581808.10409266,164367457.79725912
0.0003549274637318659,377152219.36915267,164285914.1673237
0.00035584458896114723,376721981.6410036,164204175.45060834
0.0003567617141904285,376291098.024391,164122241.8006713
0.00035767883941970985,375859571.62636364,164040113.37180054
0.00035859596464899113,375427405.55623525,163957790.319015
0.00035951308987827247,374994602.92555124,163875272.7980665
0.00036043021510755375,374561166.8480513,163792560.96544105
0.0003613473403368351,374127100.4396345,163709654.9783605
0.00036226446556611637,373692406.81832224,163626554.9947842
0.0003631815907953977,373257089.1042244,163543261.1734106
0.000364098716024679,372821150.4195016,163459773.6736783
0.0003650158412539603,372384593.8883312,163376092.65576842
0.0003659329664832416,371947422.6368692,163292218.28060555
0.00036685009171252294,371509639.7932173,163208150.70985925
0.0003677672169418042,371071248.4873856,163123890.105946
0.0003686843421710855,370632251.851256,163039436.63203037
0.00036960146740036684,370192653.0185488,162954790.45202655
0.0003705185926296481,369752455.1247846,162869951.7306
0.00037143571785892946,369311661.30725014,162784920.63316894
0.00037235284308821074,368870274.70496255,162699697.3259054
0.0003732699683174921,368428298.45863277,162614281.9757375
0.00037418709354677336,367985735.71063036,162528674.7503503
0.0003751042187760547,367542589.6049479,162442875.81818715
0.000376021344005336,367098863.2871657,162356885.3484518
0.0003769384692346173,366654559.90441483,162270703.51110923
0.0003778555944638986,366209682.60534436,162184330.47688743
0.00037877271969317993,365764234.54008144,162097766.41727856
0.0003796898449224612,365318218.86019975,162011011.50454068
0.00038060697015174255,364871638.7186824,161924065.91169888
0.00038152409538102383,364424497.2698853,161836929.81254688
0.0003824412206103051,363976797.6695034,161749603.38164827
0.00038335834583958645,363528543.0745347,161662086.794338
0.0003842754710688677,363079736.64324355,161574380.22672364
0.00038519259629814906,362630381.53512675,161486483.85568696
0.00038610972152743034,362180480.91087765,161398397.8588852
0.0003870268467567117,361730037.9323504,161310122.41475216
0.00038794397198599296,361279055.7625247,161221657.70249993
0.0003888610972152743,360827537.56547,161133003.90211993
0.0003897782224445556,360375486.5063114,161044161.19438463
0.0003906953476738369,359922905.7511927,160955129.76084822
0.0003916124729031182,359469798.46724224,160865909.78384858
0.00039252959813239953,359016167.82253695,160776501.44650817
0.0003934467233616808,358562016.98606783,160686904.9327354
0.00039436384859096215,358107349.1277034,160597120.42722607
0.00039528097382024343,357652167.4181565,160507148.11546433
0.0003961980990495247,357196475.0289469,160416988.1837244
0.00039711522427880605,356740275.13236725,160326640.81907123
0.00039803234950808733,356283570.9014487,160236106.2093623
0.00039894947473736867,355826365.5099235,160145384.54324847
0.00039986659996664995,355368662.13219225,160054476.01017553
0.0004007837251959313,354910463.94328815,159963380.8003851
0.00040170085042521257,354451774.1188407,159872099.10491586
0.0004026179756544939,353992595.8350432,159780631.11560503
0.0004035351008837752,353532932.2686151,159688977.02508938
0.0004044522261130565,353072786.5967687,159597137.02680627
0.0004053693513423378,352612161.9971743,159505111.31499505
0.00040628647657161914,352151061.6479241,159412900.08469814
0.0004072036018009004,351689488.7274985,159320503.531762
0.00040812072703018176,351227446.4147314,159227921.8528386
0.00040903785225946304,350764937.8887737,159135155.24538627
0.0004099549774887444,350301966.3290616,159042203.9076709
0.00041087210271802566,349838534.9152785,158949068.03876707
0.00041178922794730694,349374646.8273226,158855747.83855927
0.0004127063531765883,348910305.24527156,158762243.50774258
0.00041362347840586956,348445513.3493483,158668555.24782422
0.0004145406036351509,347980274.3198854,158574683.26112443
0.0004154577288644322,347514591.3372913,158480627.75077742
0.0004163748540937135,347048467.5820165,158386388.9207325
0.0004172919793229948,346581906.23451763,158291966.97575524
0.00041820910455227613,346114910.47522384,158197362.12142825
0.0004191262297815574,345647483.4845031,158102574.5641523
0.00042004335501083875,345179628.44262564,158007604.51114753
0.00042096048024012003,344711348.52973294,157912452.17045408
0.00042187760546940137,344242646.9258002,157817117.7509333
0.00042279473069868265,343773526.8106039,157721601.46226877
0.000423711855927964,343303991.3636881,157625903.51496702
0.00042462898115724527,342834043.7643288,157530024.12035874
0.0004255461063865266,342363687.19150084,157433963.49059954
0.0004264632316158079,341892924.8238431,157337721.8386709
0.00042738035684508917,341421759.8396256,157241299.3783813
0.0004282974820743705,340950195.41671467,157144696.32436693
0.0004292146073036518,340478234.7325393,157047912.8920924
0.0004301317325329331,340005880.9640572,156950949.29785207
0.0004310488577622144,339533137.2877212,156853805.75877064
0.00043196598299149574,339060006.87944484,156756482.49280405
0.000432883108220777,338586492.91456985,156658979.7187404
0.00043380023345005836,338112598.56783074,156561297.6562007
0.00043471735867933964,337638327.01332307,156463436.5256398
0.000435634483908621,337163681.42446804,156365396.5483471
0.00043655160913790226,336688664.97398067,156267177.94644737
0.0004374687343671836,336213280.8338349,156168780.9429017
0.0004383858595964649,335737532.17523044,156070205.7615082
0.0004393029848257462,335261422.16856015,155971452.6269027
0.0004402201100550275,334784953.98337626,155872521.76455942
0.0004411372352843088,334308130.788356,155773413.40079212
0.0004420543605135901,333830955.75127065,155674127.7627543
0.0004429714857428714,333353432.0389501,155574665.0784405
0.00044388861097215273,332875562.8172507,155475025.57668644
0.000444805736201434,332397351.2510226,155375209.4871703
0.00044572286143071535,331918800.5040756,155275217.04041287
0.00044663998665999663,331439913.73914695,155175048.46777862
0.00044755711188927796,330960694.1178685,155074704.00147617
0.00044847423711855925,330481144.8007331,154974183.87455904
0.0004493913623478406,330001268.9470627,154873488.32092625
0.00045030848757712186,329521069.7149748,154772617.57532296
0.0004512256128064032,329040550.26135,154671571.87334108
0.0004521427380356845,328559713.7417995,154570351.45141998
0.0004530598632649658,328078563.310632,154468956.54684696
0.0004539769884942471,327597102.1208224,154367387.39775777
0.0004548941137235284,327115333.32397795,154265644.24313754
0.0004558112389528097,326633260.0703058,154163727.3228209
0.000456728364182091,326150885.50858194,154061636.8774927
0.00045764548941137234,325668212.7861178,153959373.1486888
0.0004585626146406536,325185245.0487282,153856936.3787961
0.00045947973986993495,324701985.4406992,153754326.81105345
0.00046039686509921624,324218437.10475606,153651544.68955207
0.00046131399032849757,323734603.18203115,153548590.2592359
0.00046223111555777885,323250486.8120323,153445463.76590216
0.0004631482407870602,322766091.1326094,153342165.4562019
0.00046406536601634147,322281419.2799245,153238695.57764024
0.0004649824912456228,321796474.3884185,153135054.3785771
0.0004658996164749041,321311259.59078014,153031242.10822734
0.0004668167417041854,320825778.017914,152927259.01666138
0.0004677338669334667,320340032.7989088,152823105.35480538
0.00046865099216274804,319854027.06100625,152718781.37444186
0.0004695681173920293,319367763.9295688,152614287.32821018
0.0004704852426213106,318881246.52804905,152509623.46960622
0.00047140236785059194,318394477.9779574,152404790.05298358
0.0004723194930798732,317907461.3988321,152299787.3335535
0.00047323661830915456,317420199.90820616,152194615.56738523
0.00047415374353843584,316932696.6215775,152089275.01140627
0.0004750708687677172,316444954.652378,151983765.92340276
0.00047598799399699846,315956977.11194164,151878088.56201982
0.0004769051192262798,315468767.10947347,151772243.18676177
0.0004778222444555611,314980327.7520189,151666230.05799228
0.0004787393696848424,314491662.14443386,151560049.43693477
0.0004796564949141237,314002773.3893521,151453701.58567262
0.00048057362014340503,313513664.5871567,151347186.7671492
0.0004814907453726863,313024338.83594716,151240505.24516863
0.00048240787060196765,312534799.2315101,151133657.2843951
0.00048332499583124893,312045048.86728895,151026643.1503538
0.00048424212106053027,311555090.83435297,150919463.1094308
0.00048515924628981155,311064928.2213667,150812117.4288733
0.00048607637151909283,310574564.11456054,150704606.37678957
0.00048699349674837417,310084001.5976996,150596930.22214928
0.00048791062197765545,309593243.752054,150489089.23478353
