#
#
#
#
#
#
#
#
Mass Radius Temp Rho Pres Lumi O16 Na Mg Al Si P S Ca Cr Fe Ni Intentionally_Blank
0.5887990839031597 0.7625258201224298 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5918930871154903 0.7645336681839585 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5949989597904406 0.7665415162454874 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.59811693054577 0.7685495212682467 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6012465003633662 0.7705573693297756 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6043879023883011 0.7725652173913043 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6075411257573441 0.7745730654528331 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6107061527546563 0.776580913514362 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.613883221505491 0.7785889185371213 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6170718156198299 0.7805967665986502 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6202721779731787 0.7826046146601789 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6234842827975421 0.7846124627217077 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6267081240501657 0.7866203107832366 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6299439361798918 0.7886283158059959 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6331911918606896 0.7906361638675247 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6364501371547232 0.7926440119290535 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6397207443689158 0.7946518599905823 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6430030060490107 0.7966597080521112 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.646297152502501 0.7986677130748705 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6496026594068224 0.8006755611363993 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6529197619984615 0.8026834091979281 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6562484376196691 0.8046912572594569 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6595889327201359 0.8066992622822163 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6629407003766127 0.8087071103437451 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6663039779202323 0.8107149584052739 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6696787483551248 0.8127228064668027 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6730649943889603 0.8147306545283315 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.676462958084112 0.8167386595510909 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6798720816539251 0.8187465076126197 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6832926050441366 0.8207543556741485 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.686724509555382 0.8227622037356773 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6901677687793948 0.8247700517972061 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6936226347150573 0.8267780568199655 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.6970885387791695 0.8287859048814943 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7005657234657598 0.830793752943023 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.704054160798105 0.8328016010045519 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7075538299772512 0.8348094490660807 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7110649780487043 0.83681745408884 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7145870256346989 0.8388253021503689 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7181202176334873 0.8408331502118976 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7216645240681167 0.8428409982734265 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7252199223180616 0.8448488463349553 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7287866617699104 0.8468568513577146 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7323641523355536 0.8488646994192435 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7359526412393226 0.8508725474807722 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.739552096479884 0.8528803955423011 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7431627691970996 0.8548884005650604 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7467840687393846 0.8568962486265892 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7504162361122784 0.8589040966881181 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7540592456898668 0.8609119447496468 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7577130553118334 0.8629197928111756 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7613779263776632 0.864927797833935 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7650532415160942 0.8669356458954638 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7687392600133189 0.8689434939569927 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7724359461018516 0.8709513420185214 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.77614325528217 0.8729591900800502 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7798614511606171 0.8749671951028096 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7835899056747949 0.8769750431643384 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7873288718891944 0.8789828912258673 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7915596431289752 0.881247684821849 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.7958033863936576 0.8835123214566002 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8000606407317965 0.885777115052582 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8043307534976477 0.8880417516873332 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8086142562952723 0.890306545283315 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8129104912740615 0.8925711819180663 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8172199920910098 0.894835975514048 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8220074400698657 0.8975827970491289 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8268193065404316 0.9003296185842097 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8316556330949237 0.9030764401192906 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8365164368206234 0.9058232616543713 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8402212244904709 0.9079160257416418 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8439275871698539 0.9100089467901429 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8476348709252407 0.9121017108774133 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8513432376472564 0.9141944749646838 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8550528691732747 0.9162873960131848 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.858763090650761 0.9183801601004552 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8624740817306698 0.9204729241877256 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8661860038040675 0.9225658452362266 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8698981993721803 0.9246586093234971 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8736108274727695 0.9267513734107675 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8773240674523288 0.9288442944592685 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8810372406619025 0.930937058546539 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8847505242787185 0.9330298226338094 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8884640765275047 0.9351227436823105 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8921772369380808 0.937215507769581 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8958548063510013 0.9393887929681368 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.8995407682428133 0.9415620781666928 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9032350820868781 0.9437353633652488 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9069379757239333 0.9459088055250353 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9106488720161395 0.9480820907235913 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9143679970228286 0.9502553759221473 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9180953198063081 0.9524286611207032 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.921830787813184 0.9546019463192591 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9255743588591534 0.9567752315178151 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.929326262666031 0.9589486736776016 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9330859133600856 0.9611219588761576 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9368535388823928 0.9632952440747136 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9406291069324311 0.9654685292732695 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9443806088766786 0.9676659865013342 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9481508729310898 0.9698634437293988 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.951939953251617 0.9720609009574636 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9557479153611381 0.9742583581855282 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9595748022572631 0.9764558154135928 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9634206682535451 0.9786532726416575 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9672855677160326 0.9808507298697222 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9711695550632696 0.9830481870977869 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.975072684766295 0.9852456443258515 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9789950229713849 0.9874431015539162 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9842211069216649 0.9903520640401821 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9894813517465582 0.9932611834876786 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9947753307062797 0.9961701459739445 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9970854521010192 0.9976455815413593 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.9997394579593601 0.9995291163082719 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
1.0 1.0 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
