#
#
#
#
#
#
#
#
Mass Radius Temp Rho Pres Lumi O16 Na Mg Al Si P S Ca Cr Fe Ni Intentionally_Blank
0.11922600925142819 0.3810616857636164 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.12103021655107304 0.38307596923559883 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.12285117976261588 0.38509009574635067 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.12468908156839273 0.3871042222571025 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.12654410934871738 0.3891185057290849 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.12841601308002326 0.39113263223983674 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1303051241430737 0.3931469157118192 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.13221118561735595 0.39516104222257104 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1341343829307131 0.39717516873332287 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.13607490626301502 0.3991894522053053 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.13803248656446365 0.4012035787160571 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.14000746631656108 0.40321786218803957 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.14199956943515726 0.4052319886987914 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1440089840243525 0.40724611520954324 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.14603590298824393 0.40926039868152564 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.14808003963556296 0.41127452519227753 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1501417458853113 0.41328880866425993 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.15222072791522465 0.41530293517501177 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.15431717646169485 0.4173170616857636 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.15643128518216654 0.41933134515774606 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1585627494708912 0.4213454716684979 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.16071176158918807 0.42335959817924973 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.16287851668574063 0.42537388165123213 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1650627012875434 0.42738800816198397 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1672646783642492 0.4294022916339664 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1694841271710505 0.43141641814471826 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1717212424738481 0.4334305446554701 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.17397621979165595 0.4354448281274525 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1762487274494764 0.4374589546382044 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1785391396797873 0.4394732381101868 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1808471153657153 0.4414873646209386 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1831728495207348 0.44350149113169046 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.18551654202128845 0.4455157746036729 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1878778406109292 0.44752990111442476 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1902569416201053 0.4495440276251766 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.19265404848116507 0.451558311097159 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.19506879552653164 0.45357243760791083 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.19750157161915002 0.4555867210798933 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.1999520057975335 0.4576008475906451 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.20242029651348772 0.45961497410139696 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2049066471057837 0.46162925757337936 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.20741067296482357 0.4636433840841312 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.20993277432825236 0.46565766755611365 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2124725589832918 0.4676717940668655 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2150302273608311 0.4696859205776173 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.21760598478428045 0.4717002040495997 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.22019942755350946 0.4737143305603516 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.22281075721638846 0.47572845707110345 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2254401802130042 0.47774274054308585 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.22808728130952585 0.4797568670538377 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.23075247254627243 0.48177115052582015 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.23343533351969928 0.483785277036572 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.23613606499108752 0.4857994035473238 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2388548725434703 0.4878136870193062 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.24159132419358637 0.48982781353005805 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.24434584063489098 0.4918420970020405 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.24711797687299275 0.49385622351279235 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.24990794046458006 0.4958703500235442 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2527159357779988 0.4978846334955266 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.25554151147134474 0.4998987600062785 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2583850966864066 0.5019130434782608 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2612462268200606 0.5039271699890128 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.26412510816928253 0.5059412964997646 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2670219490608437 0.507955579971747 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.26993627872214654 0.5099697064824988 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.27286829853912103 0.5119838329932507 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.27581822036722636 0.5139981164652331 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2787855559230633 0.5160122429759849 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.28177074736967206 0.5180265264479673 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2847733014548277 0.5200406529587192 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.28779342339177183 0.522054779469471 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2908313231204253 0.5240690629414535 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2938864955627135 0.5260831894522053 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.2969593877015245 0.5280974729241877 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.30004948657132013 0.5301115994349396 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.3031569981652838 0.5321257259456914 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.3062821331573743 0.5341400094176738 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.30942436360890313 0.5361541359284256 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.3125838990048651 0.5381682624391775 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.3157609471737365 0.54018254591116 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.31895497144132695 0.5421966724219118 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.32216642729506073 0.5442109558938942 None None None None 0.0 0.0 0.0 0.0 0.06 0.002 0.019 0.0 0.009 0.855 0.052 None
0.3253947733913432 0.5462250824046461 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.327335787012259 0.548365405744781 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.32928972333957585 0.5505058860461466 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.33125631639131864 0.5526462093862816 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.333235734498169 0.5547865327264165 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.335228146198964 0.5569270130277821 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3372332828906229 0.5590673363679172 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3392514607310179 0.5612078166692827 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3412824033241808 0.5633481400094177 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3433262791611352 0.5654884633495526 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.34538326423969695 0.5676289436509182 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.34745307586827073 0.5697692669910532 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.34940621383560655 0.571777115052582 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3513708053579787 0.5737849631141109 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.35334702569126303 0.5757929681368702 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.35533458078042407 0.577800816198399 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.35733364090752806 0.5798086642599278 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3593442217101272 0.5818165123214566 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3613663386579522 0.5838243603829854 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3634001671224594 0.5858323654057448 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.36544540695454003 0.5878402134672736 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3675022283623111 0.5898480615288024 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3695706499595806 0.5918559095903312 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3716506825876983 0.59386375765186 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3737425091921889 0.5958717626746194 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3758458159941274 0.5978796107361481 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3779607767671484 0.599887458797677 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.38008740941673946 0.6018953068592058 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3822258960597217 0.6039033118819651 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3843759109439449 0.605911159943494 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.38653763871165825 0.6079190080050227 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.38871108865285947 0.6099268560665516 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3908962738883689 0.6119347041280804 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3930933843430561 0.6139427091508397 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3953020841162803 0.6159505572123686 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.3975225575686533 0.6179584052738973 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.399754817149789 0.6199662533354261 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4019988709280146 0.621974101396955 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4042549126881382 0.6239821064197143 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4065225962761371 0.6259899544812432 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4088021097651007 0.6279978025427719 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4110934647103296 0.6300056506043007 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4133966724990398 0.6320134986658296 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4157119220961964 0.6340215036885889 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.41803886139758545 0.6360293517501178 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.42037768220819416 0.6380371998116465 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4227283951868146 0.6400450478731753 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.42509100633399255 0.6420528959347042 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.42746571269838834 0.6440609009574635 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.42985214742492384 0.6460687490189924 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4322505105855973 0.6480765970805211 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.43466080273446056 0.6500844451420499 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4370832285019632 0.6520924501648093 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.43951741271845357 0.6541002982263381 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4419635538786923 0.6561081462878668 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.44442165623536684 0.6581159943493957 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4468917285317369 0.6601238424109245 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4493739697745158 0.6621318474336839 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4518679990730814 0.6641396954952127 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.45437401380220427 0.6661475435567414 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4568920219106327 0.6681553916182703 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.45942202628552875 0.6701632396797991 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.46196423438294204 0.6721712447025585 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.46451825000990693 0.6741790927640873 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.46708427903582944 0.676186940825616 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.46966232343136993 0.6781947888871449 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4722523849076131 0.6802026369486737 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4748546745971368 0.6822106419714331 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.47746878572445006 0.6842184900329619 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.48009492782285385 0.6862263380944906 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.48273310168025707 0.6882341861560195 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4853833078228854 0.6902420342175483 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4880457610594064 0.6922500392403076 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.49072004401046704 0.6942578873018365 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4934063645929499 0.6962657353633652 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.4961047223422364 0.6982735834248941 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.49881533496837255 0.7002815884476534 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5015377765613691 0.7022894365091822 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5042722578069454 0.7042972845707111 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5070187772429646 0.7063051326322398 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5097773386058255 0.7083129806937687 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5125481522803714 0.710320985716528 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5153307871327203 0.7123288337780568 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5181254572847194 0.7143366818395857 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.520932165591268 0.7163445299011144 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5237509034922513 0.7183523779626432 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.526581890241995 0.7203603829854026 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5294246841679598 0.7223682310469314 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5322794970998678 0.7243760791084602 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5351463307039201 0.726383927169989 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5380251806922272 0.7283917752315178 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5409162639271412 0.7303997802542772 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5438191281367838 0.732407628315806 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.546733994207547 0.7344154763773348 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5496608508568407 0.7364233244388636 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5525996983100816 0.7384311725003924 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5555507625733884 0.7404391775231518 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5585135688401774 0.7424470255846806 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5614883472875883 0.7444548736462094 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5644750850990496 0.7464627217077382 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5674737751856105 0.748470569769267 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5704846467940106 0.7504785747920264 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5735072203175466 0.7524864228535552 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5765417231886271 0.7544942709150839 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5795881472083259 0.7565021189766128 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5826467242467337 0.7585101239993721 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
0.5857169598188376 0.760517972060901 None None None None 0.44 0.0027 0.228 0.0235 0.21 9e-05 0.00025 0.0253 0.0026 0.0626 0.00196 None
