Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,LiveTime[s],SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5]
56, ,0.01,4.880251583654433e-10,340489605269864.0,8.715336201326894e-48,170244671287652.4,513308.77307214536, , , , , 
57, ,0.01,5.231099308056258e-10,391205872528191.44,8.715336201326894e-48,195602886605646.28,677611.447009529, , , , , 
58, ,0.01,5.60716993820547e-10,449476378520417.1,8.715336201326894e-48,224738171927713.28,894504.3625437706, , , , , 
59, ,0.01,6.010276782070387e-10,516426334661601.3,8.715336201326894e-48,258213161777770.75,1180820.6266742924, , , , , 
60, ,0.01,6.442363508721371e-10,593348553732511.5,8.715336201326894e-48,296674275243229.06,1558781.166454897, , , , , 
61, ,0.01,6.905513520162316e-10,681728414270660.6,8.715336201326894e-48,340864206705416.4,2057719.1055016017, , , , , 
62, ,0.01,7.401959996915653e-10,783272543432388.2,8.715336201326894e-48,391636271613717.5,2716356.2564703627, , , , , 
63, ,0.01,7.934096665797492e-10,899941772195897.8,8.715336201326894e-48,449970886076133.56,3585807.800036051, , , , , 
64, ,0.01,8.504489341802668e-10,1033988999274813.4,8.715336201326894e-48,516994499633292.75,4733549.09367144, , , , , 
65, ,0.01,9.115888299750837e-10,1188002694899478.5,8.715336201326894e-48,594001347449057.9,6248651.298914395, , , , , 
66, ,0.01,9.771241535346502e-10,1364956884529971.2,8.715336201326894e-48,682478442264887.4,8248693.269280961, , , , , 
67, ,0.01,1.0473708979594486e-09,1568268577693259.2,8.715336201326894e-48,784134288846617.4,10888884.767480066, , , , , 
68, ,0.01,1.1226677735108114e-09,1801863750902995.0,8.715336201326894e-48,900931875451496.2,14374109.236117972, , , , , 
69, ,0.01,1.2033778407775904e-09,2070253158801264.0,8.715336201326894e-48,1035126579400632.0,18974820.091241397, , , , , 
70, ,0.01,1.289890261253308e-09,2378619437445642.5,8.715336201326894e-48,1189309718722821.2,25048023.0101103, , , , , 
71, ,0.01,1.3826221737646535e-09,2732917181718138.5,8.715336201326894e-48,1366458590859069.2,33064972.147855118, , , , , 
72, ,0.01,1.4820207057988602e-09,3139987929364155.0,8.715336201326894e-48,1569993964682077.5,43647727.3000711, , , , , 
73, ,0.01,1.5885651294280526e-09,3607692272019014.5,8.715336201326894e-48,1803846136009507.2,57617404.080973566, , , , , 
74, ,0.01,1.702769172225898e-09,4145061644304264.5,8.715336201326894e-48,2072530822152132.2,76057860.43939844, , , , , 
75, ,0.01,1.825183494319039e-09,4762472722061423.0,8.715336201326894e-48,2381236361030711.5,100399753.62043338, , , , , 
76, ,0.01,1.956398343517065e-09,5471847797377280.0,8.715336201326894e-48,2735923898688640.0,132531475.3382386, , , , , 
77, ,0.01,2.0970464013232305e-09,6286884999669332.0,8.715336201326894e-48,3143442499834666.0,174945566.89473063, , , , , 
78, ,0.01,2.2478058335487307e-09,7223322808432714.0,8.715336201326894e-48,3611661404216357.0,230931940.75602975, , , , , 
79, ,0.01,2.409403560239527e-09,8299243965424545.0,8.715336201326894e-48,4149621982712272.5,304832872.7191415, , , , , 
80, ,0.01,2.582618760682675e-09,9535424654872998.0,8.715336201326894e-48,4767712327436499.0,402379489.98917794, , , , , 
81, ,0.01,2.768286630392061e-09,1.0955735694427032e+16,8.715336201326894e-48,5477867847213516.0,531135776.7408288, , , , , 
82, ,0.01,2.9673024081888724e-09,1.258760348389981e+16,8.715336201326894e-48,6293801741949905.0,701084421.0054817, , , , , 
83, ,0.01,3.180625692794119e-09,1.4462539612787906e+16,8.715336201326894e-48,7231269806393953.0,925399754.0130247, , , , , 
84, ,0.01,3.409285069746807e-09,1.6616749353361198e+16,8.715336201326894e-48,8308374676680599.0,1221467444.1170542, , , , , 
85, ,0.01,3.654383070957262e-09,1.9091830789406284e+16,8.715336201326894e-48,9545915394703142.0,1612229601.4798462, , , , , 
86, ,0.01,3.917101490809261e-09,2.193557808089517e+16,8.715336201326894e-48,1.0967789040447584e+16,2127958936.5751185, , , , , 
87, ,0.01,4.198707084443906e-09,2.5202904375731244e+16,8.715336201326894e-48,1.2601452187865622e+16,2808598540.842676, , , , , 
88, ,0.01,4.500557675700488e-09,2.895690219012145e+16,8.715336201326894e-48,1.4478451095060724e+16,3706847164.8366203, , , , , 
89, ,0.01,4.824108704165374e-09,3.3270061733666308e+16,8.715336201326894e-48,1.6635030866833154e+16,4892226848.782736, , , , , 
90, ,0.01,5.170920242896755e-09,3.822567070518932e+16,8.715336201326894e-48,1.911283535259466e+16,6456444664.240943, , , , , 
91, ,0.01,5.542664520663096e-09,4.391942258955789e+16,8.715336201326894e-48,2.1959711294778944e+16,8520458707.952471, , , , , 
92, ,0.01,5.941133984965041e-09,5.0461264511921944e+16,8.715336201326894e-48,2.5230632255960972e+16,11243787735.764038, , , , , 
93, ,0.01,6.3682499447185856e-09,5.797752033168889e+16,8.715336201326894e-48,2.8988760165844444e+16,14836773213.814875, , , , , 
94, ,0.01,6.826071834272379e-09,6.661332997347386e+16,8.715336201326894e-48,3.330666498673693e+16,19576724718.366966, , , , , 
95, ,0.01,7.316807143427175e-09,7.653545209882986e+16,8.715336201326894e-48,3.826772604941493e+16,25829170312.494366, , , , , 
96, ,0.01,7.842822061337681e-09,8.793548423873894e+16,8.715336201326894e-48,4.396774211936947e+16,34075813534.25313, , , , , 
97, ,0.01,8.406652885618316e-09,1.0103356256805419e+17,8.715336201326894e-48,5.0516781284027096e+16,44951294688.99933, , , , , 
98, ,0.01,9.011018251665036e-09,1.160826127650536e+17,8.715336201326894e-48,5.80413063825268e+16,59291500615.75158, , , , , 
99, ,0.01,9.658832241158707e-09,1.333732340407641e+17,8.715336201326894e-48,6.668661702038205e+16,78197007387.57999, , , , , 
100, ,0.01,1.0353218432956616e-08,1.5323931064935165e+17,8.715336201326894e-48,7.661965532467582e+16,103116330575.84903, , , , , 
101, ,0.01,1.1097524964120722e-08,1.7606445923858662e+17,8.715336201326894e-48,8.803222961929331e+16,135955067930.99893, , , , , 
102, ,0.01,1.1895340673703208e-08,2.0228943653961213e+17,8.715336201326894e-48,1.0114471826980606e+17,179218836681.02643, , , , , 
103, ,0.01,1.2750512407130128e-08,2.3242065043951392e+17,8.715336201326894e-48,1.1621032521975696e+17,236200241502.0446, , , , , 
104, ,0.01,1.3667163564620044e-08,2.6703993878666378e+17,8.715336201326894e-48,1.3351996939333189e+17,311223091078.3395, , , , , 
105, ,0.01,1.4649713983072853e-08,3.0681580475889574e+17,8.715336201326894e-48,1.5340790237944787e+17,409960870432.5686, , , , , 
106, ,0.01,1.5702901247293774e-08,3.525163257510078e+17,8.715336201326894e-48,1.762581628755039e+17,539851256256.71375, , , , , 
107, ,0.01,1.683180353330955e-08,4.050239850539748e+17,8.715336201326894e-48,2.025119925269874e+17,710634444780.7672, , , , , 
108, ,0.01,1.8041864093920717e-08,4.6535271272761485e+17,8.715336201326894e-48,2.3267635636380742e+17,935050467080.2966, , , , , 
109, ,0.01,1.933891750455232e-08,5.346674647282713e+17,8.715336201326894e-48,2.6733373236413565e+17,1229739717101.9746, , , , , 
110, ,0.01,2.0729217795953697e-08,6.143067183671585e+17,8.715336201326894e-48,3.0715335918357926e+17,1616401788999.3403, , , , , 
111, ,0.01,2.221946860939524e-08,7.058083184897317e+17,8.715336201326894e-48,3.5290415924486586e+17,2123280492230.7803, , , , , 
112, ,0.01,2.3816855519761606e-08,8.109391734693012e+17,8.715336201326894e-48,4.054695867346506e+17,2787057455064.359, , , , , 
113, ,0.01,2.552908068239516e-08,9.317293744486208e+17,8.715336201326894e-48,4.658646872243104e+17,3655252557566.4585, , , , , 
114, ,0.01,2.7364399970746666e-08,1.0705113966766365e+18,8.715336201326894e-48,5.352556983383183e+17,4789245454938.487, , , , , 
115, ,0.01,2.933166278390042e-08,1.2299651399235364e+18,8.715336201326894e-48,6.149825699617682e+17,6268046623762.393, , , , , 
116, ,0.01,3.1440354715915e-08,1.4131696777106734e+18,8.715336201326894e-48,7.065848388553367e+17,8192955157996.99, , , , , 
117, ,0.01,3.370064329271925e-08,1.623662714640051e+18,8.715336201326894e-48,8.118313573200255e+17,10693238276406.303, , , , , 
118, ,0.01,3.612342699709431e-08,1.8655088999525322e+18,8.715336201326894e-48,9.327544499762661e+17,13932945377575.58, , , , , 
119, ,0.01,3.872038781812557e-08,2.1433783164587901e+18,8.715336201326894e-48,1.0716891582293951e+18,18118914396304.3, , , , , 
120, ,0.01,4.1504047578504727e-08,2.4626366604751124e+18,8.715336201326894e-48,1.2313183302375562e+18,23509921459976.855, , , , , 
121, ,0.01,4.448782831127585e-08,2.8294488541508193e+18,8.715336201326894e-48,1.4147244270754097e+18,30426740645621.223, , , , , 
122, ,0.01,4.768611697714474e-08,3.250898090955424e+18,8.715336201326894e-48,1.625449045477712e+18,39262585302928.85, , , , , 
123, ,0.01,5.111433483440165e-08,3.735122613110239e+18,8.715336201326894e-48,1.8675613065551196e+18,50492954545404.21, , , , , 
124, ,0.01,5.478901179593934e-08,4.2914728621552353e+18,8.715336201326894e-48,2.1457364310776177e+18,64683261971605.02, , , , , 
125, ,0.01,5.872786613189478e-08,4.93069203724996e+18,8.715336201326894e-48,2.46534601862498e+18,82491735536571.4, , , , , 
126, ,0.01,6.294988990221888e-08,5.665123547813949e+18,8.715336201326894e-48,2.8325617739069747e+18,104663924221877.66, , , , , 
127, ,0.01,6.747544053110687e-08,6.5089493664455e+18,8.715336201326894e-48,3.25447468322275e+18,132013753956006.2, , , , , 
128, ,0.01,7.232633896483534e-08,7.478463884746121e+18,8.715336201326894e-48,3.7392319423730606e+18,165384563240526.72, , , , , 
129, ,0.01,7.752597488629465e-08,8.592388560243737e+18,8.715336201326894e-48,4.2961942801218683e+18,205582203921928.22, , , , , 
130, ,0.01,8.309941949353386e-08,9.872233430290008e+18,8.715336201326894e-48,4.936116715145004e+18,253271653783074.06, , , , , 
131, ,0.01,8.907354638610439e-08,1.1342712473814315e+19,8.715336201326894e-48,5.671356236907158e+18,308829540227055.4, , , , , 
132, ,0.01,9.547716114208066e-08,1.3032220841626042e+19,8.715336201326894e-48,6.516110420813021e+18,372148804721219.2, , , , , 
133, ,0.01,1.0234114021054528e-07,1.49733831706481e+19,8.715336201326894e-48,7.48669158532405e+18,442400067618494.75, , , , , 
134, ,0.01,1.0969857978923841e-07,1.7203683570103982e+19,8.715336201326894e-48,8.601841785051991e+18,517768715741230.4, , , , , 
135, ,0.01,1.1758495540521555e-07,1.976618944477689e+19,8.715336201326894e-48,9.883094722388445e+18,595208210037487.1, , , , , 
136, ,0.01,1.2603829296797277e-07,2.2710383132468294e+19,8.715336201326894e-48,1.1355191566234147e+19,670277354569282.6, , , , , 
137, ,0.01,1.350993521198025e-07,2.609311741468636e+19,8.715336201326894e-48,1.304655870734318e+19,737156964284732.0, , , , , 
138, ,0.01,1.4481182276745328e-07,2.997971335160883e+19,8.715336201326894e-48,1.4989856675804416e+19,788958107915647.9, , , , , 
139, ,0.01,1.552225357427048e-07,3.444522164065985e+19,8.715336201326894e-48,1.7222610820329925e+19,818421691084656.8, , , , , 
140, ,0.01,1.6638168860761273e-07,3.9575871855709585e+19,8.715336201326894e-48,1.9787935927854793e+19,819045736181172.0, , , , , 
141, ,0.01,1.7834308769319093e-07,4.547073755190238e+19,8.715336201326894e-48,2.273536877595119e+19,786546753598495.1, , , , , 
142, ,0.01,1.9116440753857e-07,5.224364938951275e+19,8.715336201326894e-48,2.6121824694756377e+19,720373778075358.2, , , , , 
143, ,0.01,2.049074689815846e-07,6.002539321951586e+19,8.715336201326894e-48,3.001269660975793e+19,624801910915736.9, , , , , 
144, ,0.01,2.1963853724165468e-07,6.8966235576199365e+19,8.715336201326894e-48,3.4483117788099682e+19,509044061422465.75, , , , , 
145, ,0.01,2.3542864143224158e-07,7.923882534442769e+19,8.715336201326894e-48,3.961941267221384e+19,385966634627735.3, , , , , 
146, ,0.01,2.523539170434766e-07,9.104152763314779e+19,8.715336201326894e-48,4.5520763816573895e+19,269448310908917.7, , , , , 
147, ,0.01,2.7049597304631316e-07,1.0460225423268548e+20,8.715336201326894e-48,5.230112711634274e+19,171076283009487.25, , , , , 
148, ,0.01,2.899422853882875e-07,1.2018286462249134e+20,8.715336201326894e-48,6.009143231124567e+19,97398957941916.42, , , , , 
149, ,0.01,3.107866187782014e-07,1.380842225133876e+20,8.715336201326894e-48,6.90421112566938e+19,48923348532303.55, , , , , 
150, ,0.01,3.33129478793467e-07,1.586520055668432e+20,8.715336201326894e-48,7.93260027834216e+19,21280021880159.176, , , , , 
151, ,0.01,3.5707859649004626e-07,1.8228338047774733e+20,8.715336201326894e-48,9.114169023887367e+19,7845338224896.411, , , , , 
152, ,0.01,3.827494478516307e-07,2.094346723174311e+20,8.715336201326894e-48,1.0471733615871554e+20,2391871641572.564, , , , , 
153, ,0.01,4.1026581058271904e-07,2.406301762330142e+20,8.715336201326894e-48,1.203150881165071e+20,586219433937.6873, , , , , 
154, ,0.01,4.397603609302722e-07,2.7647228165817064e+20,8.715336201326894e-48,1.3823614082908532e+20,111804058526.36412, , , , , 
155, ,0.01,4.7137531341167185e-07,3.176531045352216e+20,8.715336201326894e-48,1.588265522676108e+20,15984735579.959122, , , , , 
156, ,0.01,5.052631065335679e-07,3.6496785216834725e+20,8.715336201326894e-48,1.8248392608417363e+20,1641204644.5235043, , , , , 
157, ,0.01,5.415871378079465e-07,4.193301787850356e+20,8.715336201326894e-48,2.096650893925178e+20,115189172.40813422, , , , , 
158, ,0.01,5.805225516094896e-07,4.817898283237906e+20,8.715336201326894e-48,2.408949141618953e+20,5222089.012685464, , , , , 
159, ,0.01,6.222570836730232e-07,5.5355290513269214e+20,8.715336201326894e-48,2.7677645256634607e+20,143280.55257949873, , , , , 
160, ,0.01,6.669919663030115e-07,6.360051640087955e+20,8.715336201326894e-48,3.180025820043978e+20,2207.780660934237, , , , , 
161, ,0.01,7.149428986597576e-07,7.307387693122001e+20,8.715336201326894e-48,3.6536938465610007e+20,17.5318204216444, , , , , 
162, ,0.01,7.663410868007445e-07,8.395830398768934e+20,8.715336201326894e-48,4.197915199384467e+20,0.06500067796112645, , , , , 
163, ,0.01,8.214343584919422e-07,9.646397734068601e+20,8.715336201326894e-48,4.823198867034301e+20,0.00010045198141598433, , , , , 
164, ,0.01,8.804883581643463e-07,1.1083238324762724e+21,8.715336201326894e-48,5.541619162381362e+20,5.6798912822044896e-08, , , , , 
165, ,0.01,9.437878277775371e-07,1.273409775855042e+21,8.715336201326894e-48,6.36704887927521e+20,1.0116298520501586e-11, , , , , 
166, ,0.01,1.0116379797662072e-06,1.4630854356169505e+21,8.715336201326894e-48,7.315427178084752e+20,4.778313769747559e-16, , , , , 
167, ,0.01,1.0843659686896086e-06,1.681013474611575e+21,8.715336201326894e-48,8.405067373057876e+20,4.9117869160337384e-21, , , , , 
168, ,0.01,1.1623224686798522e-06,1.931402112983317e+21,8.715336201326894e-48,9.657010564916585e+20,8.75523371421804e-27, , , , , 
169, ,0.01,1.2458833642950078e-06,2.2190863894760669e+21,8.715336201326894e-48,1.1095431947380334e+21,2.084573025885708e-33, , , , , 
170, ,0.01,1.3354515629298971e-06,2.549621526690565e+21,8.715336201326894e-48,1.2748107633452825e+21,4.912052223812586e-41, , , , , 
171, ,0.01,1.4314589375234786e-06,2.929390203190224e+21,8.715336201326894e-48,1.464695101595112e+21,8.116776780550486e-50, , , , , 
172, ,0.01,1.53436840893001e-06,3.365725803894304e+21,8.715336201326894e-48,1.682862901947152e+21,6.330980667279821e-60, , , , , 
173, ,0.01,1.6446761779946631e-06,3.8670540287406024e+21,8.715336201326894e-48,1.9335270143703012e+21,1.4791468203266444e-71, , , , , 
174, ,0.01,1.762914118095948e-06,4.443055594099885e+21,8.715336201326894e-48,2.2215277970499426e+21,6.138620784931773e-85, , , , , 
175, ,0.01,1.8896523396912082e-06,5.104853168728871e+21,8.715336201326894e-48,2.5524265843644354e+21,2.4826409774800074e-100, , , , , 
176, ,0.01,2.0255019392306664e-06,5.865226154020397e+21,8.715336201326894e-48,2.9326130770101986e+21,4.908719714180423e-118, , , , , 
177, ,0.01,2.171117945694501e-06,6.738857455986484e+21,8.715336201326894e-48,3.369428727993242e+21,2.148027567381223e-138, , , , , 
178, ,0.01,2.327202478960408e-06,7.742617014175388e+21,8.715336201326894e-48,3.871308507087694e+21,8.368872839922774e-162, , , , , 
179, ,0.01,2.494508135230317e-06,8.895887562504104e+21,8.715336201326894e-48,4.447943781252052e+21,1.0197260899697898e-188, , , , , 
180, ,0.01,2.673841615839944e-06,1.0220938912492906e+22,8.715336201326894e-48,5.110469456246453e+21,1.1680069386785977e-219, , , , , 
181, ,0.01,2.8660676169482507e-06,1.1743357986362133e+22,8.715336201326894e-48,5.871678993181067e+21,3.1604566180866363e-255, , , , , 
182, ,0.01,3.0721129988617524e-06,1.3492542903988362e+22,8.715336201326894e-48,6.746271451994181e+21,4.132883191428856e-296, , , , , 
183, ,0.01,3.292971255097148e-06,1.5502270664607627e+22,8.715336201326894e-48,7.751135332303814e+21,0.0, , , , , 
184, ,0.01,3.5297073027306505e-06,1.7811349385275347e+22,8.715336201326894e-48,8.905674692637674e+21,0.0, , , , , 
185, ,0.01,3.783462617131925e-06,2.046436769089767e+22,8.715336201326894e-48,1.0232183845448835e+22,0.0, , , , , 
186, ,0.01,4.0554607358408275e-06,2.3512555726657766e+22,8.715336201326894e-48,1.1756277863328883e+22,0.0, , , , , 
187, ,0.01,4.3470131581250175e-06,2.7014774419103215e+22,8.715336201326894e-48,1.3507387209551607e+22,0.0, , , , , 
188, ,0.01,4.6595256686646765e-06,3.103865208866321e+22,8.715336201326894e-48,1.5519326044331606e+22,0.0, , , , , 
189, ,0.01,4.99450511585514e-06,3.566189036173558e+22,8.715336201326894e-48,1.783094518086779e+22,0.0, , , , , 
190, ,0.01,5.353566677410719e-06,4.097376459968614e+22,8.715336201326894e-48,2.048688229984307e+22,0.0, , , , , 
191, ,0.01,5.738441648302393e-06,4.7076847818248836e+22,8.715336201326894e-48,2.3538423909124418e+22,0.0, , , , , 
192, ,0.01,6.150985788580505e-06,5.408899138644284e+22,8.715336201326894e-48,2.704449569322142e+22,0.0, , , , , 
193, ,0.01,6.593188271333541e-06,6.214560075257606e+22,8.715336201326894e-48,3.107280037628803e+22,0.0, , , , , 
194, ,0.01,7.067181273927492e-06,7.140225014191358e+22,8.715336201326894e-48,3.570112507095679e+22,0.0, , , , , 
195, ,0.01,7.575250258771904e-06,8.203768671617582e+22,8.715336201326894e-48,4.101884335808791e+22,0.0, , , , , 
196, ,0.01,8.119844993184007e-06,9.425728220560344e+22,8.715336201326894e-48,4.712864110280172e+22,0.0, , , , , 
197, ,0.01,8.703591361485167e-06,1.0829699866506579e+23,8.715336201326894e-48,5.414849933253289e+22,0.0, , , , , 
198, ,0.01,9.329304026284676e-06,1.2442794493351065e+23,8.715336201326894e-48,6.2213972466755325e+22,0.0, , , , , 
199, ,0.01,1e-05,1.4296161178260874e+23,8.715336201326894e-48,7.148080589130437e+22,0.0, , , , , 
200, ,0.010353218432956621,1e-11,124427944955.87416,4.3473303794507803e-48,672853734.9968442,0.0009130480906856994, , , , , 
201, ,0.010353218432956621,1.0718913192051263e-11,142961611808.30264,4.3473303794507803e-48,887271299.6613134,0.0013833678774845828, , , , , 
202, ,0.010353218432956621,1.1489510001873107e-11,164255886875.54004,4.3473303794507803e-48,1169830761.693611,0.002095569610323868, , , , , 
203, ,0.010353218432956621,1.2315506032928262e-11,188721965512.30484,4.3473303794507803e-48,1542092108.1681538,0.003174083389285466, , , , , 
204, ,0.010353218432956621,1.3200884008314167e-11,216832291032.6769,4.3473303794507803e-48,2032388046.1416216,0.0048061318876670405, , , , , 
205, ,0.010353218432956621,1.4149912974345786e-11,249129677654.90118,4.3473303794507803e-48,2677926666.7375484,0.007275666456811814, , , , , 
206, ,0.010353218432956621,1.5167168884709242e-11,286237792317.94006,4.3473303794507803e-48,3527534281.6820455,0.011011864659862123, , , , , 
207, ,0.010353218432956621,1.6257556664437934e-11,328873197775.10364,4.3473303794507803e-48,4645226961.687964,0.016660645726585335, , , , , 
208, ,0.010353218432956621,1.7426333860096473e-11,377859189518.5031,4.3473303794507803e-48,6114851619.107572,0.02519862824833041, , , , , 
209, ,0.010353218432956621,1.8679135990207848e-11,434141693727.2526,4.3473303794507803e-48,8046102691.884109,0.03809585449253293, , , , , 
210, ,0.010353218432956621,2.0022003718155844e-11,498807533230.938,4.3473303794507803e-48,10582300961.517162,0.0575671081194581, , , , , 
