Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,LiveTime[s],SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5]
1859, ,0.013667163564620066,6.010276782070387e-10,148011279752442.03,1.965778380786865e-48,71704546644410.64,612489.3306872118, , , , , 
1860, ,0.013667163564620066,6.442363508721371e-10,170057707910571.56,1.965778380786865e-48,83153502791889.2,816075.8408642712, , , , , 
1861, ,0.013667163564620066,6.905513520162316e-10,195387973593411.9,1.965778380786865e-48,96205097088423.2,1084790.0542536336, , , , , 
1862, ,0.013667163564620066,7.401959996915653e-10,224491207684723.5,1.965778380786865e-48,111095891462251.56,1439271.3033161515, , , , , 
1863, ,0.013667163564620066,7.934096665797492e-10,257929397602619.34,1.965778380786865e-48,128102688374109.89,1906774.4101942142, , , , , 
1864, ,0.013667163564620066,8.504489341802668e-10,296348239353238.8,1.965778380786865e-48,147547778660929.94,2523302.877722233, , , , , 
1865, ,0.013667163564620066,9.115888299750837e-10,340489606008653.7,1.965778380786865e-48,169804668153791.66,3336422.9273344893, , , , , 
1866, ,0.013667163564620066,9.771241535346502e-10,391205873377024.56,1.965778380786865e-48,195304496517866.56,4408973.319181624, , , , , 
1867, ,0.013667163564620066,1.0473708979594486e-09,449476379495680.94,1.965778380786865e-48,224543402840068.16,5823956.682782751, , , , , 
1868, ,0.013667163564620066,1.1226677735108114e-09,516426335782131.94,1.965778380786865e-48,258091117860927.7,7690988.704698086, , , , , 
1869, ,0.013667163564620066,1.2033778407775904e-09,593348555019950.9,1.965778380786865e-48,296601072187447.8,10154804.97060337, , , , , 
1870, ,0.013667163564620066,1.289890261253308e-09,681728415749865.5,1.965778380786865e-48,340822306619583.1,13406483.737415882, , , , , 
1871, ,0.013667163564620066,1.3826221737646535e-09,783272545131915.8,1.965778380786865e-48,391613461736029.56,17698256.369311783, , , , , 
1872, ,0.013667163564620066,1.4820207057988602e-09,899941774148579.1,1.965778380786865e-48,449959118430744.8,23363053.797712907, , , , , 
1873, ,0.013667163564620066,1.5885651294280526e-09,1033989001518348.6,1.965778380786865e-48,516988768711970.6,30840306.680518523, , , , , 
1874, ,0.013667163564620066,1.702769172225898e-09,1188002697477181.2,1.965778380786865e-48,593998723940820.8,40709996.91158838, , , , , 
1875, ,0.013667163564620066,1.825183494319039e-09,1364956887491625.2,1.965778380786865e-48,682477318728261.9,53737598.29189137, , , , , 
1876, ,0.013667163564620066,1.956398343517065e-09,1568268581096067.8,1.965778380786865e-48,784133841352182.5,70933383.08181252, , , , , 
1877, ,0.013667163564620066,2.0970464013232305e-09,1801863754812653.8,1.965778380786865e-48,900931711175298.2,93630678.12255551, , , , , 
1878, ,0.013667163564620066,2.2478058335487307e-09,2070253163293272.0,1.965778380786865e-48,1035126524942329.0,123589118.95045026, , , , , 
1879, ,0.013667163564620066,2.409403560239527e-09,2378619442606738.0,1.965778380786865e-48,1189309703577616.8,163130871.63297746, , , , , 
1880, ,0.013667163564620066,2.582618760682675e-09,2732917187647985.5,1.965778380786865e-48,1366458588777935.0,215320335.32581273, , , , , 
1881, ,0.013667163564620066,2.768286630392061e-09,3139987936177232.5,1.965778380786865e-48,1569993966789234.2,284201177.1395673, , , , , 
1882, ,0.013667163564620066,2.9673024081888724e-09,3607692279846935.0,1.965778380786865e-48,1803846139622979.5,375108955.16080093, , , , , 
1883, ,0.013667163564620066,3.180625692794119e-09,4145061653298160.0,1.965778380786865e-48,2072530826587155.0,495083381.8918974, , , , , 
1884, ,0.013667163564620066,3.409285069746807e-09,4762472732394969.0,1.965778380786865e-48,2381236366186206.0,653411896.0976269, , , , , 
1885, ,0.013667163564620066,3.654383070957262e-09,5471847809250020.0,1.965778380786865e-48,2735923904623210.5,862346241.128274, , , , , 
1886, ,0.013667163564620066,3.917101490809261e-09,6286885013310532.0,1.965778380786865e-48,3143442506655017.0,1138046924.6224818, , , , , 
1887, ,0.013667163564620066,4.198707084443906e-09,7223322824105720.0,1.965778380786865e-48,3611661412052830.5,1501827723.146581, , , , , 
1888, ,0.013667163564620066,4.500557675700488e-09,8299243983432063.0,1.965778380786865e-48,4149621991716028.5,1981795118.4447, , , , , 
1889, ,0.013667163564620066,4.824108704165374e-09,9535424675562830.0,1.965778380786865e-48,4767712337781415.0,2615007311.7757134, , , , , 
1890, ,0.013667163564620066,5.170920242896755e-09,1.0955735718198634e+16,1.965778380786865e-48,5477867859099317.0,3450316456.0151095, , , , , 
1891, ,0.013667163564620066,5.542664520663096e-09,1.2587603511212118e+16,1.965778380786865e-48,6293801755606059.0,4552108762.823679, , , , , 
1892, ,0.013667163564620066,5.941133984965041e-09,1.4462539644168534e+16,1.965778380786865e-48,7231269822084267.0,6005223771.3254595, , , , , 
1893, ,0.013667163564620066,6.3682499447185856e-09,1.6616749389415994e+16,1.965778380786865e-48,8308374694707997.0,7921420958.3275795, , , , , 
1894, ,0.013667163564620066,6.826071834272379e-09,1.9091830830831324e+16,1.965778380786865e-48,9545915415415662.0,10447875016.621563, , , , , 
1895, ,0.013667163564620066,7.316807143427175e-09,2.1935578128490492e+16,1.965778380786865e-48,1.0967789064245246e+16,13778328031.95271, , , , , 
1896, ,0.013667163564620066,7.842822061337681e-09,2.520290443041616e+16,1.965778380786865e-48,1.260145221520808e+16,18167717064.4194, , , , , 
1897, ,0.013667163564620066,8.406652885618316e-09,2.8956902252951732e+16,1.965778380786865e-48,1.4478451126475866e+16,23951341468.5393, , , , , 
1898, ,0.013667163564620066,9.011018251665036e-09,3.3270061805855224e+16,1.965778380786865e-48,1.6635030902927612e+16,31569950367.910557, , , , , 
1899, ,0.013667163564620066,9.658832241158707e-09,3.8225670788130856e+16,1.965778380786865e-48,1.9112835394065428e+16,41602535832.55974, , , , , 
1900, ,0.013667163564620066,1.0353218432956616e-08,4.391942268485366e+16,1.965778380786865e-48,2.195971134242683e+16,54809133365.09274, , , , , 
1901, ,0.013667163564620066,1.1097524964120722e-08,5.046126462141188e+16,1.965778380786865e-48,2.523063231070594e+16,72186585033.1819, , , , , 
1902, ,0.013667163564620066,1.1895340673703208e-08,5.797752045748774e+16,1.965778380786865e-48,2.898876022874387e+16,95041042005.14136, , , , , 
1903, ,0.013667163564620066,1.2750512407130128e-08,6.661333011801054e+16,1.965778380786865e-48,3.330666505900527e+16,125082005976.70381, , , , , 
1904, ,0.013667163564620066,1.3667163564620044e-08,7.653545226489542e+16,1.965778380786865e-48,3.826772613244771e+16,164543967539.95435, , , , , 
1905, ,0.013667163564620066,1.4649713983072853e-08,8.793548442953984e+16,1.965778380786865e-48,4.396774221476992e+16,216343224991.28558, , , , , 
1906, ,0.013667163564620066,1.5702901247293774e-08,1.0103356278727542e+17,1.965778380786865e-48,5.051678139363771e+16,284279281238.7821, , , , , 
1907, ,0.013667163564620066,1.683180353330955e-08,1.1608261301692717e+17,1.965778380786865e-48,5.804130650846358e+16,373292316898.3603, , , , , 
1908, ,0.013667163564620066,1.8041864093920717e-08,1.3337323433015502e+17,1.965778380786865e-48,6.668661716507751e+16,489790581997.12744, , , , , 
1909, ,0.013667163564620066,1.933891750455232e-08,1.5323931098184816e+17,1.965778380786865e-48,7.661965549092408e+16,642064020908.8135, , , , , 
1910, ,0.013667163564620066,2.0729217795953697e-08,1.760644596206081e+17,1.965778380786865e-48,8.803222981030405e+16,840802812276.2997, , , , , 
1911, ,0.013667163564620066,2.221946860939524e-08,2.0228943697853616e+17,1.965778380786865e-48,1.0114471848926808e+17,1099741353420.2163, , , , , 
1912, ,0.013667163564620066,2.3816855519761606e-08,2.3242065094381706e+17,1.965778380786865e-48,1.1621032547190853e+17,1436448854292.039, , , , , 
1913, ,0.013667163564620066,2.552908068239516e-08,2.6703993936608336e+17,1.965778380786865e-48,1.3351996968304168e+17,1873286040555.9216, , , , , 
1914, ,0.013667163564620066,2.7364399970746666e-08,3.068158054246192e+17,1.965778380786865e-48,1.534079027123096e+17,2438541841746.769, , , , , 
1915, ,0.013667163564620066,2.933166278390042e-08,3.5251632651589146e+17,1.965778380786865e-48,1.7625816325794573e+17,3167751946780.3306, , , , , 
1916, ,0.013667163564620066,3.1440354715915e-08,4.0502398593279034e+17,1.965778380786865e-48,2.0251199296639517e+17,4105179355909.815, , , , , 
1917, ,0.013667163564620066,3.370064329271925e-08,4.6535271373732883e+17,1.965778380786865e-48,2.3267635686866442e+17,5305400993319.373, , , , , 
1918, ,0.013667163564620066,3.612342699709431e-08,5.3466746588838355e+17,1.965778380786865e-48,2.6733373294419178e+17,6834888284786.83, , , , , 
1919, ,0.013667163564620066,3.872038781812557e-08,6.143067197000727e+17,1.965778380786865e-48,3.0715335985003635e+17,8773386538735.444, , , , , 
1920, ,0.013667163564620066,4.1504047578504727e-08,7.05808320021182e+17,1.965778380786865e-48,3.52904160010591e+17,11214780945577.123, , , , , 
1921, ,0.013667163564620066,4.448782831127585e-08,8.109391752288626e+17,1.965778380786865e-48,4.054695876144313e+17,14266980513695.209, , , , , 
1922, ,0.013667163564620066,4.768611697714474e-08,9.317293764702744e+17,1.965778380786865e-48,4.658646882351372e+17,18050154704334.074, , , , , 
1923, ,0.013667163564620066,5.111433483440165e-08,1.0705113989994172e+18,1.965778380786865e-48,5.352556994997086e+17,22692431030806.37, , , , , 
1924, ,0.013667163564620066,5.478901179593934e-08,1.229965142592293e+18,1.965778380786865e-48,6.149825712961466e+17,28321935133251.55, , , , , 
1925, ,0.013667163564620066,5.872786613189478e-08,1.413169680776944e+18,1.965778380786865e-48,7.06584840388472e+17,35053889302558.9, , , , , 
1926, ,0.013667163564620066,6.294988990221888e-08,1.623662718163052e+18,1.965778380786865e-48,8.11831359081526e+17,42971488737325.03, , , , , 
1927, ,0.013667163564620066,6.747544053110687e-08,1.8655089040002798e+18,1.965778380786865e-48,9.327544520001399e+17,52099613296140.67, , , , , 
1928, ,0.013667163564620066,7.232633896483534e-08,2.1433783211094554e+18,1.965778380786865e-48,1.0716891605547277e+18,62371332407168.58, , , , , 
1929, ,0.013667163564620066,7.752597488629465e-08,2.462636665818508e+18,1.965778380786865e-48,1.231318332909254e+18,73588881570618.02, , , , , 
1930, ,0.013667163564620066,8.309941949353386e-08,2.829448860290107e+18,1.965778380786865e-48,1.4147244301450534e+18,85383543357926.14, , , , , 
1931, ,0.013667163564620066,8.907354638610439e-08,3.2508980980091653e+18,1.965778380786865e-48,1.6254490490045827e+18,97182658564633.44, , , , , 
1932, ,0.013667163564620066,9.547716114208066e-08,3.735122621214657e+18,1.965778380786865e-48,1.8675613106073285e+18,108196362161831.53, , , , , 
1933, ,0.013667163564620066,1.0234114021054528e-07,4.2914728714668145e+18,1.965778380786865e-48,2.1457364357334072e+18,117440333701830.45, , , , , 
1934, ,0.013667163564620066,1.0969857978923841e-07,4.930692047948507e+18,1.965778380786865e-48,2.4653460239742536e+18,123811589181394.0, , , , , 
1935, ,0.013667163564620066,1.1758495540521555e-07,5.665123560106031e+18,1.965778380786865e-48,2.8325617800530156e+18,126228934017622.28, , , , , 
1936, ,0.013667163564620066,1.2603829296797277e-07,6.508949380568531e+18,1.965778380786865e-48,3.2544746902842655e+18,123835004739516.22, , , , , 
1937, ,0.013667163564620066,1.350993521198025e-07,7.478463900972757e+18,1.965778380786865e-48,3.7392319504863785e+18,116231915600705.52, , , , , 
1938, ,0.013667163564620066,1.4481182276745328e-07,8.592388578887345e+18,1.965778380786865e-48,4.2961942894436726e+18,103691841670158.47, , , , , 
1939, ,0.013667163564620066,1.552225357427048e-07,9.872233451710644e+18,1.965778380786865e-48,4.936116725855322e+18,87259903883008.47, , , , , 
1940, ,0.013667163564620066,1.6638168860761273e-07,1.134271249842553e+19,1.965778380786865e-48,5.671356249212765e+18,68668894495925.58, , , , , 
1941, ,0.013667163564620066,1.7834308769319093e-07,1.3032220869903124e+19,1.965778380786865e-48,6.516110434951562e+18,50031369839560.23, , , , , 
1942, ,0.013667163564620066,1.9116440753857e-07,1.4973383203137083e+19,1.965778380786865e-48,7.486691601568542e+18,33363945211662.29, , , , , 
1943, ,0.013667163564620066,2.049074689815846e-07,1.7203683607432233e+19,1.965778380786865e-48,8.601841803716116e+18,20097327219837.277, , , , , 
1944, ,0.013667163564620066,2.1963853724165468e-07,1.97661894876653e+19,1.965778380786865e-48,9.88309474383265e+18,10770734741426.904, , , , , 
1945, ,0.013667163564620066,2.3542864143224158e-07,2.271038318174488e+19,1.965778380786865e-48,1.135519159087244e+19,5047061988326.9375, , , , , 
1946, ,0.013667163564620066,2.523539170434766e-07,2.6093117471302857e+19,1.965778380786865e-48,1.3046558735651428e+19,2026900093020.6453, , , , , 
1947, ,0.013667163564620066,2.7049597304631316e-07,2.9979713416658293e+19,1.965778380786865e-48,1.4989856708329146e+19,681783966955.1345, , , , , 
1948, ,0.013667163564620066,2.899422853882875e-07,3.444522171539848e+19,1.965778380786865e-48,1.722261085769924e+19,187075030753.66873, , , , , 
1949, ,0.013667163564620066,3.107866187782014e-07,3.9575871941580775e+19,1.965778380786865e-48,1.9787935970790388e+19,40622386716.99925, , , , , 
1950, ,0.013667163564620066,3.33129478793467e-07,4.547073765056397e+19,1.965778380786865e-48,2.2735368825281987e+19,6741542889.818498, , , , , 
1951, ,0.013667163564620066,3.5707859649004626e-07,5.22436495028703e+19,1.965778380786865e-48,2.612182475143515e+19,821498052.3192956, , , , , 
1952, ,0.013667163564620066,3.827494478516307e-07,6.002539334975789e+19,1.965778380786865e-48,3.0012696674878943e+19,70198183.11083935, , , , , 
1953, ,0.013667163564620066,4.1026581058271904e-07,6.89662357258411e+19,1.965778380786865e-48,3.448311786292055e+19,3989879.681134784, , , , , 
1954, ,0.013667163564620066,4.397603609302722e-07,7.923882551635901e+19,1.965778380786865e-48,3.9619412758179504e+19,141948.6526917952, , , , , 
1955, ,0.013667163564620066,4.7137531341167185e-07,9.104152783068807e+19,1.965778380786865e-48,4.5520763915344036e+19,2948.046745086278, , , , , 
1956, ,0.013667163564620066,5.052631065335679e-07,1.0460225445964997e+20,1.965778380786865e-48,5.230112722982498e+19,32.98747248764087, , , , , 
1957, ,0.013667163564620066,5.415871378079465e-07,1.2018286488326193e+20,1.965778380786865e-48,6.0091432441630966e+19,0.18137139507354597, , , , , 
1958, ,0.013667163564620066,5.805225516094896e-07,1.380842228130003e+20,1.965778380786865e-48,6.904211140650015e+19,0.00044078632027308825, , , , , 
1959, ,0.013667163564620066,6.222570836730232e-07,1.586520059110842e+20,1.965778380786865e-48,7.93260029555421e+19,4.192903444099626e-07, , , , , 
1960, ,0.013667163564620066,6.669919663030115e-07,1.8228338087326256e+20,1.965778380786865e-48,9.114169043663128e+19,1.3575333779440358e-10, , , , , 
1961, ,0.013667163564620066,7.149428986597576e-07,2.094346727718595e+20,1.965778380786865e-48,1.0471733638592976e+20,1.2741436971542145e-14, , , , , 
1962, ,0.013667163564620066,7.663410868007445e-07,2.406301767551292e+20,1.965778380786865e-48,1.203150883775646e+20,2.882819947783273e-19, , , , , 
1963, ,0.013667163564620066,8.214343584919422e-07,2.7647228225805517e+20,1.965778380786865e-48,1.3823614112902758e+20,1.2720837255335881e-24, , , , , 
1964, ,0.013667163564620066,8.804883581643463e-07,3.176531052244609e+20,1.965778380786865e-48,1.5882655261223046e+20,8.581684194268743e-31, , , , , 
1965, ,0.013667163564620066,9.437878277775371e-07,3.649678529602481e+20,1.965778380786865e-48,1.8248392648012405e+20,6.691099224902691e-38, , , , , 
1966, ,0.013667163564620066,1.0116379797662072e-06,4.193301796948926e+20,1.965778380786865e-48,2.096650898474463e+20,4.372238615207502e-46, , , , , 
1967, ,0.013667163564620066,1.0843659686896086e-06,4.817898293691696e+20,1.965778380786865e-48,2.408949146845848e+20,1.655058944953439e-55, , , , , 
1968, ,0.013667163564620066,1.1623224686798522e-06,5.535529063337815e+20,1.965778380786865e-48,2.7677645316689075e+20,2.3744313303430605e-66, , , , , 
1969, ,0.013667163564620066,1.2458833642950078e-06,6.360051653887906e+20,1.965778380786865e-48,3.180025826943953e+20,7.929192166840649e-79, , , , , 
1970, ,0.013667163564620066,1.3354515629298971e-06,7.307387708977442e+20,1.965778380786865e-48,3.653693854488721e+20,3.520247740354198e-93, , , , , 
1971, ,0.013667163564620066,1.4314589375234786e-06,8.395830416986096e+20,1.965778380786865e-48,4.197915208493048e+20,1.0917224532031483e-109, , , , , 
1972, ,0.013667163564620066,1.53436840893001e-06,9.646397754999184e+20,1.965778380786865e-48,4.823198877499592e+20,1.1291118979792276e-128, , , , , 
1973, ,0.013667163564620066,1.6446761779946631e-06,1.1083238348810945e+21,1.965778380786865e-48,5.541619174405472e+20,1.665363553239955e-150, , , , , 
1974, ,0.013667163564620066,1.762914118095948e-06,1.2734097786180692e+21,1.965778380786865e-48,6.367048893090346e+20,1.3198861339494067e-175, , , , , 
1975, ,0.013667163564620066,1.8896523396912082e-06,1.4630854387915277e+21,1.965778380786865e-48,7.315427193957638e+20,1.83142139016292e-204, , , , , 
1976, ,0.013667163564620066,2.0255019392306664e-06,1.6810134782590155e+21,1.965778380786865e-48,8.405067391295078e+20,1.2265636294542874e-237, , , , , 
1977, ,0.013667163564620066,2.171117945694501e-06,1.931402117174039e+21,1.965778380786865e-48,9.657010585870194e+20,9.022328115011727e-276, , , , , 
1978, ,0.013667163564620066,2.327202478960408e-06,2.219086394291002e+21,1.965778380786865e-48,1.109543197145501e+21,0.0, , , , , 
1979, ,0.013667163564620066,2.494508135230317e-06,2.549621532222701e+21,1.965778380786865e-48,1.2748107661113505e+21,0.0, , , , , 
1980, ,0.013667163564620066,2.673841615839944e-06,2.9293902095463633e+21,1.965778380786865e-48,1.4646951047731817e+21,0.0, , , , , 
1981, ,0.013667163564620066,2.8660676169482507e-06,3.3657258111972105e+21,1.965778380786865e-48,1.6828629055986053e+21,0.0, , , , , 
1982, ,0.013667163564620066,3.0721129988617524e-06,3.8670540371312677e+21,1.965778380786865e-48,1.9335270185656338e+21,0.0, , , , , 
1983, ,0.013667163564620066,3.292971255097148e-06,4.443055603740347e+21,1.965778380786865e-48,2.2215278018701736e+21,0.0, , , , , 
1984, ,0.013667163564620066,3.5297073027306505e-06,5.104853179805309e+21,1.965778380786865e-48,2.5524265899026547e+21,0.0, , , , , 
1985, ,0.013667163564620066,3.783462617131925e-06,5.86522616674666e+21,1.965778380786865e-48,2.93261308337333e+21,0.0, , , , , 
1986, ,0.013667163564620066,4.0554607358408275e-06,6.738857470608361e+21,1.965778380786865e-48,3.3694287353041807e+21,0.0, , , , , 
1987, ,0.013667163564620066,4.3470131581250175e-06,7.742617030975179e+21,1.965778380786865e-48,3.8713085154875896e+21,0.0, , , , , 
1988, ,0.013667163564620066,4.6595256686646765e-06,8.895887581806237e+21,1.965778380786865e-48,4.4479437909031183e+21,0.0, , , , , 
1989, ,0.013667163564620066,4.99450511585514e-06,1.022093893467016e+22,1.965778380786865e-48,5.11046946733508e+21,0.0, , , , , 
1990, ,0.013667163564620066,5.353566677410719e-06,1.1743358011842656e+22,1.965778380786865e-48,5.871679005921328e+21,0.0, , , , , 
1991, ,0.013667163564620066,5.738441648302393e-06,1.3492542933264295e+22,1.965778380786865e-48,6.746271466632148e+21,0.0, , , , , 
1992, ,0.013667163564620066,6.150985788580505e-06,1.550227069824425e+22,1.965778380786865e-48,7.751135349122124e+21,0.0, , , , , 
1993, ,0.013667163564620066,6.593188271333541e-06,1.781134942392209e+22,1.965778380786865e-48,8.905674711961045e+21,0.0, , , , , 
1994, ,0.013667163564620066,7.067181273927492e-06,2.0464367735300975e+22,1.965778380786865e-48,1.0232183867650488e+22,0.0, , , , , 
1995, ,0.013667163564620066,7.575250258771904e-06,2.351255577767489e+22,1.965778380786865e-48,1.1756277888837445e+22,0.0, , , , , 
1996, ,0.013667163564620066,8.119844993184007e-06,2.701477447771949e+22,1.965778380786865e-48,1.3507387238859745e+22,0.0, , , , , 
1997, ,0.013667163564620066,8.703591361485167e-06,3.103865215601047e+22,1.965778380786865e-48,1.5519326078005236e+22,0.0, , , , , 
1998, ,0.013667163564620066,9.329304026284676e-06,3.5661890439114102e+22,1.965778380786865e-48,1.7830945219557051e+22,0.0, , , , , 
1999, ,0.013667163564620066,1e-05,4.0973764688590464e+22,1.965778380786865e-48,2.0486882344295232e+22,0.0, , , , , 
2000, ,0.01414991297434576,1e-11,35661890451.08648,2.6118893371207552e-48,33406337.592572868,8.46770924159624e-05, , , , , 
2001, ,0.01414991297434576,1.0718913192051263e-11,40973764702.34594,2.6118893371207552e-48,44091112.74828606,0.00012840654131989867, , , , , 
2002, ,0.01414991297434576,1.1489510001873107e-11,47076847936.20009,2.6118893371207552e-48,58191724.53683217,0.00019471967075403653, , , , , 
2003, ,0.01414991297434576,1.2315506032928262e-11,54088991521.962845,2.6118893371207552e-48,76799356.98914716,0.0002952540676104946, , , , , 
2004, ,0.01414991297434576,1.3200884008314167e-11,62145600908.28191,2.6118893371207552e-48,101353342.44956462,0.000447695583394839, , , , , 
2005, ,0.01414991297434576,1.4149912974345786e-11,71402250320.81224,2.6118893371207552e-48,133752019.17706503,0.0006788140395501845, , , , , 
2006, ,0.01414991297434576,1.5167168884709242e-11,82037686921.72168,2.6118893371207552e-48,176498774.4311386,0.0010291611817582341, , , , , 
2007, ,0.01414991297434576,1.6257556664437934e-11,94257282441.7652,2.6118893371207552e-48,232894382.08411366,0.0015602970316331787, , , , , 
2008, ,0.01414991297434576,1.7426333860096473e-11,108296998936.40353,2.6118893371207552e-48,307290221.09812415,0.0023653861330417947, , , , , 
2009, ,0.01414991297434576,1.8679135990207848e-11,124427945245.2655,2.6118893371207552e-48,405421511.45476454,0.003585567645840361, , , , , 
2010, ,0.01414991297434576,2.0022003718155844e-11,142961612140.79916,2.6118893371207552e-48,534845650.43232244,0.005434771709039704, , , , , 
2011, ,0.01414991297434576,2.1461411978584013e-11,164255887257.5609,2.6118893371207552e-48,705518490.78415,0.008236910151098323, , , , , 
2012, ,0.01414991297434576,2.300430119772921e-11,188721965951.22952,2.6118893371207552e-48,930551507.6122605,0.012482219757076425, , , , , 
2013, ,0.01414991297434576,2.465811075822604e-11,216832291536.98,2.6118893371207552e-48,1227205934.9050722,0.018913627770553682, , , , , 
2014, ,0.01414991297434576,2.643081486974103e-11,249129678234.31876,2.6118893371207552e-48,1618196982.4807844,0.02865440564396483, , , , , 
2015, ,0.01414991297434576,2.8330961018393178e-11,286237792983.6623,2.6118893371207552e-48,2133403262.831326,0.043404313150131074, , , , , 
2016, ,0.01414991297434576,3.036771118035461e-11,328873198539.9887,2.6118893371207552e-48,2812104933.352754,0.06573429584700055, , , , , 
2017, ,0.01414991297434576,3.255088599835057e-11,377859190397.3186,2.6118893371207552e-48,3705910488.0078654,0.09953066231057657, , , , , 
2018, ,0.01414991297434576,3.4891012134067674e-11,434141694736.96497,2.6118893371207552e-48,4882578688.585877,0.15066484759299922, , , , , 
2019, ,0.01414991297434576,3.739937302478801e-11,498807534391.05176,2.6118893371207552e-48,6431001310.147903,0.2280047879591556, , , , , 
2020, ,0.01414991297434576,4.0088063288984646e-11,573105415539.5634,2.6118893371207552e-48,8467687142.515107,0.3449302703240513, , , , , 
2021, ,0.01414991297434576,4.297004704320835e-11,658470040396.943,2.6118893371207552e-48,11145181439.4199,0.5216210382470993, , , , , 
2022, ,0.01414991297434576,4.605922041145113e-11,756549811507.4497,2.6118893371207552e-48,14662971510.137346,0.7884806069281265, , , , , 
2023, ,0.01414991297434576,4.937047852839004e-11,869238662623.0026,2.6118893371207552e-48,19281572366.42993,1.1912786493099603, , , , , 
2024, ,0.01414991297434576,5.2919787359584366e-11,998712630822.1752,2.6118893371207552e-48,25340660075.331795,1.7988279441568515, , , , , 
2025, ,0.01414991297434576,5.672426068491989e-11,1147471876082.8433,2.6118893371207552e-48,33282327781.022552,2.714485681654241, , , , , 
2026, ,0.01414991297434576,6.080224261649427e-11,1318388959712.1875,2.6118893371207552e-48,43680781611.339935,4.093227328163625, , , , , 
2027, ,0.01414991297434576,6.517339604882421e-11,1514764313897.2202,2.6118893371207552e-48,57280069138.24722,6.167087099673371, , , , , 
2028, ,0.01414991297434576,6.985879746785235e-11,1740389973500.2498,2.6118893371207552e-48,75041734863.98662,9.282843879463668, , , , , 
2029, ,0.01414991297434576,7.48810385759003e-11,1999622800769.0876,2.6118893371207552e-48,98204610666.17345,13.957616686290928, , , , , 
2030, ,0.01414991297434576,8.026433522257174e-11,2297468616940.986,2.6118893371207552e-48,128359248260.94118,20.9608160022738, , , , , 
2031, ,0.01414991297434576,8.603464416684492e-11,2639678865333.2925,2.6118893371207552e-48,167539744147.52625,31.43404680002299, , , , , 
2032, ,0.01414991297434576,9.221978823334341e-11,3032861672498.005,2.6118893371207552e-48,218335834131.28854,47.066165150992774, , , , , 
2033, ,0.01414991297434576,9.884959046625586e-11,3484609452046.3296,2.6118893371207552e-48,284028060144.85724,70.34716565028658, , , , , 
2034, ,0.01414991297434576,1.0595601792776149e-10,4003645515190.772,2.6118893371207552e-48,368748428136.42035,104.93416618975705, , , , , 
2035, ,0.01414991297434576,1.1357333583431027e-10,4599992519073.858,2.6118893371207552e-48,477668153245.5382,156.176049231792, , , , , 
2036, ,0.01414991297434576,1.217382727739662e-10,5285166005644.079,2.6118893371207552e-48,617212690307.3107,231.85919416334437, , , , , 
2037, ,0.01414991297434576,1.3049019780144016e-10,6072396768340.716,2.6118893371207552e-48,795302154248.7563,343.259879925755, , , , , 
2038, ,0.01414991297434576,1.398713102647236e-10,6976886340519.233,2.6118893371207552e-48,1021612386274.1542,506.61538342003007, , , , , 
2039, ,0.01414991297434576,1.4992684327860468e-10,8016100539132.789,2.6118893371207552e-48,1307848379108.5024,745.1624497223429, , , , , 
2040, ,0.01414991297434576,1.6070528182616384e-10,9210106732038.625,2.6118893371207552e-48,1668017797162.4136,1091.931783214561, , , , , 
2041, ,0.01414991297434576,1.722585965398784e-10,10581961341607.623,2.6118893371207552e-48,2118688451733.1685,1593.5409224112018, , , , , 
2042, ,0.01414991297434576,1.8464249428955463e-10,12158155067383.584,2.6118893371207552e-48,2679210686362.919,2315.2832947958946, , , , , 
2043, ,0.01414991297434576,1.9791668678535569e-10,13969124425102.732,2.6118893371207552e-48,3371884885885.4453,3347.8897346850786, , , , , 
2044, ,0.01414991297434576,2.121451784910628e-10,16049839479962.725,2.6118893371207552e-48,4222057138225.988,4816.412684743541, , , , , 
2045, ,0.01414991297434576,2.273965752357932e-10,18440479123349.027,2.6118893371207552e-48,5258133769369.438,6891.793423439442, , , , , 
2046, ,0.01414991297434576,2.4374441501222216e-10,21187206932705.008,2.6118893371207552e-48,6511518849619.1875,9805.819839456926, , , , , 
2047, ,0.01414991297434576,2.6126752255633265e-10,24343062596506.848,2.6118893371207552e-48,8016497611604.035,13870.34249156021, , , , , 
2048, ,0.01414991297434576,2.8005038941836253e-10,27968986117878.746,2.6118893371207552e-48,9810111313688.965,19501.915872907444, , , , , 
2049, ,0.01414991297434576,3.0018358135755917e-10,32134994574361.92,2.6118893371207552e-48,11932092051857.258,27253.39917289938, , , , , 
2050, ,0.01414991297434576,3.2176417502507347e-10,36921534157226.78,2.6118893371207552e-48,14424944679158.355,37854.61655716386, , , , , 
2051, ,0.01414991297434576,3.4489622604057533e-10,42421033598395.53,2.6118893371207552e-48,17334272290385.33,52264.97824676129, , , , , 
2052, ,0.01414991297434576,3.696912707195032e-10,48739688981856.26,2.6118893371207552e-48,20709437704031.438,71742.04988944864, , , , , 
2053, ,0.01414991297434576,3.9626886387014783e-10,55999514404521.98,2.6118893371207552e-48,24604634617728.703,97931.52990241886, , , , , 
2054, ,0.01414991297434576,4.2475715525368935e-10,64340698085078.97,2.6118893371207552e-48,29080410735123.055,132986.0514923992, , , , , 
