Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,LiveTime[s],SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5]
23146, ,0.5415871378079471,2.523539170434766e-07,None,None,None,None, , , , , 
23147, ,0.5415871378079471,2.7049597304631316e-07,None,None,None,None, , , , , 
23148, ,0.5415871378079471,2.899422853882875e-07,None,None,None,None, , , , , 
23149, ,0.5415871378079471,3.107866187782014e-07,None,None,None,None, , , , , 
23150, ,0.5415871378079471,3.33129478793467e-07,None,None,None,None, , , , , 
23151, ,0.5415871378079471,3.5707859649004626e-07,None,None,None,None, , , , , 
23152, ,0.5415871378079471,3.827494478516307e-07,None,None,None,None, , , , , 
23153, ,0.5415871378079471,4.1026581058271904e-07,None,None,None,None, , , , , 
23154, ,0.5415871378079471,4.397603609302722e-07,None,None,None,None, , , , , 
23155, ,0.5415871378079471,4.7137531341167185e-07,None,None,None,None, , , , , 
23156, ,0.5415871378079471,5.052631065335679e-07,None,None,None,None, , , , , 
23157, ,0.5415871378079471,5.415871378079465e-07,None,None,None,None, , , , , 
23158, ,0.5415871378079471,5.805225516094896e-07,None,None,None,None, , , , , 
23159, ,0.5415871378079471,6.222570836730232e-07,None,None,None,None, , , , , 
23160, ,0.5415871378079471,6.669919663030115e-07,None,None,None,None, , , , , 
23161, ,0.5415871378079471,7.149428986597576e-07,None,None,None,None, , , , , 
23162, ,0.5415871378079471,7.663410868007445e-07,None,None,None,None, , , , , 
23163, ,0.5415871378079471,8.214343584919422e-07,None,None,None,None, , , , , 
23164, ,0.5415871378079471,8.804883581643463e-07,None,None,None,None, , , , , 
23165, ,0.5415871378079471,9.437878277775371e-07,None,None,None,None, , , , , 
23166, ,0.5415871378079471,1.0116379797662072e-06,None,None,None,None, , , , , 
23167, ,0.5415871378079471,1.0843659686896086e-06,None,None,None,None, , , , , 
23168, ,0.5415871378079471,1.162322468679852e-06,None,None,None,None, , , , , 
23169, ,0.5415871378079471,1.245883364295008e-06,None,None,None,None, , , , , 
23170, ,0.5415871378079471,1.3354515629298971e-06,None,None,None,None, , , , , 
23171, ,0.5415871378079471,1.4314589375234786e-06,None,None,None,None, , , , , 
23172, ,0.5415871378079471,1.53436840893001e-06,None,None,None,None, , , , , 
23173, ,0.5415871378079471,1.644676177994663e-06,None,None,None,None, , , , , 
23174, ,0.5415871378079471,1.762914118095948e-06,None,None,None,None, , , , , 
23175, ,0.5415871378079471,1.8896523396912082e-06,None,None,None,None, , , , , 
23176, ,0.5415871378079471,2.0255019392306664e-06,None,None,None,None, , , , , 
23177, ,0.5415871378079471,2.171117945694501e-06,None,None,None,None, , , , , 
23178, ,0.5415871378079471,2.3272024789604077e-06,None,None,None,None, , , , , 
23179, ,0.5415871378079471,2.494508135230317e-06,None,None,None,None, , , , , 
23180, ,0.5415871378079471,2.673841615839944e-06,None,None,None,None, , , , , 
23181, ,0.5415871378079471,2.8660676169482507e-06,None,None,None,None, , , , , 
23182, ,0.5415871378079471,3.0721129988617532e-06,None,None,None,None, , , , , 
23183, ,0.5415871378079471,3.292971255097148e-06,None,None,None,None, , , , , 
23184, ,0.5415871378079471,3.5297073027306505e-06,None,None,None,None, , , , , 
23185, ,0.5415871378079471,3.783462617131925e-06,None,None,None,None, , , , , 
23186, ,0.5415871378079471,4.0554607358408275e-06,None,None,None,None, , , , , 
23187, ,0.5415871378079471,4.3470131581250175e-06,None,None,None,None, , , , , 
23188, ,0.5415871378079471,4.6595256686646765e-06,None,None,None,None, , , , , 
23189, ,0.5415871378079471,4.99450511585514e-06,None,None,None,None, , , , , 
23190, ,0.5415871378079471,5.353566677410719e-06,None,None,None,None, , , , , 
23191, ,0.5415871378079471,5.738441648302393e-06,None,None,None,None, , , , , 
23192, ,0.5415871378079471,6.150985788580505e-06,None,None,None,None, , , , , 
23193, ,0.5415871378079471,6.593188271333541e-06,None,None,None,None, , , , , 
23194, ,0.5415871378079471,7.067181273927492e-06,None,None,None,None, , , , , 
23195, ,0.5415871378079471,7.575250258771904e-06,None,None,None,None, , , , , 
23196, ,0.5415871378079471,8.119844993184007e-06,None,None,None,None, , , , , 
23197, ,0.5415871378079471,8.703591361485167e-06,None,None,None,None, , , , , 
23198, ,0.5415871378079471,9.329304026284676e-06,None,None,None,None, , , , , 
23199, ,0.5415871378079471,1e-05,None,None,None,None, , , , , 
23200, ,0.5607169938205459,1.0000000000000001e-11,None,None,None,None, , , , , 
23201, ,0.5607169938205459,1.0718913192051263e-11,None,None,None,None, , , , , 
23202, ,0.5607169938205459,1.1489510001873107e-11,None,None,None,None, , , , , 
23203, ,0.5607169938205459,1.2315506032928262e-11,None,None,None,None, , , , , 
23204, ,0.5607169938205459,1.3200884008314167e-11,None,None,None,None, , , , , 
23205, ,0.5607169938205459,1.4149912974345786e-11,None,None,None,None, , , , , 
23206, ,0.5607169938205459,1.5167168884709242e-11,None,None,None,None, , , , , 
23207, ,0.5607169938205459,1.6257556664437934e-11,None,None,None,None, , , , , 
23208, ,0.5607169938205459,1.7426333860096473e-11,None,None,None,None, , , , , 
23209, ,0.5607169938205459,1.8679135990207848e-11,None,None,None,None, , , , , 
23210, ,0.5607169938205459,2.0022003718155844e-11,None,None,None,None, , , , , 
23211, ,0.5607169938205459,2.1461411978584013e-11,None,None,None,None, , , , , 
23212, ,0.5607169938205459,2.300430119772921e-11,None,None,None,None, , , , , 
23213, ,0.5607169938205459,2.465811075822604e-11,None,None,None,None, , , , , 
23214, ,0.5607169938205459,2.643081486974103e-11,None,None,None,None, , , , , 
23215, ,0.5607169938205459,2.833096101839318e-11,None,None,None,None, , , , , 
23216, ,0.5607169938205459,3.036771118035461e-11,None,None,None,None, , , , , 
23217, ,0.5607169938205459,3.255088599835057e-11,None,None,None,None, , , , , 
23218, ,0.5607169938205459,3.4891012134067674e-11,None,None,None,None, , , , , 
23219, ,0.5607169938205459,3.739937302478801e-11,None,None,None,None, , , , , 
23220, ,0.5607169938205459,4.0088063288984646e-11,None,None,None,None, , , , , 
23221, ,0.5607169938205459,4.297004704320835e-11,None,None,None,None, , , , , 
23222, ,0.5607169938205459,4.605922041145113e-11,None,None,None,None, , , , , 
23223, ,0.5607169938205459,4.937047852839004e-11,None,None,None,None, , , , , 
23224, ,0.5607169938205459,5.2919787359584366e-11,None,None,None,None, , , , , 
23225, ,0.5607169938205459,5.672426068491989e-11,None,None,None,None, , , , , 
23226, ,0.5607169938205459,6.080224261649427e-11,None,None,None,None, , , , , 
23227, ,0.5607169938205459,6.517339604882421e-11,None,None,None,None, , , , , 
23228, ,0.5607169938205459,6.985879746785235e-11,None,None,None,None, , , , , 
23229, ,0.5607169938205459,7.48810385759003e-11,None,None,None,None, , , , , 
23230, ,0.5607169938205459,8.026433522257174e-11,None,None,None,None, , , , , 
23231, ,0.5607169938205459,8.603464416684492e-11,None,None,None,None, , , , , 
23232, ,0.5607169938205459,9.221978823334341e-11,None,None,None,None, , , , , 
23233, ,0.5607169938205459,9.884959046625586e-11,None,None,None,None, , , , , 
23234, ,0.5607169938205459,1.0595601792776149e-10,None,None,None,None, , , , , 
23235, ,0.5607169938205459,1.1357333583431027e-10,None,None,None,None, , , , , 
23236, ,0.5607169938205459,1.217382727739662e-10,None,None,None,None, , , , , 
23237, ,0.5607169938205459,1.3049019780144016e-10,None,None,None,None, , , , , 
23238, ,0.5607169938205459,1.398713102647236e-10,None,None,None,None, , , , , 
23239, ,0.5607169938205459,1.4992684327860468e-10,None,None,None,None, , , , , 
23240, ,0.5607169938205459,1.6070528182616384e-10,None,None,None,None, , , , , 
23241, ,0.5607169938205459,1.722585965398784e-10,None,None,None,None, , , , , 
23242, ,0.5607169938205459,1.8464249428955463e-10,None,None,None,None, , , , , 
23243, ,0.5607169938205459,1.979166867853557e-10,None,None,None,None, , , , , 
23244, ,0.5607169938205459,2.121451784910628e-10,None,None,None,None, , , , , 
23245, ,0.5607169938205459,2.273965752357932e-10,None,None,None,None, , , , , 
23246, ,0.5607169938205459,2.4374441501222216e-10,None,None,None,None, , , , , 
23247, ,0.5607169938205459,2.6126752255633265e-10,None,None,None,None, , , , , 
23248, ,0.5607169938205459,2.8005038941836253e-10,None,None,None,None, , , , , 
23249, ,0.5607169938205459,3.0018358135755917e-10,None,None,None,None, , , , , 
23250, ,0.5607169938205459,3.2176417502507347e-10,None,None,None,None, , , , , 
23251, ,0.5607169938205459,3.4489622604057533e-10,None,None,None,None, , , , , 
23252, ,0.5607169938205459,3.696912707195032e-10,None,None,None,None, , , , , 
23253, ,0.5607169938205459,3.9626886387014783e-10,None,None,None,None, , , , , 
23254, ,0.5607169938205459,4.2475715525368935e-10,None,None,None,None, , , , , 
23255, ,0.5607169938205459,4.552935074866938e-10,None,None,None,None, , , , , 
23256, ,0.5607169938205459,4.880251583654433e-10,None,None,None,None, , , , , 
23257, ,0.5607169938205459,5.231099308056258e-10,None,None,None,None, , , , , 
23258, ,0.5607169938205459,5.60716993820547e-10,None,None,None,None, , , , , 
23259, ,0.5607169938205459,6.010276782070387e-10,None,None,None,None, , , , , 
23260, ,0.5607169938205459,6.442363508721371e-10,None,None,None,None, , , , , 
23261, ,0.5607169938205459,6.905513520162316e-10,None,None,None,None, , , , , 
23262, ,0.5607169938205459,7.401959996915653e-10,None,None,None,None, , , , , 
23263, ,0.5607169938205459,7.934096665797492e-10,None,None,None,None, , , , , 
23264, ,0.5607169938205459,8.504489341802668e-10,None,None,None,None, , , , , 
23265, ,0.5607169938205459,9.115888299750837e-10,None,None,None,None, , , , , 
23266, ,0.5607169938205459,9.771241535346502e-10,None,None,None,None, , , , , 
23267, ,0.5607169938205459,1.0473708979594486e-09,None,None,None,None, , , , , 
23268, ,0.5607169938205459,1.1226677735108114e-09,None,None,None,None, , , , , 
23269, ,0.5607169938205459,1.2033778407775904e-09,None,None,None,None, , , , , 
23270, ,0.5607169938205459,1.289890261253308e-09,None,None,None,None, , , , , 
23271, ,0.5607169938205459,1.3826221737646535e-09,None,None,None,None, , , , , 
23272, ,0.5607169938205459,1.4820207057988602e-09,None,None,None,None, , , , , 
23273, ,0.5607169938205459,1.5885651294280526e-09,None,None,None,None, , , , , 
23274, ,0.5607169938205459,1.702769172225898e-09,None,None,None,None, , , , , 
23275, ,0.5607169938205459,1.825183494319039e-09,None,None,None,None, , , , , 
23276, ,0.5607169938205459,1.956398343517065e-09,None,None,None,None, , , , , 
23277, ,0.5607169938205459,2.0970464013232305e-09,None,None,None,None, , , , , 
23278, ,0.5607169938205459,2.2478058335487303e-09,None,None,None,None, , , , , 
23279, ,0.5607169938205459,2.409403560239527e-09,None,None,None,None, , , , , 
23280, ,0.5607169938205459,2.582618760682675e-09,None,None,None,None, , , , , 
23281, ,0.5607169938205459,2.768286630392061e-09,None,None,None,None, , , , , 
23282, ,0.5607169938205459,2.9673024081888724e-09,None,None,None,None, , , , , 
23283, ,0.5607169938205459,3.180625692794119e-09,None,None,None,None, , , , , 
23284, ,0.5607169938205459,3.409285069746807e-09,None,None,None,None, , , , , 
23285, ,0.5607169938205459,3.654383070957262e-09,None,None,None,None, , , , , 
23286, ,0.5607169938205459,3.917101490809261e-09,None,None,None,None, , , , , 
23287, ,0.5607169938205459,4.198707084443906e-09,None,None,None,None, , , , , 
23288, ,0.5607169938205459,4.500557675700488e-09,None,None,None,None, , , , , 
23289, ,0.5607169938205459,4.824108704165374e-09,None,None,None,None, , , , , 
23290, ,0.5607169938205459,5.170920242896755e-09,None,None,None,None, , , , , 
23291, ,0.5607169938205459,5.542664520663096e-09,None,None,None,None, , , , , 
23292, ,0.5607169938205459,5.941133984965041e-09,None,None,None,None, , , , , 
23293, ,0.5607169938205459,6.3682499447185856e-09,None,None,None,None, , , , , 
23294, ,0.5607169938205459,6.826071834272379e-09,None,None,None,None, , , , , 
23295, ,0.5607169938205459,7.3168071434271765e-09,None,None,None,None, , , , , 
23296, ,0.5607169938205459,7.842822061337681e-09,None,None,None,None, , , , , 
23297, ,0.5607169938205459,8.406652885618316e-09,None,None,None,None, , , , , 
23298, ,0.5607169938205459,9.011018251665036e-09,None,None,None,None, , , , , 
23299, ,0.5607169938205459,9.658832241158707e-09,None,None,None,None, , , , , 
23300, ,0.5607169938205459,1.0353218432956616e-08,None,None,None,None, , , , , 
23301, ,0.5607169938205459,1.1097524964120722e-08,None,None,None,None, , , , , 
23302, ,0.5607169938205459,1.1895340673703208e-08,None,None,None,None, , , , , 
23303, ,0.5607169938205459,1.2750512407130128e-08,None,None,None,None, , , , , 
23304, ,0.5607169938205459,1.3667163564620044e-08,None,None,None,None, , , , , 
23305, ,0.5607169938205459,1.4649713983072851e-08,None,None,None,None, , , , , 
23306, ,0.5607169938205459,1.5702901247293774e-08,None,None,None,None, , , , , 
23307, ,0.5607169938205459,1.683180353330955e-08,None,None,None,None, , , , , 
23308, ,0.5607169938205459,1.804186409392072e-08,None,None,None,None, , , , , 
23309, ,0.5607169938205459,1.933891750455232e-08,None,None,None,None, , , , , 
23310, ,0.5607169938205459,2.0729217795953697e-08,None,None,None,None, , , , , 
23311, ,0.5607169938205459,2.221946860939524e-08,None,None,None,None, , , , , 
23312, ,0.5607169938205459,2.3816855519761606e-08,None,None,None,None, , , , , 
23313, ,0.5607169938205459,2.5529080682395162e-08,None,None,None,None, , , , , 
23314, ,0.5607169938205459,2.7364399970746666e-08,None,None,None,None, , , , , 
23315, ,0.5607169938205459,2.933166278390042e-08,None,None,None,None, , , , , 
23316, ,0.5607169938205459,3.1440354715915e-08,None,None,None,None, , , , , 
23317, ,0.5607169938205459,3.370064329271925e-08,None,None,None,None, , , , , 
23318, ,0.5607169938205459,3.612342699709431e-08,None,None,None,None, , , , , 
23319, ,0.5607169938205459,3.8720387818125565e-08,None,None,None,None, , , , , 
23320, ,0.5607169938205459,4.1504047578504727e-08,None,None,None,None, , , , , 
23321, ,0.5607169938205459,4.448782831127585e-08,None,None,None,None, , , , , 
23322, ,0.5607169938205459,4.768611697714474e-08,None,None,None,None, , , , , 
23323, ,0.5607169938205459,5.111433483440165e-08,None,None,None,None, , , , , 
23324, ,0.5607169938205459,5.478901179593934e-08,None,None,None,None, , , , , 
23325, ,0.5607169938205459,5.872786613189478e-08,None,None,None,None, , , , , 
23326, ,0.5607169938205459,6.294988990221888e-08,None,None,None,None, , , , , 
23327, ,0.5607169938205459,6.747544053110687e-08,None,None,None,None, , , , , 
23328, ,0.5607169938205459,7.232633896483534e-08,None,None,None,None, , , , , 
23329, ,0.5607169938205459,7.752597488629465e-08,None,None,None,None, , , , , 
23330, ,0.5607169938205459,8.309941949353386e-08,None,None,None,None, , , , , 
23331, ,0.5607169938205459,8.907354638610439e-08,None,None,None,None, , , , , 
23332, ,0.5607169938205459,9.547716114208066e-08,None,None,None,None, , , , , 
23333, ,0.5607169938205459,1.0234114021054528e-07,None,None,None,None, , , , , 
23334, ,0.5607169938205459,1.0969857978923841e-07,None,None,None,None, , , , , 
23335, ,0.5607169938205459,1.1758495540521555e-07,None,None,None,None, , , , , 
23336, ,0.5607169938205459,1.2603829296797277e-07,None,None,None,None, , , , , 
23337, ,0.5607169938205459,1.350993521198025e-07,None,None,None,None, , , , , 
23338, ,0.5607169938205459,1.4481182276745328e-07,None,None,None,None, , , , , 
23339, ,0.5607169938205459,1.552225357427048e-07,None,None,None,None, , , , , 
23340, ,0.5607169938205459,1.6638168860761273e-07,None,None,None,None, , , , , 
23341, ,0.5607169938205459,1.7834308769319093e-07,None,None,None,None, , , , , 
23342, ,0.5607169938205459,1.9116440753857e-07,None,None,None,None, , , , , 
23343, ,0.5607169938205459,2.049074689815846e-07,None,None,None,None, , , , , 
23344, ,0.5607169938205459,2.1963853724165468e-07,None,None,None,None, , , , , 
23345, ,0.5607169938205459,2.3542864143224158e-07,None,None,None,None, , , , , 
23346, ,0.5607169938205459,2.523539170434766e-07,None,None,None,None, , , , , 
23347, ,0.5607169938205459,2.7049597304631316e-07,None,None,None,None, , , , , 
23348, ,0.5607169938205459,2.899422853882875e-07,None,None,None,None, , , , , 
23349, ,0.5607169938205459,3.107866187782014e-07,None,None,None,None, , , , , 
23350, ,0.5607169938205459,3.33129478793467e-07,None,None,None,None, , , , , 
23351, ,0.5607169938205459,3.5707859649004626e-07,None,None,None,None, , , , , 
23352, ,0.5607169938205459,3.827494478516307e-07,None,None,None,None, , , , , 
23353, ,0.5607169938205459,4.1026581058271904e-07,None,None,None,None, , , , , 
23354, ,0.5607169938205459,4.397603609302722e-07,None,None,None,None, , , , , 
23355, ,0.5607169938205459,4.7137531341167185e-07,None,None,None,None, , , , , 
23356, ,0.5607169938205459,5.052631065335679e-07,None,None,None,None, , , , , 
23357, ,0.5607169938205459,5.415871378079465e-07,None,None,None,None, , , , , 
23358, ,0.5607169938205459,5.805225516094896e-07,None,None,None,None, , , , , 
23359, ,0.5607169938205459,6.222570836730232e-07,None,None,None,None, , , , , 
23360, ,0.5607169938205459,6.669919663030115e-07,None,None,None,None, , , , , 
23361, ,0.5607169938205459,7.149428986597576e-07,None,None,None,None, , , , , 
23362, ,0.5607169938205459,7.663410868007445e-07,None,None,None,None, , , , , 
23363, ,0.5607169938205459,8.214343584919422e-07,None,None,None,None, , , , , 
23364, ,0.5607169938205459,8.804883581643463e-07,None,None,None,None, , , , , 
23365, ,0.5607169938205459,9.437878277775371e-07,None,None,None,None, , , , , 
23366, ,0.5607169938205459,1.0116379797662072e-06,None,None,None,None, , , , , 
23367, ,0.5607169938205459,1.0843659686896086e-06,None,None,None,None, , , , , 
23368, ,0.5607169938205459,1.162322468679852e-06,None,None,None,None, , , , , 
23369, ,0.5607169938205459,1.245883364295008e-06,None,None,None,None, , , , , 
23370, ,0.5607169938205459,1.3354515629298971e-06,None,None,None,None, , , , , 
23371, ,0.5607169938205459,1.4314589375234786e-06,None,None,None,None, , , , , 
23372, ,0.5607169938205459,1.53436840893001e-06,None,None,None,None, , , , , 
23373, ,0.5607169938205459,1.644676177994663e-06,None,None,None,None, , , , , 
23374, ,0.5607169938205459,1.762914118095948e-06,None,None,None,None, , , , , 
23375, ,0.5607169938205459,1.8896523396912082e-06,None,None,None,None, , , , , 
23376, ,0.5607169938205459,2.0255019392306664e-06,None,None,None,None, , , , , 
23377, ,0.5607169938205459,2.171117945694501e-06,None,None,None,None, , , , , 
23378, ,0.5607169938205459,2.3272024789604077e-06,None,None,None,None, , , , , 
23379, ,0.5607169938205459,2.494508135230317e-06,None,None,None,None, , , , , 
23380, ,0.5607169938205459,2.673841615839944e-06,None,None,None,None, , , , , 
23381, ,0.5607169938205459,2.8660676169482507e-06,None,None,None,None, , , , , 
23382, ,0.5607169938205459,3.0721129988617532e-06,None,None,None,None, , , , , 
23383, ,0.5607169938205459,3.292971255097148e-06,None,None,None,None, , , , , 
23384, ,0.5607169938205459,3.5297073027306505e-06,None,None,None,None, , , , , 
23385, ,0.5607169938205459,3.783462617131925e-06,None,None,None,None, , , , , 
23386, ,0.5607169938205459,4.0554607358408275e-06,None,None,None,None, , , , , 
23387, ,0.5607169938205459,4.3470131581250175e-06,None,None,None,None, , , , , 
23388, ,0.5607169938205459,4.6595256686646765e-06,None,None,None,None, , , , , 
23389, ,0.5607169938205459,4.99450511585514e-06,None,None,None,None, , , , , 
23390, ,0.5607169938205459,5.353566677410719e-06,None,None,None,None, , , , , 
23391, ,0.5607169938205459,5.738441648302393e-06,None,None,None,None, , , , , 
23392, ,0.5607169938205459,6.150985788580505e-06,None,None,None,None, , , , , 
23393, ,0.5607169938205459,6.593188271333541e-06,None,None,None,None, , , , , 
23394, ,0.5607169938205459,7.067181273927492e-06,None,None,None,None, , , , , 
23395, ,0.5607169938205459,7.575250258771904e-06,None,None,None,None, , , , , 
23396, ,0.5607169938205459,8.119844993184007e-06,None,None,None,None, , , , , 
23397, ,0.5607169938205459,8.703591361485167e-06,None,None,None,None, , , , , 
23398, ,0.5607169938205459,9.329304026284676e-06,None,None,None,None, , , , , 
23399, ,0.5607169938205459,1e-05,None,None,None,None, , , , , 
23400, ,0.5805225516094898,1.0000000000000001e-11,None,None,None,None, , , , , 
23401, ,0.5805225516094898,1.0718913192051263e-11,None,None,None,None, , , , , 
23402, ,0.5805225516094898,1.1489510001873107e-11,None,None,None,None, , , , , 
23403, ,0.5805225516094898,1.2315506032928262e-11,None,None,None,None, , , , , 
23404, ,0.5805225516094898,1.3200884008314167e-11,None,None,None,None, , , , , 
23405, ,0.5805225516094898,1.4149912974345786e-11,None,None,None,None, , , , , 
23406, ,0.5805225516094898,1.5167168884709242e-11,None,None,None,None, , , , , 
23407, ,0.5805225516094898,1.6257556664437934e-11,None,None,None,None, , , , , 
23408, ,0.5805225516094898,1.7426333860096473e-11,None,None,None,None, , , , , 
23409, ,0.5805225516094898,1.8679135990207848e-11,None,None,None,None, , , , , 
23410, ,0.5805225516094898,2.0022003718155844e-11,None,None,None,None, , , , , 
23411, ,0.5805225516094898,2.1461411978584013e-11,None,None,None,None, , , , , 
23412, ,0.5805225516094898,2.300430119772921e-11,None,None,None,None, , , , , 
23413, ,0.5805225516094898,2.465811075822604e-11,None,None,None,None, , , , , 
23414, ,0.5805225516094898,2.643081486974103e-11,None,None,None,None, , , , , 
23415, ,0.5805225516094898,2.833096101839318e-11,None,None,None,None, , , , , 
23416, ,0.5805225516094898,3.036771118035461e-11,None,None,None,None, , , , , 
23417, ,0.5805225516094898,3.255088599835057e-11,None,None,None,None, , , , , 
23418, ,0.5805225516094898,3.4891012134067674e-11,None,None,None,None, , , , , 
23419, ,0.5805225516094898,3.739937302478801e-11,None,None,None,None, , , , , 
23420, ,0.5805225516094898,4.0088063288984646e-11,None,None,None,None, , , , , 
23421, ,0.5805225516094898,4.297004704320835e-11,None,None,None,None, , , , , 
23422, ,0.5805225516094898,4.605922041145113e-11,None,None,None,None, , , , , 
23423, ,0.5805225516094898,4.937047852839004e-11,None,None,None,None, , , , , 
23424, ,0.5805225516094898,5.2919787359584366e-11,None,None,None,None, , , , , 
23425, ,0.5805225516094898,5.672426068491989e-11,None,None,None,None, , , , , 
23426, ,0.5805225516094898,6.080224261649427e-11,None,None,None,None, , , , , 
23427, ,0.5805225516094898,6.517339604882421e-11,None,None,None,None, , , , , 
23428, ,0.5805225516094898,6.985879746785235e-11,None,None,None,None, , , , , 
23429, ,0.5805225516094898,7.48810385759003e-11,None,None,None,None, , , , , 
23430, ,0.5805225516094898,8.026433522257174e-11,None,None,None,None, , , , , 
23431, ,0.5805225516094898,8.603464416684492e-11,None,None,None,None, , , , , 
23432, ,0.5805225516094898,9.221978823334341e-11,None,None,None,None, , , , , 
23433, ,0.5805225516094898,9.884959046625586e-11,None,None,None,None, , , , , 
23434, ,0.5805225516094898,1.0595601792776149e-10,None,None,None,None, , , , , 
23435, ,0.5805225516094898,1.1357333583431027e-10,None,None,None,None, , , , , 
23436, ,0.5805225516094898,1.217382727739662e-10,None,None,None,None, , , , , 
23437, ,0.5805225516094898,1.3049019780144016e-10,None,None,None,None, , , , , 
23438, ,0.5805225516094898,1.398713102647236e-10,None,None,None,None, , , , , 
23439, ,0.5805225516094898,1.4992684327860468e-10,None,None,None,None, , , , , 
23440, ,0.5805225516094898,1.6070528182616384e-10,None,None,None,None, , , , , 
23441, ,0.5805225516094898,1.722585965398784e-10,None,None,None,None, , , , , 
23442, ,0.5805225516094898,1.8464249428955463e-10,None,None,None,None, , , , , 
23443, ,0.5805225516094898,1.979166867853557e-10,None,None,None,None, , , , , 
23444, ,0.5805225516094898,2.121451784910628e-10,None,None,None,None, , , , , 
23445, ,0.5805225516094898,2.273965752357932e-10,None,None,None,None, , , , , 
23446, ,0.5805225516094898,2.4374441501222216e-10,None,None,None,None, , , , , 
23447, ,0.5805225516094898,2.6126752255633265e-10,None,None,None,None, , , , , 
23448, ,0.5805225516094898,2.8005038941836253e-10,None,None,None,None, , , , , 
23449, ,0.5805225516094898,3.0018358135755917e-10,None,None,None,None, , , , , 
23450, ,0.5805225516094898,3.2176417502507347e-10,None,None,None,None, , , , , 
23451, ,0.5805225516094898,3.4489622604057533e-10,None,None,None,None, , , , , 
23452, ,0.5805225516094898,3.696912707195032e-10,None,None,None,None, , , , , 
23453, ,0.5805225516094898,3.9626886387014783e-10,None,None,None,None, , , , , 
23454, ,0.5805225516094898,4.2475715525368935e-10,None,None,None,None, , , , , 
23455, ,0.5805225516094898,4.552935074866938e-10,None,None,None,None, , , , , 
23456, ,0.5805225516094898,4.880251583654433e-10,None,None,None,None, , , , , 
23457, ,0.5805225516094898,5.231099308056258e-10,None,None,None,None, , , , , 
23458, ,0.5805225516094898,5.60716993820547e-10,None,None,None,None, , , , , 
23459, ,0.5805225516094898,6.010276782070387e-10,None,None,None,None, , , , , 
23460, ,0.5805225516094898,6.442363508721371e-10,None,None,None,None, , , , , 
23461, ,0.5805225516094898,6.905513520162316e-10,None,None,None,None, , , , , 
23462, ,0.5805225516094898,7.401959996915653e-10,None,None,None,None, , , , , 
23463, ,0.5805225516094898,7.934096665797492e-10,None,None,None,None, , , , , 
23464, ,0.5805225516094898,8.504489341802668e-10,None,None,None,None, , , , , 
23465, ,0.5805225516094898,9.115888299750837e-10,None,None,None,None, , , , , 
23466, ,0.5805225516094898,9.771241535346502e-10,None,None,None,None, , , , , 
23467, ,0.5805225516094898,1.0473708979594486e-09,None,None,None,None, , , , , 
23468, ,0.5805225516094898,1.1226677735108114e-09,None,None,None,None, , , , , 
23469, ,0.5805225516094898,1.2033778407775904e-09,None,None,None,None, , , , , 
23470, ,0.5805225516094898,1.289890261253308e-09,None,None,None,None, , , , , 
23471, ,0.5805225516094898,1.3826221737646535e-09,None,None,None,None, , , , , 
23472, ,0.5805225516094898,1.4820207057988602e-09,None,None,None,None, , , , , 
23473, ,0.5805225516094898,1.5885651294280526e-09,None,None,None,None, , , , , 
23474, ,0.5805225516094898,1.702769172225898e-09,None,None,None,None, , , , , 
23475, ,0.5805225516094898,1.825183494319039e-09,None,None,None,None, , , , , 
23476, ,0.5805225516094898,1.956398343517065e-09,None,None,None,None, , , , , 
23477, ,0.5805225516094898,2.0970464013232305e-09,None,None,None,None, , , , , 
23478, ,0.5805225516094898,2.2478058335487303e-09,None,None,None,None, , , , , 
23479, ,0.5805225516094898,2.409403560239527e-09,None,None,None,None, , , , , 
23480, ,0.5805225516094898,2.582618760682675e-09,None,None,None,None, , , , , 
23481, ,0.5805225516094898,2.768286630392061e-09,None,None,None,None, , , , , 
23482, ,0.5805225516094898,2.9673024081888724e-09,None,None,None,None, , , , , 
23483, ,0.5805225516094898,3.180625692794119e-09,None,None,None,None, , , , , 
23484, ,0.5805225516094898,3.409285069746807e-09,None,None,None,None, , , , , 
23485, ,0.5805225516094898,3.654383070957262e-09,None,None,None,None, , , , , 
23486, ,0.5805225516094898,3.917101490809261e-09,None,None,None,None, , , , , 
23487, ,0.5805225516094898,4.198707084443906e-09,None,None,None,None, , , , , 
23488, ,0.5805225516094898,4.500557675700488e-09,None,None,None,None, , , , , 
23489, ,0.5805225516094898,4.824108704165374e-09,None,None,None,None, , , , , 
23490, ,0.5805225516094898,5.170920242896755e-09,None,None,None,None, , , , , 
23491, ,0.5805225516094898,5.542664520663096e-09,None,None,None,None, , , , , 
23492, ,0.5805225516094898,5.941133984965041e-09,None,None,None,None, , , , , 
23493, ,0.5805225516094898,6.3682499447185856e-09,None,None,None,None, , , , , 
23494, ,0.5805225516094898,6.826071834272379e-09,None,None,None,None, , , , , 
23495, ,0.5805225516094898,7.3168071434271765e-09,None,None,None,None, , , , , 
23496, ,0.5805225516094898,7.842822061337681e-09,None,None,None,None, , , , , 
23497, ,0.5805225516094898,8.406652885618316e-09,None,None,None,None, , , , , 
23498, ,0.5805225516094898,9.011018251665036e-09,None,None,None,None, , , , , 
