Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,LiveTime[s],SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5]
6534, ,0.030367711180354574,1.0969857978923841e-07,None,None,None,None, , , , , 
6535, ,0.030367711180354574,1.1758495540521555e-07,None,None,None,None, , , , , 
6536, ,0.030367711180354574,1.2603829296797277e-07,None,None,None,None, , , , , 
6537, ,0.030367711180354574,1.350993521198025e-07,None,None,None,None, , , , , 
6538, ,0.030367711180354574,1.4481182276745328e-07,None,None,None,None, , , , , 
6539, ,0.030367711180354574,1.552225357427048e-07,None,None,None,None, , , , , 
6540, ,0.030367711180354574,1.6638168860761273e-07,None,None,None,None, , , , , 
6541, ,0.030367711180354574,1.7834308769319093e-07,None,None,None,None, , , , , 
6542, ,0.030367711180354574,1.9116440753857e-07,None,None,None,None, , , , , 
6543, ,0.030367711180354574,2.049074689815846e-07,None,None,None,None, , , , , 
6544, ,0.030367711180354574,2.1963853724165468e-07,None,None,None,None, , , , , 
6545, ,0.030367711180354574,2.3542864143224158e-07,None,None,None,None, , , , , 
6546, ,0.030367711180354574,2.523539170434766e-07,None,None,None,None, , , , , 
6547, ,0.030367711180354574,2.7049597304631316e-07,None,None,None,None, , , , , 
6548, ,0.030367711180354574,2.899422853882875e-07,None,None,None,None, , , , , 
6549, ,0.030367711180354574,3.107866187782014e-07,None,None,None,None, , , , , 
6550, ,0.030367711180354574,3.33129478793467e-07,None,None,None,None, , , , , 
6551, ,0.030367711180354574,3.5707859649004626e-07,None,None,None,None, , , , , 
6552, ,0.030367711180354574,3.827494478516307e-07,None,None,None,None, , , , , 
6553, ,0.030367711180354574,4.1026581058271904e-07,None,None,None,None, , , , , 
6554, ,0.030367711180354574,4.397603609302722e-07,None,None,None,None, , , , , 
6555, ,0.030367711180354574,4.7137531341167185e-07,None,None,None,None, , , , , 
6556, ,0.030367711180354574,5.052631065335679e-07,None,None,None,None, , , , , 
6557, ,0.030367711180354574,5.415871378079465e-07,None,None,None,None, , , , , 
6558, ,0.030367711180354574,5.805225516094896e-07,None,None,None,None, , , , , 
6559, ,0.030367711180354574,6.222570836730232e-07,None,None,None,None, , , , , 
6560, ,0.030367711180354574,6.669919663030115e-07,None,None,None,None, , , , , 
6561, ,0.030367711180354574,7.149428986597576e-07,None,None,None,None, , , , , 
6562, ,0.030367711180354574,7.663410868007445e-07,None,None,None,None, , , , , 
6563, ,0.030367711180354574,8.214343584919422e-07,None,None,None,None, , , , , 
6564, ,0.030367711180354574,8.804883581643463e-07,None,None,None,None, , , , , 
6565, ,0.030367711180354574,9.437878277775371e-07,None,None,None,None, , , , , 
6566, ,0.030367711180354574,1.0116379797662072e-06,None,None,None,None, , , , , 
6567, ,0.030367711180354574,1.0843659686896086e-06,None,None,None,None, , , , , 
6568, ,0.030367711180354574,1.162322468679852e-06,None,None,None,None, , , , , 
6569, ,0.030367711180354574,1.245883364295008e-06,None,None,None,None, , , , , 
6570, ,0.030367711180354574,1.3354515629298971e-06,None,None,None,None, , , , , 
6571, ,0.030367711180354574,1.4314589375234786e-06,None,None,None,None, , , , , 
6572, ,0.030367711180354574,1.53436840893001e-06,None,None,None,None, , , , , 
6573, ,0.030367711180354574,1.644676177994663e-06,None,None,None,None, , , , , 
6574, ,0.030367711180354574,1.762914118095948e-06,None,None,None,None, , , , , 
6575, ,0.030367711180354574,1.8896523396912082e-06,None,None,None,None, , , , , 
6576, ,0.030367711180354574,2.0255019392306664e-06,None,None,None,None, , , , , 
6577, ,0.030367711180354574,2.171117945694501e-06,None,None,None,None, , , , , 
6578, ,0.030367711180354574,2.3272024789604077e-06,None,None,None,None, , , , , 
6579, ,0.030367711180354574,2.494508135230317e-06,None,None,None,None, , , , , 
6580, ,0.030367711180354574,2.673841615839944e-06,None,None,None,None, , , , , 
6581, ,0.030367711180354574,2.8660676169482507e-06,None,None,None,None, , , , , 
6582, ,0.030367711180354574,3.0721129988617532e-06,None,None,None,None, , , , , 
6583, ,0.030367711180354574,3.292971255097148e-06,None,None,None,None, , , , , 
6584, ,0.030367711180354574,3.5297073027306505e-06,None,None,None,None, , , , , 
6585, ,0.030367711180354574,3.783462617131925e-06,None,None,None,None, , , , , 
6586, ,0.030367711180354574,4.0554607358408275e-06,None,None,None,None, , , , , 
6587, ,0.030367711180354574,4.3470131581250175e-06,None,None,None,None, , , , , 
6588, ,0.030367711180354574,4.6595256686646765e-06,None,None,None,None, , , , , 
6589, ,0.030367711180354574,4.99450511585514e-06,None,None,None,None, , , , , 
6590, ,0.030367711180354574,5.353566677410719e-06,None,None,None,None, , , , , 
6591, ,0.030367711180354574,5.738441648302393e-06,None,None,None,None, , , , , 
6592, ,0.030367711180354574,6.150985788580505e-06,None,None,None,None, , , , , 
6593, ,0.030367711180354574,6.593188271333541e-06,None,None,None,None, , , , , 
6594, ,0.030367711180354574,7.067181273927492e-06,None,None,None,None, , , , , 
6595, ,0.030367711180354574,7.575250258771904e-06,None,None,None,None, , , , , 
6596, ,0.030367711180354574,8.119844993184007e-06,None,None,None,None, , , , , 
6597, ,0.030367711180354574,8.703591361485167e-06,None,None,None,None, , , , , 
6598, ,0.030367711180354574,9.329304026284676e-06,None,None,None,None, , , , , 
6599, ,0.030367711180354574,1e-05,None,None,None,None, , , , , 
6600, ,0.031440354715915,1.0000000000000001e-11,None,None,None,None, , , , , 
6601, ,0.031440354715915,1.0718913192051263e-11,None,None,None,None, , , , , 
6602, ,0.031440354715915,1.1489510001873107e-11,None,None,None,None, , , , , 
6603, ,0.031440354715915,1.2315506032928262e-11,None,None,None,None, , , , , 
6604, ,0.031440354715915,1.3200884008314167e-11,None,None,None,None, , , , , 
6605, ,0.031440354715915,1.4149912974345786e-11,None,None,None,None, , , , , 
6606, ,0.031440354715915,1.5167168884709242e-11,None,None,None,None, , , , , 
6607, ,0.031440354715915,1.6257556664437934e-11,None,None,None,None, , , , , 
6608, ,0.031440354715915,1.7426333860096473e-11,None,None,None,None, , , , , 
6609, ,0.031440354715915,1.8679135990207848e-11,None,None,None,None, , , , , 
6610, ,0.031440354715915,2.0022003718155844e-11,None,None,None,None, , , , , 
6611, ,0.031440354715915,2.1461411978584013e-11,None,None,None,None, , , , , 
6612, ,0.031440354715915,2.300430119772921e-11,None,None,None,None, , , , , 
6613, ,0.031440354715915,2.465811075822604e-11,None,None,None,None, , , , , 
6614, ,0.031440354715915,2.643081486974103e-11,None,None,None,None, , , , , 
6615, ,0.031440354715915,2.833096101839318e-11,None,None,None,None, , , , , 
6616, ,0.031440354715915,3.036771118035461e-11,None,None,None,None, , , , , 
6617, ,0.031440354715915,3.255088599835057e-11,None,None,None,None, , , , , 
6618, ,0.031440354715915,3.4891012134067674e-11,None,None,None,None, , , , , 
6619, ,0.031440354715915,3.739937302478801e-11,None,None,None,None, , , , , 
6620, ,0.031440354715915,4.0088063288984646e-11,None,None,None,None, , , , , 
6621, ,0.031440354715915,4.297004704320835e-11,None,None,None,None, , , , , 
6622, ,0.031440354715915,4.605922041145113e-11,None,None,None,None, , , , , 
6623, ,0.031440354715915,4.937047852839004e-11,None,None,None,None, , , , , 
6624, ,0.031440354715915,5.2919787359584366e-11,None,None,None,None, , , , , 
6625, ,0.031440354715915,5.672426068491989e-11,None,None,None,None, , , , , 
6626, ,0.031440354715915,6.080224261649427e-11,None,None,None,None, , , , , 
6627, ,0.031440354715915,6.517339604882421e-11,None,None,None,None, , , , , 
6628, ,0.031440354715915,6.985879746785235e-11,None,None,None,None, , , , , 
6629, ,0.031440354715915,7.48810385759003e-11,None,None,None,None, , , , , 
6630, ,0.031440354715915,8.026433522257174e-11,None,None,None,None, , , , , 
6631, ,0.031440354715915,8.603464416684492e-11,None,None,None,None, , , , , 
6632, ,0.031440354715915,9.221978823334341e-11,None,None,None,None, , , , , 
6633, ,0.031440354715915,9.884959046625586e-11,None,None,None,None, , , , , 
6634, ,0.031440354715915,1.0595601792776149e-10,None,None,None,None, , , , , 
6635, ,0.031440354715915,1.1357333583431027e-10,None,None,None,None, , , , , 
6636, ,0.031440354715915,1.217382727739662e-10,None,None,None,None, , , , , 
6637, ,0.031440354715915,1.3049019780144016e-10,None,None,None,None, , , , , 
6638, ,0.031440354715915,1.398713102647236e-10,None,None,None,None, , , , , 
6639, ,0.031440354715915,1.4992684327860468e-10,None,None,None,None, , , , , 
6640, ,0.031440354715915,1.6070528182616384e-10,None,None,None,None, , , , , 
6641, ,0.031440354715915,1.722585965398784e-10,None,None,None,None, , , , , 
6642, ,0.031440354715915,1.8464249428955463e-10,None,None,None,None, , , , , 
6643, ,0.031440354715915,1.979166867853557e-10,None,None,None,None, , , , , 
6644, ,0.031440354715915,2.121451784910628e-10,None,None,None,None, , , , , 
6645, ,0.031440354715915,2.273965752357932e-10,None,None,None,None, , , , , 
6646, ,0.031440354715915,2.4374441501222216e-10,None,None,None,None, , , , , 
6647, ,0.031440354715915,2.6126752255633265e-10,None,None,None,None, , , , , 
6648, ,0.031440354715915,2.8005038941836253e-10,None,None,None,None, , , , , 
6649, ,0.031440354715915,3.0018358135755917e-10,None,None,None,None, , , , , 
6650, ,0.031440354715915,3.2176417502507347e-10,None,None,None,None, , , , , 
6651, ,0.031440354715915,3.4489622604057533e-10,None,None,None,None, , , , , 
6652, ,0.031440354715915,3.696912707195032e-10,None,None,None,None, , , , , 
6653, ,0.031440354715915,3.9626886387014783e-10,None,None,None,None, , , , , 
6654, ,0.031440354715915,4.2475715525368935e-10,None,None,None,None, , , , , 
6655, ,0.031440354715915,4.552935074866938e-10,None,None,None,None, , , , , 
6656, ,0.031440354715915,4.880251583654433e-10,None,None,None,None, , , , , 
6657, ,0.031440354715915,5.231099308056258e-10,None,None,None,None, , , , , 
6658, ,0.031440354715915,5.60716993820547e-10,None,None,None,None, , , , , 
6659, ,0.031440354715915,6.010276782070387e-10,None,None,None,None, , , , , 
6660, ,0.031440354715915,6.442363508721371e-10,None,None,None,None, , , , , 
6661, ,0.031440354715915,6.905513520162316e-10,None,None,None,None, , , , , 
6662, ,0.031440354715915,7.401959996915653e-10,None,None,None,None, , , , , 
6663, ,0.031440354715915,7.934096665797492e-10,None,None,None,None, , , , , 
6664, ,0.031440354715915,8.504489341802668e-10,None,None,None,None, , , , , 
6665, ,0.031440354715915,9.115888299750837e-10,None,None,None,None, , , , , 
6666, ,0.031440354715915,9.771241535346502e-10,None,None,None,None, , , , , 
6667, ,0.031440354715915,1.0473708979594486e-09,None,None,None,None, , , , , 
6668, ,0.031440354715915,1.1226677735108114e-09,None,None,None,None, , , , , 
6669, ,0.031440354715915,1.2033778407775904e-09,None,None,None,None, , , , , 
6670, ,0.031440354715915,1.289890261253308e-09,None,None,None,None, , , , , 
6671, ,0.031440354715915,1.3826221737646535e-09,None,None,None,None, , , , , 
6672, ,0.031440354715915,1.4820207057988602e-09,None,None,None,None, , , , , 
6673, ,0.031440354715915,1.5885651294280526e-09,None,None,None,None, , , , , 
6674, ,0.031440354715915,1.702769172225898e-09,None,None,None,None, , , , , 
6675, ,0.031440354715915,1.825183494319039e-09,None,None,None,None, , , , , 
6676, ,0.031440354715915,1.956398343517065e-09,None,None,None,None, , , , , 
6677, ,0.031440354715915,2.0970464013232305e-09,None,None,None,None, , , , , 
6678, ,0.031440354715915,2.2478058335487303e-09,None,None,None,None, , , , , 
6679, ,0.031440354715915,2.409403560239527e-09,None,None,None,None, , , , , 
6680, ,0.031440354715915,2.582618760682675e-09,None,None,None,None, , , , , 
6681, ,0.031440354715915,2.768286630392061e-09,None,None,None,None, , , , , 
6682, ,0.031440354715915,2.9673024081888724e-09,None,None,None,None, , , , , 
6683, ,0.031440354715915,3.180625692794119e-09,None,None,None,None, , , , , 
6684, ,0.031440354715915,3.409285069746807e-09,None,None,None,None, , , , , 
6685, ,0.031440354715915,3.654383070957262e-09,None,None,None,None, , , , , 
6686, ,0.031440354715915,3.917101490809261e-09,None,None,None,None, , , , , 
6687, ,0.031440354715915,4.198707084443906e-09,None,None,None,None, , , , , 
6688, ,0.031440354715915,4.500557675700488e-09,None,None,None,None, , , , , 
6689, ,0.031440354715915,4.824108704165374e-09,None,None,None,None, , , , , 
6690, ,0.031440354715915,5.170920242896755e-09,None,None,None,None, , , , , 
6691, ,0.031440354715915,5.542664520663096e-09,None,None,None,None, , , , , 
6692, ,0.031440354715915,5.941133984965041e-09,None,None,None,None, , , , , 
6693, ,0.031440354715915,6.3682499447185856e-09,None,None,None,None, , , , , 
6694, ,0.031440354715915,6.826071834272379e-09,None,None,None,None, , , , , 
6695, ,0.031440354715915,7.3168071434271765e-09,None,None,None,None, , , , , 
6696, ,0.031440354715915,7.842822061337681e-09,None,None,None,None, , , , , 
6697, ,0.031440354715915,8.406652885618316e-09,None,None,None,None, , , , , 
6698, ,0.031440354715915,9.011018251665036e-09,None,None,None,None, , , , , 
6699, ,0.031440354715915,9.658832241158707e-09,None,None,None,None, , , , , 
6700, ,0.031440354715915,1.0353218432956616e-08,None,None,None,None, , , , , 
6701, ,0.031440354715915,1.1097524964120722e-08,None,None,None,None, , , , , 
6702, ,0.031440354715915,1.1895340673703208e-08,None,None,None,None, , , , , 
6703, ,0.031440354715915,1.2750512407130128e-08,None,None,None,None, , , , , 
6704, ,0.031440354715915,1.3667163564620044e-08,None,None,None,None, , , , , 
6705, ,0.031440354715915,1.4649713983072851e-08,None,None,None,None, , , , , 
6706, ,0.031440354715915,1.5702901247293774e-08,None,None,None,None, , , , , 
6707, ,0.031440354715915,1.683180353330955e-08,None,None,None,None, , , , , 
6708, ,0.031440354715915,1.804186409392072e-08,None,None,None,None, , , , , 
6709, ,0.031440354715915,1.933891750455232e-08,None,None,None,None, , , , , 
6710, ,0.031440354715915,2.0729217795953697e-08,None,None,None,None, , , , , 
6711, ,0.031440354715915,2.221946860939524e-08,None,None,None,None, , , , , 
6712, ,0.031440354715915,2.3816855519761606e-08,None,None,None,None, , , , , 
6713, ,0.031440354715915,2.5529080682395162e-08,None,None,None,None, , , , , 
6714, ,0.031440354715915,2.7364399970746666e-08,None,None,None,None, , , , , 
6715, ,0.031440354715915,2.933166278390042e-08,None,None,None,None, , , , , 
6716, ,0.031440354715915,3.1440354715915e-08,None,None,None,None, , , , , 
6717, ,0.031440354715915,3.370064329271925e-08,None,None,None,None, , , , , 
6718, ,0.031440354715915,3.612342699709431e-08,None,None,None,None, , , , , 
6719, ,0.031440354715915,3.8720387818125565e-08,None,None,None,None, , , , , 
6720, ,0.031440354715915,4.1504047578504727e-08,None,None,None,None, , , , , 
6721, ,0.031440354715915,4.448782831127585e-08,None,None,None,None, , , , , 
6722, ,0.031440354715915,4.768611697714474e-08,None,None,None,None, , , , , 
6723, ,0.031440354715915,5.111433483440165e-08,None,None,None,None, , , , , 
6724, ,0.031440354715915,5.478901179593934e-08,None,None,None,None, , , , , 
6725, ,0.031440354715915,5.872786613189478e-08,None,None,None,None, , , , , 
6726, ,0.031440354715915,6.294988990221888e-08,None,None,None,None, , , , , 
6727, ,0.031440354715915,6.747544053110687e-08,None,None,None,None, , , , , 
6728, ,0.031440354715915,7.232633896483534e-08,None,None,None,None, , , , , 
6729, ,0.031440354715915,7.752597488629465e-08,None,None,None,None, , , , , 
6730, ,0.031440354715915,8.309941949353386e-08,None,None,None,None, , , , , 
6731, ,0.031440354715915,8.907354638610439e-08,None,None,None,None, , , , , 
6732, ,0.031440354715915,9.547716114208066e-08,None,None,None,None, , , , , 
6733, ,0.031440354715915,1.0234114021054528e-07,None,None,None,None, , , , , 
6734, ,0.031440354715915,1.0969857978923841e-07,None,None,None,None, , , , , 
6735, ,0.031440354715915,1.1758495540521555e-07,None,None,None,None, , , , , 
6736, ,0.031440354715915,1.2603829296797277e-07,None,None,None,None, , , , , 
6737, ,0.031440354715915,1.350993521198025e-07,None,None,None,None, , , , , 
6738, ,0.031440354715915,1.4481182276745328e-07,None,None,None,None, , , , , 
6739, ,0.031440354715915,1.552225357427048e-07,None,None,None,None, , , , , 
6740, ,0.031440354715915,1.6638168860761273e-07,None,None,None,None, , , , , 
6741, ,0.031440354715915,1.7834308769319093e-07,None,None,None,None, , , , , 
6742, ,0.031440354715915,1.9116440753857e-07,None,None,None,None, , , , , 
6743, ,0.031440354715915,2.049074689815846e-07,None,None,None,None, , , , , 
6744, ,0.031440354715915,2.1963853724165468e-07,None,None,None,None, , , , , 
6745, ,0.031440354715915,2.3542864143224158e-07,None,None,None,None, , , , , 
6746, ,0.031440354715915,2.523539170434766e-07,None,None,None,None, , , , , 
6747, ,0.031440354715915,2.7049597304631316e-07,None,None,None,None, , , , , 
6748, ,0.031440354715915,2.899422853882875e-07,None,None,None,None, , , , , 
6749, ,0.031440354715915,3.107866187782014e-07,None,None,None,None, , , , , 
6750, ,0.031440354715915,3.33129478793467e-07,None,None,None,None, , , , , 
6751, ,0.031440354715915,3.5707859649004626e-07,None,None,None,None, , , , , 
6752, ,0.031440354715915,3.827494478516307e-07,None,None,None,None, , , , , 
6753, ,0.031440354715915,4.1026581058271904e-07,None,None,None,None, , , , , 
6754, ,0.031440354715915,4.397603609302722e-07,None,None,None,None, , , , , 
6755, ,0.031440354715915,4.7137531341167185e-07,None,None,None,None, , , , , 
6756, ,0.031440354715915,5.052631065335679e-07,None,None,None,None, , , , , 
6757, ,0.031440354715915,5.415871378079465e-07,None,None,None,None, , , , , 
6758, ,0.031440354715915,5.805225516094896e-07,None,None,None,None, , , , , 
6759, ,0.031440354715915,6.222570836730232e-07,None,None,None,None, , , , , 
6760, ,0.031440354715915,6.669919663030115e-07,None,None,None,None, , , , , 
6761, ,0.031440354715915,7.149428986597576e-07,None,None,None,None, , , , , 
6762, ,0.031440354715915,7.663410868007445e-07,None,None,None,None, , , , , 
6763, ,0.031440354715915,8.214343584919422e-07,None,None,None,None, , , , , 
6764, ,0.031440354715915,8.804883581643463e-07,None,None,None,None, , , , , 
6765, ,0.031440354715915,9.437878277775371e-07,None,None,None,None, , , , , 
6766, ,0.031440354715915,1.0116379797662072e-06,None,None,None,None, , , , , 
6767, ,0.031440354715915,1.0843659686896086e-06,None,None,None,None, , , , , 
6768, ,0.031440354715915,1.162322468679852e-06,None,None,None,None, , , , , 
6769, ,0.031440354715915,1.245883364295008e-06,None,None,None,None, , , , , 
6770, ,0.031440354715915,1.3354515629298971e-06,None,None,None,None, , , , , 
6771, ,0.031440354715915,1.4314589375234786e-06,None,None,None,None, , , , , 
6772, ,0.031440354715915,1.53436840893001e-06,None,None,None,None, , , , , 
6773, ,0.031440354715915,1.644676177994663e-06,None,None,None,None, , , , , 
6774, ,0.031440354715915,1.762914118095948e-06,None,None,None,None, , , , , 
6775, ,0.031440354715915,1.8896523396912082e-06,None,None,None,None, , , , , 
6776, ,0.031440354715915,2.0255019392306664e-06,None,None,None,None, , , , , 
6777, ,0.031440354715915,2.171117945694501e-06,None,None,None,None, , , , , 
6778, ,0.031440354715915,2.3272024789604077e-06,None,None,None,None, , , , , 
6779, ,0.031440354715915,2.494508135230317e-06,None,None,None,None, , , , , 
6780, ,0.031440354715915,2.673841615839944e-06,None,None,None,None, , , , , 
6781, ,0.031440354715915,2.8660676169482507e-06,None,None,None,None, , , , , 
6782, ,0.031440354715915,3.0721129988617532e-06,None,None,None,None, , , , , 
6783, ,0.031440354715915,3.292971255097148e-06,None,None,None,None, , , , , 
6784, ,0.031440354715915,3.5297073027306505e-06,None,None,None,None, , , , , 
6785, ,0.031440354715915,3.783462617131925e-06,None,None,None,None, , , , , 
6786, ,0.031440354715915,4.0554607358408275e-06,None,None,None,None, , , , , 
6787, ,0.031440354715915,4.3470131581250175e-06,None,None,None,None, , , , , 
6788, ,0.031440354715915,4.6595256686646765e-06,None,None,None,None, , , , , 
6789, ,0.031440354715915,4.99450511585514e-06,None,None,None,None, , , , , 
6790, ,0.031440354715915,5.353566677410719e-06,None,None,None,None, , , , , 
6791, ,0.031440354715915,5.738441648302393e-06,None,None,None,None, , , , , 
6792, ,0.031440354715915,6.150985788580505e-06,None,None,None,None, , , , , 
6793, ,0.031440354715915,6.593188271333541e-06,None,None,None,None, , , , , 
6794, ,0.031440354715915,7.067181273927492e-06,None,None,None,None, , , , , 
6795, ,0.031440354715915,7.575250258771904e-06,None,None,None,None, , , , , 
6796, ,0.031440354715915,8.119844993184007e-06,None,None,None,None, , , , , 
6797, ,0.031440354715915,8.703591361485167e-06,None,None,None,None, , , , , 
6798, ,0.031440354715915,9.329304026284676e-06,None,None,None,None, , , , , 
6799, ,0.031440354715915,1e-05,None,None,None,None, , , , , 
6800, ,0.032550885998350584,1.0000000000000001e-11,None,None,None,None, , , , , 
6801, ,0.032550885998350584,1.0718913192051263e-11,None,None,None,None, , , , , 
6802, ,0.032550885998350584,1.1489510001873107e-11,None,None,None,None, , , , , 
6803, ,0.032550885998350584,1.2315506032928262e-11,None,None,None,None, , , , , 
6804, ,0.032550885998350584,1.3200884008314167e-11,None,None,None,None, , , , , 
6805, ,0.032550885998350584,1.4149912974345786e-11,None,None,None,None, , , , , 
6806, ,0.032550885998350584,1.5167168884709242e-11,None,None,None,None, , , , , 
6807, ,0.032550885998350584,1.6257556664437934e-11,None,None,None,None, , , , , 
6808, ,0.032550885998350584,1.7426333860096473e-11,None,None,None,None, , , , , 
6809, ,0.032550885998350584,1.8679135990207848e-11,None,None,None,None, , , , , 
6810, ,0.032550885998350584,2.0022003718155844e-11,None,None,None,None, , , , , 
6811, ,0.032550885998350584,2.1461411978584013e-11,None,None,None,None, , , , , 
6812, ,0.032550885998350584,2.300430119772921e-11,None,None,None,None, , , , , 
6813, ,0.032550885998350584,2.465811075822604e-11,None,None,None,None, , , , , 
6814, ,0.032550885998350584,2.643081486974103e-11,None,None,None,None, , , , , 
6815, ,0.032550885998350584,2.833096101839318e-11,None,None,None,None, , , , , 
6816, ,0.032550885998350584,3.036771118035461e-11,None,None,None,None, , , , , 
6817, ,0.032550885998350584,3.255088599835057e-11,None,None,None,None, , , , , 
6818, ,0.032550885998350584,3.4891012134067674e-11,None,None,None,None, , , , , 
6819, ,0.032550885998350584,3.739937302478801e-11,None,None,None,None, , , , , 
6820, ,0.032550885998350584,4.0088063288984646e-11,None,None,None,None, , , , , 
6821, ,0.032550885998350584,4.297004704320835e-11,None,None,None,None, , , , , 
6822, ,0.032550885998350584,4.605922041145113e-11,None,None,None,None, , , , , 
6823, ,0.032550885998350584,4.937047852839004e-11,None,None,None,None, , , , , 
6824, ,0.032550885998350584,5.2919787359584366e-11,None,None,None,None, , , , , 
6825, ,0.032550885998350584,5.672426068491989e-11,None,None,None,None, , , , , 
6826, ,0.032550885998350584,6.080224261649427e-11,None,None,None,None, , , , , 
6827, ,0.032550885998350584,6.517339604882421e-11,None,None,None,None, , , , , 
6828, ,0.032550885998350584,6.985879746785235e-11,None,None,None,None, , , , , 
6829, ,0.032550885998350584,7.48810385759003e-11,None,None,None,None, , , , , 
6830, ,0.032550885998350584,8.026433522257174e-11,None,None,None,None, , , , , 
6831, ,0.032550885998350584,8.603464416684492e-11,None,None,None,None, , , , , 
6832, ,0.032550885998350584,9.221978823334341e-11,None,None,None,None, , , , , 
6833, ,0.032550885998350584,9.884959046625586e-11,None,None,None,None, , , , , 
6834, ,0.032550885998350584,1.0595601792776149e-10,None,None,None,None, , , , , 
6835, ,0.032550885998350584,1.1357333583431027e-10,None,None,None,None, , , , , 
6836, ,0.032550885998350584,1.217382727739662e-10,None,None,None,None, , , , , 
6837, ,0.032550885998350584,1.3049019780144016e-10,None,None,None,None, , , , , 
6838, ,0.032550885998350584,1.398713102647236e-10,None,None,None,None, , , , , 
6839, ,0.032550885998350584,1.4992684327860468e-10,None,None,None,None, , , , , 
6840, ,0.032550885998350584,1.6070528182616384e-10,None,None,None,None, , , , , 
6841, ,0.032550885998350584,1.722585965398784e-10,None,None,None,None, , , , , 
6842, ,0.032550885998350584,1.8464249428955463e-10,None,None,None,None, , , , , 
6843, ,0.032550885998350584,1.979166867853557e-10,None,None,None,None, , , , , 
6844, ,0.032550885998350584,2.121451784910628e-10,None,None,None,None, , , , , 
6845, ,0.032550885998350584,2.273965752357932e-10,None,None,None,None, , , , , 
6846, ,0.032550885998350584,2.4374441501222216e-10,None,None,None,None, , , , , 
6847, ,0.032550885998350584,2.6126752255633265e-10,None,None,None,None, , , , , 
6848, ,0.032550885998350584,2.8005038941836253e-10,None,None,None,None, , , , , 
6849, ,0.032550885998350584,3.0018358135755917e-10,None,None,None,None, , , , , 
6850, ,0.032550885998350584,3.2176417502507347e-10,None,None,None,None, , , , , 
6851, ,0.032550885998350584,3.4489622604057533e-10,None,None,None,None, , , , , 
6852, ,0.032550885998350584,3.696912707195032e-10,None,None,None,None, , , , , 
6853, ,0.032550885998350584,3.9626886387014783e-10,None,None,None,None, , , , , 
6854, ,0.032550885998350584,4.2475715525368935e-10,None,None,None,None, , , , , 
6855, ,0.032550885998350584,4.552935074866938e-10,None,None,None,None, , , , , 
6856, ,0.032550885998350584,4.880251583654433e-10,None,None,None,None, , , , , 
6857, ,0.032550885998350584,5.231099308056258e-10,None,None,None,None, , , , , 
6858, ,0.032550885998350584,5.60716993820547e-10,None,None,None,None, , , , , 
6859, ,0.032550885998350584,6.010276782070387e-10,None,None,None,None, , , , , 
6860, ,0.032550885998350584,6.442363508721371e-10,None,None,None,None, , , , , 
6861, ,0.032550885998350584,6.905513520162316e-10,None,None,None,None, , , , , 
6862, ,0.032550885998350584,7.401959996915653e-10,None,None,None,None, , , , , 
6863, ,0.032550885998350584,7.934096665797492e-10,None,None,None,None, , , , , 
6864, ,0.032550885998350584,8.504489341802668e-10,None,None,None,None, , , , , 
6865, ,0.032550885998350584,9.115888299750837e-10,None,None,None,None, , , , , 
6866, ,0.032550885998350584,9.771241535346502e-10,None,None,None,None, , , , , 
6867, ,0.032550885998350584,1.0473708979594486e-09,None,None,None,None, , , , , 
6868, ,0.032550885998350584,1.1226677735108114e-09,None,None,None,None, , , , , 
6869, ,0.032550885998350584,1.2033778407775904e-09,None,None,None,None, , , , , 
6870, ,0.032550885998350584,1.289890261253308e-09,None,None,None,None, , , , , 
6871, ,0.032550885998350584,1.3826221737646535e-09,None,None,None,None, , , , , 
6872, ,0.032550885998350584,1.4820207057988602e-09,None,None,None,None, , , , , 
6873, ,0.032550885998350584,1.5885651294280526e-09,None,None,None,None, , , , , 
6874, ,0.032550885998350584,1.702769172225898e-09,None,None,None,None, , , , , 
6875, ,0.032550885998350584,1.825183494319039e-09,None,None,None,None, , , , , 
6876, ,0.032550885998350584,1.956398343517065e-09,None,None,None,None, , , , , 
6877, ,0.032550885998350584,2.0970464013232305e-09,None,None,None,None, , , , , 
6878, ,0.032550885998350584,2.2478058335487303e-09,None,None,None,None, , , , , 
6879, ,0.032550885998350584,2.409403560239527e-09,None,None,None,None, , , , , 
6880, ,0.032550885998350584,2.582618760682675e-09,None,None,None,None, , , , , 
6881, ,0.032550885998350584,2.768286630392061e-09,None,None,None,None, , , , , 
6882, ,0.032550885998350584,2.9673024081888724e-09,None,None,None,None, , , , , 
6883, ,0.032550885998350584,3.180625692794119e-09,None,None,None,None, , , , , 
6884, ,0.032550885998350584,3.409285069746807e-09,None,None,None,None, , , , , 
6885, ,0.032550885998350584,3.654383070957262e-09,None,None,None,None, , , , , 
6886, ,0.032550885998350584,3.917101490809261e-09,None,None,None,None, , , , , 
6887, ,0.032550885998350584,4.198707084443906e-09,None,None,None,None, , , , , 
6888, ,0.032550885998350584,4.500557675700488e-09,None,None,None,None, , , , , 
6889, ,0.032550885998350584,4.824108704165374e-09,None,None,None,None, , , , , 
6890, ,0.032550885998350584,5.170920242896755e-09,None,None,None,None, , , , , 
6891, ,0.032550885998350584,5.542664520663096e-09,None,None,None,None, , , , , 
