Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,SommerfeldFile,BranchingRatioFile,Resolution,Kappa0
31350, ,2.247805834,5.87E-07,2.74887E+11,3.25E-50,24703659.62,0, ,,,
31351, ,2.247805834,6.22E-07,3.08607E+11,3.25E-50,31135613.22,0, ,,,
31352, ,2.247805834,6.59E-07,3.46463E+11,3.25E-50,39242147.83,0, ,,,
31353, ,2.247805834,6.99E-07,3.88962E+11,3.25E-50,49459216.96,0, ,,,
31354, ,2.247805834,7.40E-07,4.36676E+11,3.25E-50,62336256.27,0, ,,,
31355, ,2.247805834,7.84E-07,4.90242E+11,3.25E-50,78565718.83,0, ,,,
31356, ,2.247805834,8.31E-07,5.50378E+11,3.25E-50,99020295.23,0, ,,,
31357, ,2.247805834,8.80E-07,6.17892E+11,3.25E-50,124799817.2,0, ,,,
31358, ,2.247805834,9.33E-07,6.93688E+11,3.25E-50,157290362.7,0, ,,,
31359, ,2.247805834,9.88E-07,7.78781E+11,3.25E-50,198238735.6,0, ,,,
31360, ,2.247805834,1.05E-06,8.74312E+11,3.25E-50,249846315.2,0, ,,,
31361, ,2.247805834,1.11E-06,9.81562E+11,3.25E-50,314887311.6,0, ,,,
31362, ,2.247805834,1.18E-06,1.10E+12,3.25E-50,396857766.5,0, ,,,
31363, ,2.247805834,1.25E-06,1.24E+12,3.25E-50,500163289,0, ,,,
31364, ,2.247805834,1.32E-06,1.39E+12,3.25E-50,630355582.5,0, ,,,
31365, ,2.247805834,1.40E-06,1.56E+12,3.25E-50,794430433.4,0, ,,,
31366, ,2.247805834,1.48E-06,1.75E+12,3.25E-50,1001203109,0, ,,,
31367, ,2.247805834,1.57E-06,1.97E+12,3.25E-50,1261781246,0, ,,,
31368, ,2.247805834,1.66E-06,2.21E+12,3.25E-50,1590160516,0, ,,,
31369, ,2.247805834,1.76E-06,2.48E+12,3.25E-50,2003974873,0, ,,,
31370, ,2.247805834,1.87E-06,2.78E+12,3.25E-50,2525441434,0, ,,,
31371, ,2.247805834,1.98E-06,3.12E+12,3.25E-50,3182550372,0, ,,,
31372, ,2.247805834,2.10E-06,3.50E+12,3.25E-50,4010563190,0, ,,,
31373, ,2.247805834,2.22E-06,3.93E+12,3.25E-50,5053899079,0, ,,,
31374, ,2.247805834,2.35E-06,4.42E+12,3.25E-50,6368509568,0, ,,,
31375, ,2.247805834,2.49E-06,4.96E+12,3.25E-50,8024867414,0, ,,,
31376, ,2.247805834,2.64E-06,5.57E+12,3.25E-50,10111727993,0, ,,,
31377, ,2.247805834,2.80E-06,6.25E+12,3.25E-50,12740861945,0, ,,,
31378, ,2.247805834,2.97E-06,7.02E+12,3.25E-50,16053008629,0, ,,,
31379, ,2.247805834,3.14E-06,7.88E+12,3.25E-50,20225363524,0, ,,,
31380, ,2.247805834,3.33E-06,8.84E+12,3.25E-50,25480992287,0, ,,,
31381, ,2.247805834,3.53E-06,9.93E+12,3.25E-50,32100663729,0, ,,,
31382, ,2.247805834,3.74E-06,1.11E+13,3.25E-50,40437718223,0, ,,,
31383, ,2.247805834,3.96E-06,1.25E+13,3.25E-50,50936743194,0, ,,,
31384, ,2.247805834,4.20E-06,1.41E+13,3.25E-50,64157020563,0, ,,,
31385, ,2.247805834,4.45E-06,1.58E+13,3.25E-50,80801951487,0, ,,,
31386, ,2.247805834,4.71E-06,1.77E+13,3.25E-50,1.01756E+11,0, ,,,
31387, ,2.247805834,4.99E-06,1.99E+13,3.25E-50,1.28131E+11,0, ,,,
31388, ,2.247805834,5.29E-06,2.23E+13,3.25E-50,1.61323E+11,0, ,,,
31389, ,2.247805834,5.61E-06,2.51E+13,3.25E-50,2.03088E+11,0, ,,,
31390, ,2.247805834,5.94E-06,2.81E+13,3.25E-50,2.55629E+11,0, ,,,
31391, ,2.247805834,6.29E-06,3.16E+13,3.25E-50,3.21711E+11,0, ,,,
31392, ,2.247805834,6.67E-06,3.55E+13,3.25E-50,4.04801E+11,0, ,,,
31393, ,2.247805834,7.07E-06,3.98E+13,3.25E-50,5.09249E+11,0, ,,,
31394, ,2.247805834,7.49E-06,4.47E+13,3.25E-50,6.40501E+11,0, ,,,
31395, ,2.247805834,7.93E-06,5.02E+13,3.25E-50,8.05377E+11,0, ,,,
31396, ,2.247805834,8.41E-06,5.63E+13,3.25E-50,1.01E+12,0, ,,,
31397, ,2.247805834,8.91E-06,6.32E+13,3.25E-50,1.27E+12,0, ,,,
31398, ,2.247805834,9.44E-06,7.10E+13,3.25E-50,1.60E+12,0, ,,,
31399, ,2.247805834,1.00E-05,7.97E+13,3.25E-50,2.01E+12,0, ,,,
31400, ,2.327202479,1.00E-10,6936.939711,3.21E-50,1.56E-08,3.87E-13, ,,,
31401, ,2.327202479,1.06E-10,7787.87866,3.21E-50,1.96E-08,5.36E-13, ,,,
31402, ,2.327202479,1.12E-10,8743.200396,3.21E-50,2.47E-08,7.39E-13, ,,,
31403, ,2.327202479,1.19E-10,9815.709322,3.21E-50,3.12E-08,1.02E-12, ,,,
31404, ,2.327202479,1.26E-10,11019.78053,3.21E-50,3.93E-08,1.39E-12, ,,,
31405, ,2.327202479,1.34E-10,12371.55247,3.21E-50,4.95E-08,1.90E-12, ,,,
31406, ,2.327202479,1.41E-10,13889.14327,3.21E-50,6.24E-08,2.59E-12, ,,,
31407, ,2.327202479,1.50E-10,15592.89355,3.21E-50,7.86E-08,3.50E-12, ,,,
31408, ,2.327202479,1.59E-10,17505.63908,3.21E-50,9.91E-08,4.72E-12, ,,,
31409, ,2.327202479,1.68E-10,19653.01685,3.21E-50,1.25E-07,6.31E-12, ,,,
31410, ,2.327202479,1.78E-10,22063.80867,3.21E-50,1.57E-07,8.38E-12, ,,,
31411, ,2.327202479,1.89E-10,24770.32696,3.21E-50,1.98E-07,1.10E-11, ,,,
31412, ,2.327202479,2.00E-10,27808.84782,3.21E-50,2.50E-07,1.44E-11, ,,,
31413, ,2.327202479,2.12E-10,31220.09726,3.21E-50,3.15E-07,1.87E-11, ,,,
31414, ,2.327202479,2.25E-10,35049.79708,3.21E-50,3.97E-07,2.39E-11, ,,,
31415, ,2.327202479,2.38E-10,39349.27765,3.21E-50,5.01E-07,3.02E-11, ,,,
31416, ,2.327202479,2.52E-10,44176.16593,3.21E-50,6.31E-07,3.77E-11, ,,,
31417, ,2.327202479,2.67E-10,49595.15785,3.21E-50,7.95E-07,4.62E-11, ,,,
31418, ,2.327202479,2.83E-10,55678.88544,3.21E-50,1.00E-06,5.57E-11, ,,,
31419, ,2.327202479,3.00E-10,62508.89035,3.21E-50,1.26E-06,6.59E-11, ,,,
31420, ,2.327202479,3.18E-10,70176.71675,3.21E-50,1.59E-06,7.63E-11, ,,,
31421, ,2.327202479,3.37E-10,78785.13835,3.21E-50,2.01E-06,8.62E-11, ,,,
31422, ,2.327202479,3.57E-10,88449.53585,3.21E-50,2.53E-06,9.46E-11, ,,,
31423, ,2.327202479,3.78E-10,99299.44349,3.21E-50,3.19E-06,1.01E-10, ,,,
31424, ,2.327202479,4.01E-10,111480.2851,3.21E-50,4.02E-06,1.04E-10, ,,,
31425, ,2.327202479,4.25E-10,125155.3235,3.21E-50,5.06E-06,1.02E-10, ,,,
31426, ,2.327202479,4.50E-10,140507.8484,3.21E-50,6.38E-06,9.68E-11, ,,,
31427, ,2.327202479,4.77E-10,157743.6333,3.21E-50,8.05E-06,8.71E-11, ,,,
31428, ,2.327202479,5.05E-10,177093.6936,3.21E-50,1.01E-05,7.42E-11, ,,,
31429, ,2.327202479,5.35E-10,198817.3827,3.21E-50,1.28E-05,5.94E-11, ,,,
31430, ,2.327202479,5.67E-10,223205.8683,3.21E-50,1.61E-05,4.43E-11, ,,,
31431, ,2.327202479,6.01E-10,250586.0352,3.21E-50,2.03E-05,3.06E-11, ,,,
31432, ,2.327202479,6.37E-10,281324.8663,3.21E-50,2.56E-05,1.93E-11, ,,,
31433, ,2.327202479,6.75E-10,315834.3612,3.21E-50,3.23E-05,1.11E-11, ,,,
31434, ,2.327202479,7.15E-10,354577.0591,3.21E-50,4.07E-05,5.66E-12, ,,,
31435, ,2.327202479,7.58E-10,398072.2375,3.21E-50,5.12E-05,2.56E-12, ,,,
31436, ,2.327202479,8.03E-10,446902.8726,3.21E-50,6.46E-05,1.01E-12, ,,,
31437, ,2.327202479,8.50E-10,501723.4529,3.21E-50,8.14E-05,3.38E-13, ,,,
31438, ,2.327202479,9.01E-10,563268.7518,3.21E-50,0.000102584,9.52E-14, ,,,
31439, ,2.327202479,9.55E-10,632363.6755,3.21E-50,0.000129296,2.20E-14, ,,,
31440, ,2.327202479,1.01E-09,709934.3196,3.21E-50,0.000162962,4.07E-15, ,,,
31441, ,2.327202479,1.07E-09,797020.3819,3.21E-50,0.000205395,5.86E-16, ,,,
31442, ,2.327202479,1.14E-09,894789.0976,3.21E-50,0.000258876,6.38E-17, ,,,
31443, ,2.327202479,1.20E-09,1004550.884,3.21E-50,0.000326283,5.07E-18, ,,,
31444, ,2.327202479,1.28E-09,1127776.904,3.21E-50,0.000411241,2.83E-19, ,,,
31445, ,2.327202479,1.35E-09,1266118.786,3.21E-50,0.000518321,1.06E-20, ,,,
31446, ,2.327202479,1.43E-09,1421430.759,3.21E-50,0.000653283,2.56E-22, ,,,
31447, ,2.327202479,1.52E-09,1595794.505,3.21E-50,0.000823387,3.74E-24, ,,,
31448, ,2.327202479,1.61E-09,1791547.064,3.21E-50,0.001037783,3.11E-26, ,,,
31449, ,2.327202479,1.70E-09,2011312.153,3.21E-50,0.001308004,1.38E-28, ,,,
31450, ,2.327202479,1.80E-09,2258035.337,3.21E-50,0.001648586,3.02E-31, ,,,
31451, ,2.327202479,1.91E-09,2535023.504,3.21E-50,0.002077849,2.99E-34, ,,,
31452, ,2.327202479,2.03E-09,2845989.194,3.21E-50,0.002618886,1.21E-37, ,,,
31453, ,2.327202479,2.15E-09,3195100.351,3.21E-50,0.003300799,1.81E-41, ,,,
31454, ,2.327202479,2.27E-09,3587036.198,3.21E-50,0.004160271,8.76E-46, ,,,
31455, ,2.327202479,2.41E-09,4027049.941,3.21E-50,0.005243534,1.20E-50, ,,,
31456, ,2.327202479,2.55E-09,4521039.192,3.21E-50,0.006608861,4.01E-56, ,,,
31457, ,2.327202479,2.70E-09,5075625.003,3.21E-50,0.008329695,2.73E-62, ,,,
31458, ,2.327202479,2.87E-09,5698240.621,3.21E-50,0.010498606,3.12E-69, ,,,
31459, ,2.327202479,3.04E-09,6397231.111,3.21E-50,0.013232264,4.80E-77, ,,,
31460, ,2.327202479,3.22E-09,7181965.209,3.21E-50,0.016677719,7.80E-86, ,,,
31461, ,2.327202479,3.41E-09,8062960.89,3.21E-50,0.021020312,1.01E-95, ,,,
31462, ,2.327202479,3.61E-09,9052026.35,3.21E-50,0.026493643,7.75E-107, ,,,
31463, ,2.327202479,3.83E-09,10162418.27,3.21E-50,0.033392135,2.45E-119, ,,,
31464, ,2.327202479,4.06E-09,11409019.49,3.21E-50,0.042086877,2.18E-133, ,,,
31465, ,2.327202479,4.30E-09,12808538.51,3.21E-50,0.053045582,3.51E-149, ,,,
31466, ,2.327202479,4.55E-09,14379733.41,3.21E-50,0.066857745,6.26E-167, ,,,
31467, ,2.327202479,4.82E-09,16143663.29,3.21E-50,0.084266361,7.11E-187, ,,,
31468, ,2.327202479,5.11E-09,18123970.52,3.21E-50,0.106207883,2.77E-209, ,,,
31469, ,2.327202479,5.42E-09,20347197.64,3.21E-50,0.133862602,1.84E-234, ,,,
31470, ,2.327202479,5.74E-09,22843143.07,3.21E-50,0.168718139,9.57E-263, ,,,
31471, ,2.327202479,6.08E-09,25645260.57,3.21E-50,0.212649462,1.62E-294, ,,,
31472, ,2.327202479,6.44E-09,28791107.58,3.21E-50,0.268019751,0, ,,,
31473, ,2.327202479,6.83E-09,32322848.65,3.21E-50,0.337807519,0, ,,,
31474, ,2.327202479,7.23E-09,36287820.52,3.21E-50,0.42576683,0, ,,,
31475, ,2.327202479,7.66E-09,40739166.67,3.21E-50,0.536629243,0, ,,,
31476, ,2.327202479,8.12E-09,45736549.54,3.21E-50,0.676358336,0, ,,,
31477, ,2.327202479,8.60E-09,51346950.24,3.21E-50,0.852470499,0, ,,,
31478, ,2.327202479,9.12E-09,57645566.31,3.21E-50,1.074439262,0, ,,,
31479, ,2.327202479,9.66E-09,64716819.58,3.21E-50,1.354204901,0, ,,,
31480, ,2.327202479,1.02E-08,72655487.74,3.21E-50,1.706816735,0, ,,,
31481, ,2.327202479,1.08E-08,81567974.66,3.21E-50,2.151242668,0, ,,,
31482, ,2.327202479,1.15E-08,91573736.5,3.21E-50,2.711389525,0, ,,,
31483, ,2.327202479,1.22E-08,102806882.9,3.21E-50,3.417389057,0, ,,,
31484, ,2.327202479,1.29E-08,115417974.3,3.21E-50,4.307218807,0, ,,,
31485, ,2.327202479,1.37E-08,129576040.2,3.21E-50,5.428745026,0, ,,,
31486, ,2.327202479,1.45E-08,145470844.6,3.21E-50,6.842297514,0, ,,,
31487, ,2.327202479,1.53E-08,163315429.2,3.21E-50,8.62391492,0, ,,,
31488, ,2.327202479,1.63E-08,183348969.3,3.21E-50,10.86943506,0, ,,,
31489, ,2.327202479,1.72E-08,205839979.1,3.21E-50,13.69965027,0, ,,,
31490, ,2.327202479,1.83E-08,231089911,3.21E-50,17.26680515,0, ,,,
31491, ,2.327202479,1.93E-08,259437195.9,3.21E-50,21.7627862,0, ,,,
31492, ,2.327202479,2.05E-08,291261779.1,3.21E-50,27.42944385,0, ,,,
31493, ,2.327202479,2.17E-08,326990213,3.21E-50,34.57160227,0, ,,,
31494, ,2.327202479,2.30E-08,367101374.4,3.21E-50,43.5734566,0, ,,,
31495, ,2.327202479,2.44E-08,412132882.7,3.21E-50,54.91923982,0, ,,,
31496, ,2.327202479,2.58E-08,462688305.8,3.21E-50,69.21927087,0, ,,,
31497, ,2.327202479,2.74E-08,519445250.1,3.21E-50,87.24278528,0, ,,,
31498, ,2.327202479,2.90E-08,583164442.4,3.21E-50,109.9593143,0, ,,,
31499, ,2.327202479,3.07E-08,654699926.1,3.21E-50,138.5908384,0, ,,,
31500, ,2.327202479,3.26E-08,735010508.4,3.21E-50,174.6775209,0, ,,,
31501, ,2.327202479,3.45E-08,825172611,3.21E-50,220.160557,0, ,,,
31502, ,2.327202479,3.65E-08,926394697.9,3.21E-50,277.4865957,0, ,,,
31503, ,2.327202479,3.87E-08,1040033473,3.21E-50,349.7393513,0, ,,,
31504, ,2.327202479,4.10E-08,1167612063,3.21E-50,440.8054839,0, ,,,
31505, ,2.327202479,4.35E-08,1310840436,3.21E-50,555.583673,0, ,,,
31506, ,2.327202479,4.61E-08,1471638313,3.21E-50,700.2481289,0, ,,,
31507, ,2.327202479,4.88E-08,1652160908,3.21E-50,882.5807195,0, ,,,
31508, ,2.327202479,5.17E-08,1854827809,3.21E-50,1112.389576,0, ,,,
31509, ,2.327202479,5.48E-08,2082355406,3.21E-50,1402.036695,0, ,,,
31510, ,2.327202479,5.81E-08,2337793307,3.21E-50,1767.102922,0, ,,,
31511, ,2.327202479,6.15E-08,2624565207,3.21E-50,2227.226083,0, ,,,
31512, ,2.327202479,6.52E-08,2946514778,3.21E-50,2807.157346,0, ,,,
31513, ,2.327202479,6.91E-08,3307957185,3.21E-50,3538.092648,0, ,,,
31514, ,2.327202479,7.32E-08,3713736928,3.21E-50,4459.350798,0, ,,,
31515, ,2.327202479,7.75E-08,4169292768,3.21E-50,5620.488519,0, ,,,
31516, ,2.327202479,8.21E-08,4680730629,3.21E-50,7083.966224,0, ,,,
31517, ,2.327202479,8.70E-08,5254905434,3.21E-50,8928.507893,0, ,,,
31518, ,2.327202479,9.22E-08,5899512984,3.21E-50,11253.33581,0, ,,,
31519, ,2.327202479,9.77E-08,6623193106,3.21E-50,14183.50793,0, ,,,
31520, ,2.327202479,1.04E-07,7435645458,3.21E-50,17876.64502,0, ,,,
31521, ,2.327202479,1.10E-07,8347759531,3.21E-50,22531.40936,0, ,,,
31522, ,2.327202479,1.16E-07,9371760607,3.21E-50,28398.1912,0, ,,,
31523, ,2.327202479,1.23E-07,10521373614,3.21E-50,35792.57768,0, ,,,
31524, ,2.327202479,1.30E-07,11812007090,3.21E-50,45112.32882,0, ,,,
31525, ,2.327202479,1.38E-07,13260959700,3.21E-50,56858.77365,0, ,,,
31526, ,2.327202479,1.46E-07,14887652101,3.21E-50,71663.77745,0, ,,,
31527, ,2.327202479,1.55E-07,16713887237,3.21E-50,90323.73066,0, ,,,
31528, ,2.327202479,1.64E-07,18764142571,3.21E-50,113842.3876,0, ,,,
31529, ,2.327202479,1.74E-07,21065898162,3.21E-50,143484.8597,0, ,,,
31530, ,2.327202479,1.85E-07,23650004987,3.21E-50,180845.6663,0, ,,,
31531, ,2.327202479,1.96E-07,26551098442,3.21E-50,227934.5057,0, ,,,
31532, ,2.327202479,2.07E-07,29808062572,3.21E-50,287284.3567,0, ,,,
31533, ,2.327202479,2.20E-07,33464551241,3.21E-50,362087.7284,0, ,,,
31534, ,2.327202479,2.33E-07,37569573233,3.21E-50,456368.3842,0, ,,,
31535, ,2.327202479,2.47E-07,42178149133,3.21E-50,575197.7783,0, ,,,
31536, ,2.327202479,2.61E-07,47352048778,3.21E-50,724967.844,0, ,,,
31537, ,2.327202479,2.77E-07,53160619173,3.21E-50,913734.807,0, ,,,
31538, ,2.327202479,2.93E-07,59681713965,3.21E-50,1151652.515,0, ,,,
31539, ,2.327202479,3.11E-07,67002736937,3.21E-50,1451518.59,0, ,,,
31540, ,2.327202479,3.29E-07,75221813496,3.21E-50,1829462.771,0, ,,,
31541, ,2.327202479,3.49E-07,84449105877,3.21E-50,2305814.475,0, ,,,
31542, ,2.327202479,3.70E-07,94808289670,3.21E-50,2906196.224,0, ,,,
31543, ,2.327202479,3.92E-07,1.06438E+11,3.21E-50,3662901.747,0, ,,,
31544, ,2.327202479,4.15E-07,1.19495E+11,3.21E-50,4616632.85,0, ,,,
31545, ,2.327202479,4.40E-07,1.34153E+11,3.21E-50,5818688.468,0, ,,,
31546, ,2.327202479,4.66E-07,1.50609E+11,3.21E-50,7333723.591,0, ,,,
31547, ,2.327202479,4.94E-07,1.69084E+11,3.21E-50,9243226.408,0, ,,,
31548, ,2.327202479,5.23E-07,1.89825E+11,3.21E-50,11649900.62,0, ,,,
31549, ,2.327202479,5.54E-07,2.13111E+11,3.21E-50,14683188.48,0, ,,,
31550, ,2.327202479,5.87E-07,2.39252E+11,3.21E-50,18506231.56,0, ,,,
31551, ,2.327202479,6.22E-07,2.68601E+11,3.21E-50,23324643.25,0, ,,,
31552, ,2.327202479,6.59E-07,3.0155E+11,3.21E-50,29397564.65,0, ,,,
31553, ,2.327202479,6.99E-07,3.3854E+11,3.21E-50,37051597.85,0, ,,,
31554, ,2.327202479,7.40E-07,3.80068E+11,3.21E-50,46698365.49,0, ,,,
31555, ,2.327202479,7.84E-07,4.2669E+11,3.21E-50,58856639.86,0, ,,,
31556, ,2.327202479,8.31E-07,4.79031E+11,3.21E-50,74180230.53,0, ,,,
31557, ,2.327202479,8.80E-07,5.37793E+11,3.21E-50,93493128.16,0, ,,,
31558, ,2.327202479,9.33E-07,6.03763E+11,3.21E-50,117833792.1,0, ,,,
31559, ,2.327202479,9.88E-07,6.77825E+11,3.21E-50,148510959.1,0, ,,,
31560, ,2.327202479,1.05E-06,7.60972E+11,3.21E-50,187173969.7,0, ,,,
31561, ,2.327202479,1.11E-06,8.54319E+11,3.21E-50,235901385.1,0, ,,,
31562, ,2.327202479,1.18E-06,9.59117E+11,3.21E-50,297312649.8,0, ,,,
31563, ,2.327202479,1.25E-06,1.08E+12,3.21E-50,374708788.2,0, ,,,
31564, ,2.327202479,1.32E-06,1.21E+12,3.21E-50,472249677.4,0, ,,,
31565, ,2.327202479,1.40E-06,1.36E+12,3.21E-50,595177396.7,0, ,,,
31566, ,2.327202479,1.48E-06,1.52E+12,3.21E-50,750097617.7,0, ,,,
31567, ,2.327202479,1.57E-06,1.71E+12,3.21E-50,945334097.6,0, ,,,
31568, ,2.327202479,1.66E-06,1.92E+12,3.21E-50,1191375244,0, ,,,
31569, ,2.327202479,1.76E-06,2.16E+12,3.21E-50,1501436629,0, ,,,
31570, ,2.327202479,1.87E-06,2.42E+12,3.21E-50,1892169505,0, ,,,
31571, ,2.327202479,1.98E-06,2.72E+12,3.21E-50,2384553144,0, ,,,
31572, ,2.327202479,2.10E-06,3.05E+12,3.21E-50,3005018606,0, ,,,
31573, ,2.327202479,2.22E-06,3.42E+12,3.21E-50,3786863784,0, ,,,
31574, ,2.327202479,2.35E-06,3.84E+12,3.21E-50,4772035051,0, ,,,
31575, ,2.327202479,2.49E-06,4.32E+12,3.21E-50,6013370188,0, ,,,
31576, ,2.327202479,2.64E-06,4.85E+12,3.21E-50,7577421596,0, ,,,
31577, ,2.327202479,2.80E-06,5.44E+12,3.21E-50,9548009382,0, ,,,
31578, ,2.327202479,2.97E-06,6.11E+12,3.21E-50,12030692177,0, ,,,
31579, ,2.327202479,3.14E-06,6.86E+12,3.21E-50,15158391571,0, ,,,
31580, ,2.327202479,3.33E-06,7.70E+12,3.21E-50,19098466257,0, ,,,
31581, ,2.327202479,3.53E-06,8.64E+12,3.21E-50,24061607212,0, ,,,
31582, ,2.327202479,3.74E-06,9.70E+12,3.21E-50,30313019504,0, ,,,
31583, ,2.327202479,3.96E-06,1.09E+13,3.21E-50,38186473951,0, ,,,
31584, ,2.327202479,4.20E-06,1.22E+13,3.21E-50,48101958781,0, ,,,
31585, ,2.327202479,4.45E-06,1.37E+13,3.21E-50,60587844535,0, ,,,
31586, ,2.327202479,4.71E-06,1.54E+13,3.21E-50,76308703394,0, ,,,
31587, ,2.327202479,4.99E-06,1.73E+13,3.21E-50,96100207435,0, ,,,
31588, ,2.327202479,5.29E-06,1.94E+13,3.21E-50,1.21013E+11,0, ,,,
31589, ,2.327202479,5.61E-06,2.18E+13,3.21E-50,1.52367E+11,0, ,,,
31590, ,2.327202479,5.94E-06,2.45E+13,3.21E-50,1.91821E+11,0, ,,,
31591, ,2.327202479,6.29E-06,2.75E+13,3.21E-50,2.41457E+11,0, ,,,
31592, ,2.327202479,6.67E-06,3.09E+13,3.21E-50,3.0389E+11,0, ,,,
31593, ,2.327202479,7.07E-06,3.46E+13,3.21E-50,3.824E+11,0, ,,,
31594, ,2.327202479,7.49E-06,3.89E+13,3.21E-50,4.81098E+11,0, ,,,
31595, ,2.327202479,7.93E-06,4.37E+13,3.21E-50,6.05137E+11,0, ,,,
31596, ,2.327202479,8.41E-06,4.90E+13,3.21E-50,7.60969E+11,0, ,,,
31597, ,2.327202479,8.91E-06,5.50E+13,3.21E-50,9.56667E+11,0, ,,,
31598, ,2.327202479,9.44E-06,6.18E+13,3.21E-50,1.20E+12,0, ,,,
31599, ,2.327202479,1.00E-05,6.94E+13,3.21E-50,1.51E+12,0, ,,,
31600, ,2.40940356,1.00E-10,6037.68769,3.18E-50,1.17E-08,3.06E-13, ,,,
31601, ,2.40940356,1.06E-10,6778.317396,3.18E-50,1.47E-08,4.23E-13, ,,,
31602, ,2.40940356,1.12E-10,7609.798499,3.18E-50,1.85E-08,5.83E-13, ,,,
31603, ,2.40940356,1.19E-10,8543.275538,3.18E-50,2.33E-08,8.00E-13, ,,,
31604, ,2.40940356,1.26E-10,9591.260127,3.18E-50,2.94E-08,1.09E-12, ,,,
31605, ,2.40940356,1.34E-10,10767.79865,3.18E-50,3.71E-08,1.49E-12, ,,,
31606, ,2.40940356,1.41E-10,12088.66054,3.18E-50,4.67E-08,2.02E-12, ,,,
31607, ,2.40940356,1.50E-10,13571.54961,3.18E-50,5.89E-08,2.73E-12, ,,,
31608, ,2.40940356,1.59E-10,15236.34138,3.18E-50,7.43E-08,3.66E-12, ,,,
31609, ,2.40940356,1.68E-10,17105.34946,3.18E-50,9.36E-08,4.88E-12, ,,,
31610, ,2.40940356,1.78E-10,19203.62459,3.18E-50,1.18E-07,6.45E-12, ,,,
31611, ,2.40940356,1.89E-10,21559.29046,3.18E-50,1.49E-07,8.46E-12, ,,,
31612, ,2.40940356,2.00E-10,24203.92062,3.18E-50,1.87E-07,1.10E-11, ,,,
31613, ,2.40940356,2.12E-10,27172.96168,3.18E-50,2.36E-07,1.41E-11, ,,,
31614, ,2.40940356,2.25E-10,30506.20839,3.18E-50,2.98E-07,1.80E-11, ,,,
31615, ,2.40940356,2.38E-10,34248.33705,3.18E-50,3.75E-07,2.25E-11, ,,,
31616, ,2.40940356,2.52E-10,38449.5043,3.18E-50,4.73E-07,2.79E-11, ,,,
31617, ,2.40940356,2.67E-10,43166.01938,3.18E-50,5.96E-07,3.39E-11, ,,,
31618, ,2.40940356,2.83E-10,48461.09887,3.18E-50,7.51E-07,4.04E-11, ,,,
31619, ,2.40940356,3.00E-10,54405.71397,3.18E-50,9.47E-07,4.72E-11, ,,,
31620, ,2.40940356,3.18E-10,61079.54177,3.18E-50,1.19E-06,5.39E-11, ,,,
31621, ,2.40940356,3.37E-10,68572.03317,3.18E-50,1.50E-06,5.99E-11, ,,,
31622, ,2.40940356,3.57E-10,76983.6118,3.18E-50,1.90E-06,6.47E-11, ,,,
31623, ,2.40940356,3.78E-10,86427.02006,3.18E-50,2.39E-06,6.75E-11, ,,,
31624, ,2.40940356,4.01E-10,97028.83018,3.18E-50,3.01E-06,6.79E-11, ,,,
31625, ,2.40940356,4.25E-10,108931.1407,3.18E-50,3.80E-06,6.55E-11, ,,,
31626, ,2.40940356,4.50E-10,122293.4812,3.18E-50,4.78E-06,6.03E-11, ,,,
31627, ,2.40940356,4.77E-10,137294.9503,3.18E-50,6.03E-06,5.26E-11, ,,,
31628, ,2.40940356,5.05E-10,154136.6162,3.18E-50,7.60E-06,4.33E-11, ,,,
31629, ,2.40940356,5.35E-10,173044.2117,3.18E-50,9.58E-06,3.33E-11, ,,,
31630, ,2.40940356,5.67E-10,194271.1599,3.18E-50,1.21E-05,2.38E-11, ,,,
31631, ,2.40940356,6.01E-10,218101.9705,3.18E-50,1.52E-05,1.56E-11, ,,,
31632, ,2.40940356,6.37E-10,244856.0536,3.18E-50,1.92E-05,9.35E-12, ,,,
31633, ,2.40940356,6.75E-10,274892.0006,3.18E-50,2.42E-05,5.03E-12, ,,,
31634, ,2.40940356,7.15E-10,308612.3902,3.18E-50,3.05E-05,2.40E-12, ,,,
31635, ,2.40940356,7.58E-10,346469.185,3.18E-50,3.84E-05,1.01E-12, ,,,
31636, ,2.40940356,8.03E-10,388969.7885,3.18E-50,4.84E-05,3.62E-13, ,,,
31637, ,2.40940356,8.50E-10,436683.8464,3.18E-50,6.10E-05,1.10E-13, ,,,
31638, ,2.40940356,9.01E-10,490250.8816,3.18E-50,7.69E-05,2.78E-14, ,,,
31639, ,2.40940356,9.55E-10,550388.8657,3.18E-50,9.69E-05,5.68E-15, ,,,
31640, ,2.40940356,1.01E-09,617903.8424,3.18E-50,0.000122127,9.14E-16, ,,,
31641, ,2.40940356,1.07E-09,693700.731,3.18E-50,0.000153927,1.13E-16, ,,,
31642, ,2.40940356,1.14E-09,778795.4552,3.18E-50,0.000194007,1.03E-17, ,,,
31643, ,2.40940356,1.20E-09,874328.5597,3.18E-50,0.000244523,6.73E-19, ,,,
31644, ,2.40940356,1.28E-09,981580.4974,3.18E-50,0.000308193,3.02E-20, ,,,
31645, ,2.40940356,1.35E-09,1101988.792,3.18E-50,0.000388441,8.84E-22, ,,,
31646, ,2.40940356,1.43E-09,1237167.303,3.18E-50,0.000489584,1.61E-23, ,,,
31647, ,2.40940356,1.52E-09,1388927.862,3.18E-50,0.000617064,1.72E-25, ,,,
