Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,LiveTime[s]SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5],LiveTime[s],SommerfeldFile
1041, ,1.0,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1042, ,1.0,2.030917620904739e-11,None,None,None,None,  , , , ,,
1043, ,1.0,2.894266124716752e-11,None,None,None,None,  , , , ,,
1044, ,1.0,4.124626382901348e-11,None,None,None,None,  , , , ,,
1045, ,1.0,5.878016072274923e-11,None,None,None,None,  , , , ,,
1046, ,1.0,8.376776400682924e-11,None,None,None,None,  , , , ,,
1047, ,1.0,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1048, ,1.0,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1049, ,1.0,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1050, ,1.0,3.455107294592218e-10,None,None,None,None,  , , , ,,
1051, ,1.0,4.923882631706752e-10,None,None,None,None,  , , , ,,
1052, ,1.0,7.017038286703836e-10,None,None,None,None,  , , , ,,
1053, ,1.0,1e-09,None,None,None,None,  , , , ,,
1054, ,1.0,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1055, ,1.0,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1056, ,1.0,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1057, ,1.0,4.124626382901348e-09,None,None,None,None,  , , , ,,
1058, ,1.0,5.878016072274924e-09,None,None,None,None,  , , , ,,
1059, ,1.0,8.376776400682925e-09,None,None,None,None,  , , , ,,
1060, ,1.0,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1061, ,1.0,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1062, ,1.0,2.424462017082331e-08,None,None,None,None,  , , , ,,
1063, ,1.0,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1064, ,1.0,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1065, ,1.0,7.017038286703836e-08,None,None,None,None,  , , , ,,
1066, ,1.0,1e-07,None,None,None,None,  , , , ,,
1067, ,1.0,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1068, ,1.0,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1069, ,1.0,2.894266124716752e-07,None,None,None,None,  , , , ,,
1070, ,1.0,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1071, ,1.0,5.878016072274911e-07,None,None,None,None,  , , , ,,
1072, ,1.0,8.376776400682924e-07,None,None,None,None,  , , , ,,
1073, ,1.0,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1074, ,1.0,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1075, ,1.0,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1076, ,1.0,3.455107294592218e-06,None,None,None,None,  , , , ,,
1077, ,1.0,4.923882631706742e-06,None,None,None,None,  , , , ,,
1078, ,1.0,7.017038286703837e-06,None,None,None,None,  , , , ,,
1079, ,1.0,1e-05,None,None,None,None,  , , , ,,
1080, ,1.1937766417144369,1e-11,None,None,None,None,  , , , ,,
1081, ,1.1937766417144369,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1082, ,1.1937766417144369,2.030917620904739e-11,None,None,None,None,  , , , ,,
1083, ,1.1937766417144369,2.894266124716752e-11,None,None,None,None,  , , , ,,
1084, ,1.1937766417144369,4.124626382901348e-11,None,None,None,None,  , , , ,,
1085, ,1.1937766417144369,5.878016072274923e-11,None,None,None,None,  , , , ,,
1086, ,1.1937766417144369,8.376776400682924e-11,None,None,None,None,  , , , ,,
1087, ,1.1937766417144369,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1088, ,1.1937766417144369,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1089, ,1.1937766417144369,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1090, ,1.1937766417144369,3.455107294592218e-10,None,None,None,None,  , , , ,,
1091, ,1.1937766417144369,4.923882631706752e-10,None,None,None,None,  , , , ,,
1092, ,1.1937766417144369,7.017038286703836e-10,None,None,None,None,  , , , ,,
1093, ,1.1937766417144369,1e-09,None,None,None,None,  , , , ,,
1094, ,1.1937766417144369,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1095, ,1.1937766417144369,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1096, ,1.1937766417144369,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1097, ,1.1937766417144369,4.124626382901348e-09,None,None,None,None,  , , , ,,
1098, ,1.1937766417144369,5.878016072274924e-09,None,None,None,None,  , , , ,,
1099, ,1.1937766417144369,8.376776400682925e-09,None,None,None,None,  , , , ,,
1100, ,1.1937766417144369,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1101, ,1.1937766417144369,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1102, ,1.1937766417144369,2.424462017082331e-08,None,None,None,None,  , , , ,,
1103, ,1.1937766417144369,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1104, ,1.1937766417144369,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1105, ,1.1937766417144369,7.017038286703836e-08,None,None,None,None,  , , , ,,
1106, ,1.1937766417144369,1e-07,None,None,None,None,  , , , ,,
1107, ,1.1937766417144369,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1108, ,1.1937766417144369,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1109, ,1.1937766417144369,2.894266124716752e-07,None,None,None,None,  , , , ,,
1110, ,1.1937766417144369,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1111, ,1.1937766417144369,5.878016072274911e-07,None,None,None,None,  , , , ,,
1112, ,1.1937766417144369,8.376776400682924e-07,None,None,None,None,  , , , ,,
1113, ,1.1937766417144369,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1114, ,1.1937766417144369,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1115, ,1.1937766417144369,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1116, ,1.1937766417144369,3.455107294592218e-06,None,None,None,None,  , , , ,,
1117, ,1.1937766417144369,4.923882631706742e-06,None,None,None,None,  , , , ,,
1118, ,1.1937766417144369,7.017038286703837e-06,None,None,None,None,  , , , ,,
1119, ,1.1937766417144369,1e-05,None,None,None,None,  , , , ,,
1120, ,1.4251026703029992,1e-11,None,None,None,None,  , , , ,,
1121, ,1.4251026703029992,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1122, ,1.4251026703029992,2.030917620904739e-11,None,None,None,None,  , , , ,,
1123, ,1.4251026703029992,2.894266124716752e-11,None,None,None,None,  , , , ,,
1124, ,1.4251026703029992,4.124626382901348e-11,None,None,None,None,  , , , ,,
1125, ,1.4251026703029992,5.878016072274923e-11,None,None,None,None,  , , , ,,
1126, ,1.4251026703029992,8.376776400682924e-11,None,None,None,None,  , , , ,,
1127, ,1.4251026703029992,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1128, ,1.4251026703029992,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1129, ,1.4251026703029992,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1130, ,1.4251026703029992,3.455107294592218e-10,None,None,None,None,  , , , ,,
1131, ,1.4251026703029992,4.923882631706752e-10,None,None,None,None,  , , , ,,
1132, ,1.4251026703029992,7.017038286703836e-10,None,None,None,None,  , , , ,,
1133, ,1.4251026703029992,1e-09,None,None,None,None,  , , , ,,
1134, ,1.4251026703029992,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1135, ,1.4251026703029992,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1136, ,1.4251026703029992,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1137, ,1.4251026703029992,4.124626382901348e-09,None,None,None,None,  , , , ,,
1138, ,1.4251026703029992,5.878016072274924e-09,None,None,None,None,  , , , ,,
1139, ,1.4251026703029992,8.376776400682925e-09,None,None,None,None,  , , , ,,
1140, ,1.4251026703029992,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1141, ,1.4251026703029992,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1142, ,1.4251026703029992,2.424462017082331e-08,None,None,None,None,  , , , ,,
1143, ,1.4251026703029992,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1144, ,1.4251026703029992,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1145, ,1.4251026703029992,7.017038286703836e-08,None,None,None,None,  , , , ,,
1146, ,1.4251026703029992,1e-07,None,None,None,None,  , , , ,,
1147, ,1.4251026703029992,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1148, ,1.4251026703029992,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1149, ,1.4251026703029992,2.894266124716752e-07,None,None,None,None,  , , , ,,
1150, ,1.4251026703029992,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1151, ,1.4251026703029992,5.878016072274911e-07,None,None,None,None,  , , , ,,
1152, ,1.4251026703029992,8.376776400682924e-07,None,None,None,None,  , , , ,,
1153, ,1.4251026703029992,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1154, ,1.4251026703029992,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1155, ,1.4251026703029992,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1156, ,1.4251026703029992,3.455107294592218e-06,None,None,None,None,  , , , ,,
1157, ,1.4251026703029992,4.923882631706742e-06,None,None,None,None,  , , , ,,
1158, ,1.4251026703029992,7.017038286703837e-06,None,None,None,None,  , , , ,,
1159, ,1.4251026703029992,1e-05,None,None,None,None,  , , , ,,
1160, ,1.7012542798525891,1e-11,None,None,None,None,  , , , ,,
1161, ,1.7012542798525891,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1162, ,1.7012542798525891,2.030917620904739e-11,None,None,None,None,  , , , ,,
1163, ,1.7012542798525891,2.894266124716752e-11,None,None,None,None,  , , , ,,
1164, ,1.7012542798525891,4.124626382901348e-11,None,None,None,None,  , , , ,,
1165, ,1.7012542798525891,5.878016072274923e-11,None,None,None,None,  , , , ,,
1166, ,1.7012542798525891,8.376776400682924e-11,None,None,None,None,  , , , ,,
1167, ,1.7012542798525891,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1168, ,1.7012542798525891,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1169, ,1.7012542798525891,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1170, ,1.7012542798525891,3.455107294592218e-10,None,None,None,None,  , , , ,,
1171, ,1.7012542798525891,4.923882631706752e-10,None,None,None,None,  , , , ,,
1172, ,1.7012542798525891,7.017038286703836e-10,None,None,None,None,  , , , ,,
1173, ,1.7012542798525891,1e-09,None,None,None,None,  , , , ,,
1174, ,1.7012542798525891,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1175, ,1.7012542798525891,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1176, ,1.7012542798525891,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1177, ,1.7012542798525891,4.124626382901348e-09,None,None,None,None,  , , , ,,
1178, ,1.7012542798525891,5.878016072274924e-09,None,None,None,None,  , , , ,,
1179, ,1.7012542798525891,8.376776400682925e-09,None,None,None,None,  , , , ,,
1180, ,1.7012542798525891,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1181, ,1.7012542798525891,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1182, ,1.7012542798525891,2.424462017082331e-08,None,None,None,None,  , , , ,,
1183, ,1.7012542798525891,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1184, ,1.7012542798525891,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1185, ,1.7012542798525891,7.017038286703836e-08,None,None,None,None,  , , , ,,
1186, ,1.7012542798525891,1e-07,None,None,None,None,  , , , ,,
1187, ,1.7012542798525891,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1188, ,1.7012542798525891,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1189, ,1.7012542798525891,2.894266124716752e-07,None,None,None,None,  , , , ,,
1190, ,1.7012542798525891,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1191, ,1.7012542798525891,5.878016072274911e-07,None,None,None,None,  , , , ,,
1192, ,1.7012542798525891,8.376776400682924e-07,None,None,None,None,  , , , ,,
1193, ,1.7012542798525891,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1194, ,1.7012542798525891,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1195, ,1.7012542798525891,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1196, ,1.7012542798525891,3.455107294592218e-06,None,None,None,None,  , , , ,,
1197, ,1.7012542798525891,4.923882631706742e-06,None,None,None,None,  , , , ,,
1198, ,1.7012542798525891,7.017038286703837e-06,None,None,None,None,  , , , ,,
1199, ,1.7012542798525891,1e-05,None,None,None,None,  , , , ,,
1200, ,2.030917620904737,1e-11,None,None,None,None,  , , , ,,
1201, ,2.030917620904737,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1202, ,2.030917620904737,2.030917620904739e-11,None,None,None,None,  , , , ,,
1203, ,2.030917620904737,2.894266124716752e-11,None,None,None,None,  , , , ,,
1204, ,2.030917620904737,4.124626382901348e-11,None,None,None,None,  , , , ,,
1205, ,2.030917620904737,5.878016072274923e-11,None,None,None,None,  , , , ,,
1206, ,2.030917620904737,8.376776400682924e-11,None,None,None,None,  , , , ,,
1207, ,2.030917620904737,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1208, ,2.030917620904737,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1209, ,2.030917620904737,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1210, ,2.030917620904737,3.455107294592218e-10,None,None,None,None,  , , , ,,
1211, ,2.030917620904737,4.923882631706752e-10,None,None,None,None,  , , , ,,
1212, ,2.030917620904737,7.017038286703836e-10,None,None,None,None,  , , , ,,
1213, ,2.030917620904737,1e-09,None,None,None,None,  , , , ,,
1214, ,2.030917620904737,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1215, ,2.030917620904737,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1216, ,2.030917620904737,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1217, ,2.030917620904737,4.124626382901348e-09,None,None,None,None,  , , , ,,
1218, ,2.030917620904737,5.878016072274924e-09,None,None,None,None,  , , , ,,
1219, ,2.030917620904737,8.376776400682925e-09,None,None,None,None,  , , , ,,
1220, ,2.030917620904737,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1221, ,2.030917620904737,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1222, ,2.030917620904737,2.424462017082331e-08,None,None,None,None,  , , , ,,
1223, ,2.030917620904737,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1224, ,2.030917620904737,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1225, ,2.030917620904737,7.017038286703836e-08,None,None,None,None,  , , , ,,
1226, ,2.030917620904737,1e-07,None,None,None,None,  , , , ,,
1227, ,2.030917620904737,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1228, ,2.030917620904737,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1229, ,2.030917620904737,2.894266124716752e-07,None,None,None,None,  , , , ,,
1230, ,2.030917620904737,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1231, ,2.030917620904737,5.878016072274911e-07,None,None,None,None,  , , , ,,
1232, ,2.030917620904737,8.376776400682924e-07,None,None,None,None,  , , , ,,
1233, ,2.030917620904737,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1234, ,2.030917620904737,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1235, ,2.030917620904737,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1236, ,2.030917620904737,3.455107294592218e-06,None,None,None,None,  , , , ,,
1237, ,2.030917620904737,4.923882631706742e-06,None,None,None,None,  , , , ,,
1238, ,2.030917620904737,7.017038286703837e-06,None,None,None,None,  , , , ,,
1239, ,2.030917620904737,1e-05,None,None,None,None,  , , , ,,
1240, ,2.424462017082328,1e-11,None,None,None,None,  , , , ,,
1241, ,2.424462017082328,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1242, ,2.424462017082328,2.030917620904739e-11,None,None,None,None,  , , , ,,
1243, ,2.424462017082328,2.894266124716752e-11,None,None,None,None,  , , , ,,
1244, ,2.424462017082328,4.124626382901348e-11,None,None,None,None,  , , , ,,
1245, ,2.424462017082328,5.878016072274923e-11,None,None,None,None,  , , , ,,
1246, ,2.424462017082328,8.376776400682924e-11,None,None,None,None,  , , , ,,
1247, ,2.424462017082328,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1248, ,2.424462017082328,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1249, ,2.424462017082328,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1250, ,2.424462017082328,3.455107294592218e-10,None,None,None,None,  , , , ,,
1251, ,2.424462017082328,4.923882631706752e-10,None,None,None,None,  , , , ,,
1252, ,2.424462017082328,7.017038286703836e-10,None,None,None,None,  , , , ,,
1253, ,2.424462017082328,1e-09,None,None,None,None,  , , , ,,
1254, ,2.424462017082328,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1255, ,2.424462017082328,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1256, ,2.424462017082328,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1257, ,2.424462017082328,4.124626382901348e-09,None,None,None,None,  , , , ,,
1258, ,2.424462017082328,5.878016072274924e-09,None,None,None,None,  , , , ,,
1259, ,2.424462017082328,8.376776400682925e-09,None,None,None,None,  , , , ,,
1260, ,2.424462017082328,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1261, ,2.424462017082328,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1262, ,2.424462017082328,2.424462017082331e-08,None,None,None,None,  , , , ,,
1263, ,2.424462017082328,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1264, ,2.424462017082328,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1265, ,2.424462017082328,7.017038286703836e-08,None,None,None,None,  , , , ,,
1266, ,2.424462017082328,1e-07,None,None,None,None,  , , , ,,
1267, ,2.424462017082328,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1268, ,2.424462017082328,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1269, ,2.424462017082328,2.894266124716752e-07,None,None,None,None,  , , , ,,
1270, ,2.424462017082328,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1271, ,2.424462017082328,5.878016072274911e-07,None,None,None,None,  , , , ,,
1272, ,2.424462017082328,8.376776400682924e-07,None,None,None,None,  , , , ,,
1273, ,2.424462017082328,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1274, ,2.424462017082328,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1275, ,2.424462017082328,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1276, ,2.424462017082328,3.455107294592218e-06,None,None,None,None,  , , , ,,
1277, ,2.424462017082328,4.923882631706742e-06,None,None,None,None,  , , , ,,
1278, ,2.424462017082328,7.017038286703837e-06,None,None,None,None,  , , , ,,
1279, ,2.424462017082328,1e-05,None,None,None,None,  , , , ,,
1280, ,2.8942661247167516,1e-11,None,None,None,None,  , , , ,,
1281, ,2.8942661247167516,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1282, ,2.8942661247167516,2.030917620904739e-11,None,None,None,None,  , , , ,,
1283, ,2.8942661247167516,2.894266124716752e-11,None,None,None,None,  , , , ,,
1284, ,2.8942661247167516,4.124626382901348e-11,None,None,None,None,  , , , ,,
1285, ,2.8942661247167516,5.878016072274923e-11,None,None,None,None,  , , , ,,
1286, ,2.8942661247167516,8.376776400682924e-11,None,None,None,None,  , , , ,,
1287, ,2.8942661247167516,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1288, ,2.8942661247167516,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1289, ,2.8942661247167516,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1290, ,2.8942661247167516,3.455107294592218e-10,None,None,None,None,  , , , ,,
1291, ,2.8942661247167516,4.923882631706752e-10,None,None,None,None,  , , , ,,
1292, ,2.8942661247167516,7.017038286703836e-10,None,None,None,None,  , , , ,,
1293, ,2.8942661247167516,1e-09,None,None,None,None,  , , , ,,
1294, ,2.8942661247167516,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1295, ,2.8942661247167516,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1296, ,2.8942661247167516,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1297, ,2.8942661247167516,4.124626382901348e-09,None,None,None,None,  , , , ,,
1298, ,2.8942661247167516,5.878016072274924e-09,None,None,None,None,  , , , ,,
1299, ,2.8942661247167516,8.376776400682925e-09,None,None,None,None,  , , , ,,
1300, ,2.8942661247167516,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1301, ,2.8942661247167516,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1302, ,2.8942661247167516,2.424462017082331e-08,None,None,None,None,  , , , ,,
1303, ,2.8942661247167516,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1304, ,2.8942661247167516,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1305, ,2.8942661247167516,7.017038286703836e-08,None,None,None,None,  , , , ,,
1306, ,2.8942661247167516,1e-07,None,None,None,None,  , , , ,,
1307, ,2.8942661247167516,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1308, ,2.8942661247167516,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1309, ,2.8942661247167516,2.894266124716752e-07,None,None,None,None,  , , , ,,
1310, ,2.8942661247167516,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1311, ,2.8942661247167516,5.878016072274911e-07,None,None,None,None,  , , , ,,
1312, ,2.8942661247167516,8.376776400682924e-07,None,None,None,None,  , , , ,,
1313, ,2.8942661247167516,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1314, ,2.8942661247167516,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1315, ,2.8942661247167516,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1316, ,2.8942661247167516,3.455107294592218e-06,None,None,None,None,  , , , ,,
1317, ,2.8942661247167516,4.923882631706742e-06,None,None,None,None,  , , , ,,
1318, ,2.8942661247167516,7.017038286703837e-06,None,None,None,None,  , , , ,,
1319, ,2.8942661247167516,1e-05,None,None,None,None,  , , , ,,
1320, ,3.4551072945922217,1e-11,None,None,None,None,  , , , ,,
1321, ,3.4551072945922217,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1322, ,3.4551072945922217,2.030917620904739e-11,None,None,None,None,  , , , ,,
1323, ,3.4551072945922217,2.894266124716752e-11,None,None,None,None,  , , , ,,
1324, ,3.4551072945922217,4.124626382901348e-11,None,None,None,None,  , , , ,,
1325, ,3.4551072945922217,5.878016072274923e-11,None,None,None,None,  , , , ,,
1326, ,3.4551072945922217,8.376776400682924e-11,None,None,None,None,  , , , ,,
1327, ,3.4551072945922217,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1328, ,3.4551072945922217,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1329, ,3.4551072945922217,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1330, ,3.4551072945922217,3.455107294592218e-10,None,None,None,None,  , , , ,,
1331, ,3.4551072945922217,4.923882631706752e-10,None,None,None,None,  , , , ,,
1332, ,3.4551072945922217,7.017038286703836e-10,None,None,None,None,  , , , ,,
1333, ,3.4551072945922217,1e-09,None,None,None,None,  , , , ,,
1334, ,3.4551072945922217,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1335, ,3.4551072945922217,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1336, ,3.4551072945922217,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1337, ,3.4551072945922217,4.124626382901348e-09,None,None,None,None,  , , , ,,
1338, ,3.4551072945922217,5.878016072274924e-09,None,None,None,None,  , , , ,,
1339, ,3.4551072945922217,8.376776400682925e-09,None,None,None,None,  , , , ,,
1340, ,3.4551072945922217,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1341, ,3.4551072945922217,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1342, ,3.4551072945922217,2.424462017082331e-08,None,None,None,None,  , , , ,,
1343, ,3.4551072945922217,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1344, ,3.4551072945922217,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1345, ,3.4551072945922217,7.017038286703836e-08,None,None,None,None,  , , , ,,
1346, ,3.4551072945922217,1e-07,None,None,None,None,  , , , ,,
1347, ,3.4551072945922217,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1348, ,3.4551072945922217,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1349, ,3.4551072945922217,2.894266124716752e-07,None,None,None,None,  , , , ,,
1350, ,3.4551072945922217,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1351, ,3.4551072945922217,5.878016072274911e-07,None,None,None,None,  , , , ,,
1352, ,3.4551072945922217,8.376776400682924e-07,None,None,None,None,  , , , ,,
1353, ,3.4551072945922217,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1354, ,3.4551072945922217,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1355, ,3.4551072945922217,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1356, ,3.4551072945922217,3.455107294592218e-06,None,None,None,None,  , , , ,,
1357, ,3.4551072945922217,4.923882631706742e-06,None,None,None,None,  , , , ,,
1358, ,3.4551072945922217,7.017038286703837e-06,None,None,None,None,  , , , ,,
1359, ,3.4551072945922217,1e-05,None,None,None,None,  , , , ,,
1360, ,4.1246263829013525,1e-11,None,None,None,None,  , , , ,,
1361, ,4.1246263829013525,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1362, ,4.1246263829013525,2.030917620904739e-11,None,None,None,None,  , , , ,,
1363, ,4.1246263829013525,2.894266124716752e-11,None,None,None,None,  , , , ,,
1364, ,4.1246263829013525,4.124626382901348e-11,None,None,None,None,  , , , ,,
1365, ,4.1246263829013525,5.878016072274923e-11,None,None,None,None,  , , , ,,
1366, ,4.1246263829013525,8.376776400682924e-11,None,None,None,None,  , , , ,,
1367, ,4.1246263829013525,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1368, ,4.1246263829013525,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1369, ,4.1246263829013525,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1370, ,4.1246263829013525,3.455107294592218e-10,None,None,None,None,  , , , ,,
1371, ,4.1246263829013525,4.923882631706752e-10,None,None,None,None,  , , , ,,
1372, ,4.1246263829013525,7.017038286703836e-10,None,None,None,None,  , , , ,,
1373, ,4.1246263829013525,1e-09,None,None,None,None,  , , , ,,
1374, ,4.1246263829013525,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1375, ,4.1246263829013525,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1376, ,4.1246263829013525,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1377, ,4.1246263829013525,4.124626382901348e-09,None,None,None,None,  , , , ,,
1378, ,4.1246263829013525,5.878016072274924e-09,None,None,None,None,  , , , ,,
1379, ,4.1246263829013525,8.376776400682925e-09,None,None,None,None,  , , , ,,
1380, ,4.1246263829013525,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1381, ,4.1246263829013525,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1382, ,4.1246263829013525,2.424462017082331e-08,None,None,None,None,  , , , ,,
1383, ,4.1246263829013525,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1384, ,4.1246263829013525,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1385, ,4.1246263829013525,7.017038286703836e-08,None,None,None,None,  , , , ,,
1386, ,4.1246263829013525,1e-07,None,None,None,None,  , , , ,,
