Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,LiveTime[s]SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5],LiveTime[s],SommerfeldFile
338, ,0.04124626382901352,5.878016072274924e-09,None,None,None,None,  , , , ,,
339, ,0.04124626382901352,8.376776400682925e-09,None,None,None,None,  , , , ,,
340, ,0.04124626382901352,1.1937766417144358e-08,None,None,None,None,  , , , ,,
341, ,0.04124626382901352,1.7012542798525893e-08,None,None,None,None,  , , , ,,
342, ,0.04124626382901352,2.424462017082331e-08,None,None,None,None,  , , , ,,
343, ,0.04124626382901352,3.4551072945922184e-08,None,None,None,None,  , , , ,,
344, ,0.04124626382901352,4.9238826317067414e-08,None,None,None,None,  , , , ,,
345, ,0.04124626382901352,7.017038286703836e-08,None,None,None,None,  , , , ,,
346, ,0.04124626382901352,1e-07,None,None,None,None,  , , , ,,
347, ,0.04124626382901352,1.4251026703029992e-07,None,None,None,None,  , , , ,,
348, ,0.04124626382901352,2.0309176209047388e-07,None,None,None,None,  , , , ,,
349, ,0.04124626382901352,2.894266124716752e-07,None,None,None,None,  , , , ,,
350, ,0.04124626382901352,4.1246263829013564e-07,None,None,None,None,  , , , ,,
351, ,0.04124626382901352,5.878016072274911e-07,None,None,None,None,  , , , ,,
352, ,0.04124626382901352,8.376776400682924e-07,None,None,None,None,  , , , ,,
353, ,0.04124626382901352,1.1937766417144382e-06,None,None,None,None,  , , , ,,
354, ,0.04124626382901352,1.7012542798525892e-06,None,None,None,None,  , , , ,,
355, ,0.04124626382901352,2.4244620170823308e-06,None,None,None,None,  , , , ,,
356, ,0.04124626382901352,3.455107294592218e-06,None,None,None,None,  , , , ,,
357, ,0.04124626382901352,4.923882631706742e-06,None,None,None,None,  , , , ,,
358, ,0.04124626382901352,7.017038286703837e-06,None,None,None,None,  , , , ,,
359, ,0.04124626382901352,1e-05,None,None,None,None,  , , , ,,
360, ,0.04923882631706739,1e-11,None,None,None,None,  , , , ,,
361, ,0.04923882631706739,1.4251026703029963e-11,None,None,None,None,  , , , ,,
362, ,0.04923882631706739,2.030917620904739e-11,None,None,None,None,  , , , ,,
363, ,0.04923882631706739,2.894266124716752e-11,None,None,None,None,  , , , ,,
364, ,0.04923882631706739,4.124626382901348e-11,None,None,None,None,  , , , ,,
365, ,0.04923882631706739,5.878016072274923e-11,None,None,None,None,  , , , ,,
366, ,0.04923882631706739,8.376776400682924e-11,None,None,None,None,  , , , ,,
367, ,0.04923882631706739,1.1937766417144357e-10,None,None,None,None,  , , , ,,
368, ,0.04923882631706739,1.7012542798525856e-10,None,None,None,None,  , , , ,,
369, ,0.04923882631706739,2.4244620170823307e-10,None,None,None,None,  , , , ,,
370, ,0.04923882631706739,3.455107294592218e-10,None,None,None,None,  , , , ,,
371, ,0.04923882631706739,4.923882631706752e-10,None,None,None,None,  , , , ,,
372, ,0.04923882631706739,7.017038286703836e-10,None,None,None,None,  , , , ,,
373, ,0.04923882631706739,1e-09,None,None,None,None,  , , , ,,
374, ,0.04923882631706739,1.4251026703029963e-09,None,None,None,None,  , , , ,,
375, ,0.04923882631706739,2.0309176209047387e-09,None,None,None,None,  , , , ,,
376, ,0.04923882631706739,2.8942661247167516e-09,None,None,None,None,  , , , ,,
377, ,0.04923882631706739,4.124626382901348e-09,None,None,None,None,  , , , ,,
378, ,0.04923882631706739,5.878016072274924e-09,None,None,None,None,  , , , ,,
379, ,0.04923882631706739,8.376776400682925e-09,None,None,None,None,  , , , ,,
380, ,0.04923882631706739,1.1937766417144358e-08,None,None,None,None,  , , , ,,
381, ,0.04923882631706739,1.7012542798525893e-08,None,None,None,None,  , , , ,,
382, ,0.04923882631706739,2.424462017082331e-08,None,None,None,None,  , , , ,,
383, ,0.04923882631706739,3.4551072945922184e-08,None,None,None,None,  , , , ,,
384, ,0.04923882631706739,4.9238826317067414e-08,None,None,None,None,  , , , ,,
385, ,0.04923882631706739,7.017038286703836e-08,None,None,None,None,  , , , ,,
386, ,0.04923882631706739,1e-07,None,None,None,None,  , , , ,,
387, ,0.04923882631706739,1.4251026703029992e-07,None,None,None,None,  , , , ,,
388, ,0.04923882631706739,2.0309176209047388e-07,None,None,None,None,  , , , ,,
389, ,0.04923882631706739,2.894266124716752e-07,None,None,None,None,  , , , ,,
390, ,0.04923882631706739,4.1246263829013564e-07,None,None,None,None,  , , , ,,
391, ,0.04923882631706739,5.878016072274911e-07,None,None,None,None,  , , , ,,
392, ,0.04923882631706739,8.376776400682924e-07,None,None,None,None,  , , , ,,
393, ,0.04923882631706739,1.1937766417144382e-06,None,None,None,None,  , , , ,,
394, ,0.04923882631706739,1.7012542798525892e-06,None,None,None,None,  , , , ,,
395, ,0.04923882631706739,2.4244620170823308e-06,None,None,None,None,  , , , ,,
396, ,0.04923882631706739,3.455107294592218e-06,None,None,None,None,  , , , ,,
397, ,0.04923882631706739,4.923882631706742e-06,None,None,None,None,  , , , ,,
398, ,0.04923882631706739,7.017038286703837e-06,None,None,None,None,  , , , ,,
399, ,0.04923882631706739,1e-05,None,None,None,None,  , , , ,,
400, ,0.05878016072274912,1e-11,None,None,None,None,  , , , ,,
401, ,0.05878016072274912,1.4251026703029963e-11,None,None,None,None,  , , , ,,
402, ,0.05878016072274912,2.030917620904739e-11,None,None,None,None,  , , , ,,
403, ,0.05878016072274912,2.894266124716752e-11,None,None,None,None,  , , , ,,
404, ,0.05878016072274912,4.124626382901348e-11,None,None,None,None,  , , , ,,
405, ,0.05878016072274912,5.878016072274923e-11,None,None,None,None,  , , , ,,
406, ,0.05878016072274912,8.376776400682924e-11,None,None,None,None,  , , , ,,
407, ,0.05878016072274912,1.1937766417144357e-10,None,None,None,None,  , , , ,,
408, ,0.05878016072274912,1.7012542798525856e-10,None,None,None,None,  , , , ,,
409, ,0.05878016072274912,2.4244620170823307e-10,None,None,None,None,  , , , ,,
410, ,0.05878016072274912,3.455107294592218e-10,None,None,None,None,  , , , ,,
411, ,0.05878016072274912,4.923882631706752e-10,None,None,None,None,  , , , ,,
412, ,0.05878016072274912,7.017038286703836e-10,None,None,None,None,  , , , ,,
413, ,0.05878016072274912,1e-09,None,None,None,None,  , , , ,,
414, ,0.05878016072274912,1.4251026703029963e-09,None,None,None,None,  , , , ,,
415, ,0.05878016072274912,2.0309176209047387e-09,None,None,None,None,  , , , ,,
416, ,0.05878016072274912,2.8942661247167516e-09,None,None,None,None,  , , , ,,
417, ,0.05878016072274912,4.124626382901348e-09,None,None,None,None,  , , , ,,
418, ,0.05878016072274912,5.878016072274924e-09,None,None,None,None,  , , , ,,
419, ,0.05878016072274912,8.376776400682925e-09,None,None,None,None,  , , , ,,
420, ,0.05878016072274912,1.1937766417144358e-08,None,None,None,None,  , , , ,,
421, ,0.05878016072274912,1.7012542798525893e-08,None,None,None,None,  , , , ,,
422, ,0.05878016072274912,2.424462017082331e-08,None,None,None,None,  , , , ,,
423, ,0.05878016072274912,3.4551072945922184e-08,None,None,None,None,  , , , ,,
424, ,0.05878016072274912,4.9238826317067414e-08,None,None,None,None,  , , , ,,
425, ,0.05878016072274912,7.017038286703836e-08,None,None,None,None,  , , , ,,
426, ,0.05878016072274912,1e-07,None,None,None,None,  , , , ,,
427, ,0.05878016072274912,1.4251026703029992e-07,None,None,None,None,  , , , ,,
428, ,0.05878016072274912,2.0309176209047388e-07,None,None,None,None,  , , , ,,
429, ,0.05878016072274912,2.894266124716752e-07,None,None,None,None,  , , , ,,
430, ,0.05878016072274912,4.1246263829013564e-07,None,None,None,None,  , , , ,,
431, ,0.05878016072274912,5.878016072274911e-07,None,None,None,None,  , , , ,,
432, ,0.05878016072274912,8.376776400682924e-07,None,None,None,None,  , , , ,,
433, ,0.05878016072274912,1.1937766417144382e-06,None,None,None,None,  , , , ,,
434, ,0.05878016072274912,1.7012542798525892e-06,None,None,None,None,  , , , ,,
435, ,0.05878016072274912,2.4244620170823308e-06,None,None,None,None,  , , , ,,
436, ,0.05878016072274912,3.455107294592218e-06,None,None,None,None,  , , , ,,
437, ,0.05878016072274912,4.923882631706742e-06,None,None,None,None,  , , , ,,
438, ,0.05878016072274912,7.017038286703837e-06,None,None,None,None,  , , , ,,
439, ,0.05878016072274912,1e-05,None,None,None,None,  , , , ,,
440, ,0.07017038286703829,1e-11,None,None,None,None,  , , , ,,
441, ,0.07017038286703829,1.4251026703029963e-11,None,None,None,None,  , , , ,,
442, ,0.07017038286703829,2.030917620904739e-11,None,None,None,None,  , , , ,,
443, ,0.07017038286703829,2.894266124716752e-11,None,None,None,None,  , , , ,,
444, ,0.07017038286703829,4.124626382901348e-11,None,None,None,None,  , , , ,,
445, ,0.07017038286703829,5.878016072274923e-11,None,None,None,None,  , , , ,,
446, ,0.07017038286703829,8.376776400682924e-11,None,None,None,None,  , , , ,,
447, ,0.07017038286703829,1.1937766417144357e-10,None,None,None,None,  , , , ,,
448, ,0.07017038286703829,1.7012542798525856e-10,None,None,None,None,  , , , ,,
449, ,0.07017038286703829,2.4244620170823307e-10,None,None,None,None,  , , , ,,
450, ,0.07017038286703829,3.455107294592218e-10,None,None,None,None,  , , , ,,
451, ,0.07017038286703829,4.923882631706752e-10,None,None,None,None,  , , , ,,
452, ,0.07017038286703829,7.017038286703836e-10,None,None,None,None,  , , , ,,
453, ,0.07017038286703829,1e-09,None,None,None,None,  , , , ,,
454, ,0.07017038286703829,1.4251026703029963e-09,None,None,None,None,  , , , ,,
455, ,0.07017038286703829,2.0309176209047387e-09,None,None,None,None,  , , , ,,
456, ,0.07017038286703829,2.8942661247167516e-09,None,None,None,None,  , , , ,,
457, ,0.07017038286703829,4.124626382901348e-09,None,None,None,None,  , , , ,,
458, ,0.07017038286703829,5.878016072274924e-09,None,None,None,None,  , , , ,,
459, ,0.07017038286703829,8.376776400682925e-09,None,None,None,None,  , , , ,,
460, ,0.07017038286703829,1.1937766417144358e-08,None,None,None,None,  , , , ,,
461, ,0.07017038286703829,1.7012542798525893e-08,None,None,None,None,  , , , ,,
462, ,0.07017038286703829,2.424462017082331e-08,None,None,None,None,  , , , ,,
463, ,0.07017038286703829,3.4551072945922184e-08,None,None,None,None,  , , , ,,
464, ,0.07017038286703829,4.9238826317067414e-08,None,None,None,None,  , , , ,,
465, ,0.07017038286703829,7.017038286703836e-08,None,None,None,None,  , , , ,,
466, ,0.07017038286703829,1e-07,None,None,None,None,  , , , ,,
467, ,0.07017038286703829,1.4251026703029992e-07,None,None,None,None,  , , , ,,
468, ,0.07017038286703829,2.0309176209047388e-07,None,None,None,None,  , , , ,,
469, ,0.07017038286703829,2.894266124716752e-07,None,None,None,None,  , , , ,,
470, ,0.07017038286703829,4.1246263829013564e-07,None,None,None,None,  , , , ,,
471, ,0.07017038286703829,5.878016072274911e-07,None,None,None,None,  , , , ,,
472, ,0.07017038286703829,8.376776400682924e-07,None,None,None,None,  , , , ,,
473, ,0.07017038286703829,1.1937766417144382e-06,None,None,None,None,  , , , ,,
474, ,0.07017038286703829,1.7012542798525892e-06,None,None,None,None,  , , , ,,
475, ,0.07017038286703829,2.4244620170823308e-06,None,None,None,None,  , , , ,,
476, ,0.07017038286703829,3.455107294592218e-06,None,None,None,None,  , , , ,,
477, ,0.07017038286703829,4.923882631706742e-06,None,None,None,None,  , , , ,,
478, ,0.07017038286703829,7.017038286703837e-06,None,None,None,None,  , , , ,,
479, ,0.07017038286703829,1e-05,None,None,None,None,  , , , ,,
480, ,0.0837677640068292,1e-11,None,None,None,None,  , , , ,,
481, ,0.0837677640068292,1.4251026703029963e-11,None,None,None,None,  , , , ,,
482, ,0.0837677640068292,2.030917620904739e-11,None,None,None,None,  , , , ,,
483, ,0.0837677640068292,2.894266124716752e-11,None,None,None,None,  , , , ,,
484, ,0.0837677640068292,4.124626382901348e-11,None,None,None,None,  , , , ,,
485, ,0.0837677640068292,5.878016072274923e-11,None,None,None,None,  , , , ,,
486, ,0.0837677640068292,8.376776400682924e-11,None,None,None,None,  , , , ,,
487, ,0.0837677640068292,1.1937766417144357e-10,None,None,None,None,  , , , ,,
488, ,0.0837677640068292,1.7012542798525856e-10,None,None,None,None,  , , , ,,
489, ,0.0837677640068292,2.4244620170823307e-10,None,None,None,None,  , , , ,,
490, ,0.0837677640068292,3.455107294592218e-10,None,None,None,None,  , , , ,,
491, ,0.0837677640068292,4.923882631706752e-10,None,None,None,None,  , , , ,,
492, ,0.0837677640068292,7.017038286703836e-10,None,None,None,None,  , , , ,,
493, ,0.0837677640068292,1e-09,None,None,None,None,  , , , ,,
494, ,0.0837677640068292,1.4251026703029963e-09,None,None,None,None,  , , , ,,
495, ,0.0837677640068292,2.0309176209047387e-09,None,None,None,None,  , , , ,,
496, ,0.0837677640068292,2.8942661247167516e-09,None,None,None,None,  , , , ,,
497, ,0.0837677640068292,4.124626382901348e-09,None,None,None,None,  , , , ,,
498, ,0.0837677640068292,5.878016072274924e-09,None,None,None,None,  , , , ,,
499, ,0.0837677640068292,8.376776400682925e-09,None,None,None,None,  , , , ,,
500, ,0.0837677640068292,1.1937766417144358e-08,None,None,None,None,  , , , ,,
501, ,0.0837677640068292,1.7012542798525893e-08,None,None,None,None,  , , , ,,
502, ,0.0837677640068292,2.424462017082331e-08,None,None,None,None,  , , , ,,
503, ,0.0837677640068292,3.4551072945922184e-08,None,None,None,None,  , , , ,,
504, ,0.0837677640068292,4.9238826317067414e-08,None,None,None,None,  , , , ,,
505, ,0.0837677640068292,7.017038286703836e-08,None,None,None,None,  , , , ,,
506, ,0.0837677640068292,1e-07,None,None,None,None,  , , , ,,
507, ,0.0837677640068292,1.4251026703029992e-07,None,None,None,None,  , , , ,,
508, ,0.0837677640068292,2.0309176209047388e-07,None,None,None,None,  , , , ,,
509, ,0.0837677640068292,2.894266124716752e-07,None,None,None,None,  , , , ,,
510, ,0.0837677640068292,4.1246263829013564e-07,None,None,None,None,  , , , ,,
511, ,0.0837677640068292,5.878016072274911e-07,None,None,None,None,  , , , ,,
512, ,0.0837677640068292,8.376776400682924e-07,None,None,None,None,  , , , ,,
513, ,0.0837677640068292,1.1937766417144382e-06,None,None,None,None,  , , , ,,
514, ,0.0837677640068292,1.7012542798525892e-06,None,None,None,None,  , , , ,,
515, ,0.0837677640068292,2.4244620170823308e-06,None,None,None,None,  , , , ,,
516, ,0.0837677640068292,3.455107294592218e-06,None,None,None,None,  , , , ,,
517, ,0.0837677640068292,4.923882631706742e-06,None,None,None,None,  , , , ,,
518, ,0.0837677640068292,7.017038286703837e-06,None,None,None,None,  , , , ,,
519, ,0.0837677640068292,1e-05,None,None,None,None,  , , , ,,
520, ,0.1,1e-11,None,None,None,None,  , , , ,,
521, ,0.1,1.4251026703029963e-11,None,None,None,None,  , , , ,,
522, ,0.1,2.030917620904739e-11,None,None,None,None,  , , , ,,
523, ,0.1,2.894266124716752e-11,None,None,None,None,  , , , ,,
524, ,0.1,4.124626382901348e-11,None,None,None,None,  , , , ,,
525, ,0.1,5.878016072274923e-11,None,None,None,None,  , , , ,,
526, ,0.1,8.376776400682924e-11,None,None,None,None,  , , , ,,
527, ,0.1,1.1937766417144357e-10,None,None,None,None,  , , , ,,
528, ,0.1,1.7012542798525856e-10,None,None,None,None,  , , , ,,
529, ,0.1,2.4244620170823307e-10,None,None,None,None,  , , , ,,
530, ,0.1,3.455107294592218e-10,None,None,None,None,  , , , ,,
531, ,0.1,4.923882631706752e-10,None,None,None,None,  , , , ,,
532, ,0.1,7.017038286703836e-10,None,None,None,None,  , , , ,,
533, ,0.1,1e-09,None,None,None,None,  , , , ,,
534, ,0.1,1.4251026703029963e-09,None,None,None,None,  , , , ,,
535, ,0.1,2.0309176209047387e-09,None,None,None,None,  , , , ,,
536, ,0.1,2.8942661247167516e-09,None,None,None,None,  , , , ,,
537, ,0.1,4.124626382901348e-09,None,None,None,None,  , , , ,,
538, ,0.1,5.878016072274924e-09,None,None,None,None,  , , , ,,
539, ,0.1,8.376776400682925e-09,None,None,None,None,  , , , ,,
540, ,0.1,1.1937766417144358e-08,None,None,None,None,  , , , ,,
541, ,0.1,1.7012542798525893e-08,None,None,None,None,  , , , ,,
542, ,0.1,2.424462017082331e-08,None,None,None,None,  , , , ,,
543, ,0.1,3.4551072945922184e-08,None,None,None,None,  , , , ,,
544, ,0.1,4.9238826317067414e-08,None,None,None,None,  , , , ,,
545, ,0.1,7.017038286703836e-08,None,None,None,None,  , , , ,,
546, ,0.1,1e-07,None,None,None,None,  , , , ,,
547, ,0.1,1.4251026703029992e-07,None,None,None,None,  , , , ,,
548, ,0.1,2.0309176209047388e-07,None,None,None,None,  , , , ,,
549, ,0.1,2.894266124716752e-07,None,None,None,None,  , , , ,,
550, ,0.1,4.1246263829013564e-07,None,None,None,None,  , , , ,,
551, ,0.1,5.878016072274911e-07,None,None,None,None,  , , , ,,
552, ,0.1,8.376776400682924e-07,None,None,None,None,  , , , ,,
553, ,0.1,1.1937766417144382e-06,None,None,None,None,  , , , ,,
554, ,0.1,1.7012542798525892e-06,None,None,None,None,  , , , ,,
555, ,0.1,2.4244620170823308e-06,None,None,None,None,  , , , ,,
556, ,0.1,3.455107294592218e-06,None,None,None,None,  , , , ,,
557, ,0.1,4.923882631706742e-06,None,None,None,None,  , , , ,,
558, ,0.1,7.017038286703837e-06,None,None,None,None,  , , , ,,
559, ,0.1,1e-05,None,None,None,None,  , , , ,,
560, ,0.1193776641714437,1e-11,None,None,None,None,  , , , ,,
561, ,0.1193776641714437,1.4251026703029963e-11,None,None,None,None,  , , , ,,
562, ,0.1193776641714437,2.030917620904739e-11,None,None,None,None,  , , , ,,
563, ,0.1193776641714437,2.894266124716752e-11,None,None,None,None,  , , , ,,
564, ,0.1193776641714437,4.124626382901348e-11,None,None,None,None,  , , , ,,
565, ,0.1193776641714437,5.878016072274923e-11,None,None,None,None,  , , , ,,
566, ,0.1193776641714437,8.376776400682924e-11,None,None,None,None,  , , , ,,
567, ,0.1193776641714437,1.1937766417144357e-10,None,None,None,None,  , , , ,,
568, ,0.1193776641714437,1.7012542798525856e-10,None,None,None,None,  , , , ,,
569, ,0.1193776641714437,2.4244620170823307e-10,None,None,None,None,  , , , ,,
570, ,0.1193776641714437,3.455107294592218e-10,None,None,None,None,  , , , ,,
571, ,0.1193776641714437,4.923882631706752e-10,None,None,None,None,  , , , ,,
572, ,0.1193776641714437,7.017038286703836e-10,None,None,None,None,  , , , ,,
573, ,0.1193776641714437,1e-09,None,None,None,None,  , , , ,,
574, ,0.1193776641714437,1.4251026703029963e-09,None,None,None,None,  , , , ,,
575, ,0.1193776641714437,2.0309176209047387e-09,None,None,None,None,  , , , ,,
576, ,0.1193776641714437,2.8942661247167516e-09,None,None,None,None,  , , , ,,
577, ,0.1193776641714437,4.124626382901348e-09,None,None,None,None,  , , , ,,
578, ,0.1193776641714437,5.878016072274924e-09,None,None,None,None,  , , , ,,
579, ,0.1193776641714437,8.376776400682925e-09,None,None,None,None,  , , , ,,
580, ,0.1193776641714437,1.1937766417144358e-08,None,None,None,None,  , , , ,,
581, ,0.1193776641714437,1.7012542798525893e-08,None,None,None,None,  , , , ,,
582, ,0.1193776641714437,2.424462017082331e-08,None,None,None,None,  , , , ,,
583, ,0.1193776641714437,3.4551072945922184e-08,None,None,None,None,  , , , ,,
584, ,0.1193776641714437,4.9238826317067414e-08,None,None,None,None,  , , , ,,
585, ,0.1193776641714437,7.017038286703836e-08,None,None,None,None,  , , , ,,
586, ,0.1193776641714437,1e-07,None,None,None,None,  , , , ,,
587, ,0.1193776641714437,1.4251026703029992e-07,None,None,None,None,  , , , ,,
588, ,0.1193776641714437,2.0309176209047388e-07,None,None,None,None,  , , , ,,
589, ,0.1193776641714437,2.894266124716752e-07,None,None,None,None,  , , , ,,
590, ,0.1193776641714437,4.1246263829013564e-07,None,None,None,None,  , , , ,,
591, ,0.1193776641714437,5.878016072274911e-07,None,None,None,None,  , , , ,,
592, ,0.1193776641714437,8.376776400682924e-07,None,None,None,None,  , , , ,,
593, ,0.1193776641714437,1.1937766417144382e-06,None,None,None,None,  , , , ,,
594, ,0.1193776641714437,1.7012542798525892e-06,None,None,None,None,  , , , ,,
595, ,0.1193776641714437,2.4244620170823308e-06,None,None,None,None,  , , , ,,
596, ,0.1193776641714437,3.455107294592218e-06,None,None,None,None,  , , , ,,
597, ,0.1193776641714437,4.923882631706742e-06,None,None,None,None,  , , , ,,
598, ,0.1193776641714437,7.017038286703837e-06,None,None,None,None,  , , , ,,
599, ,0.1193776641714437,1e-05,None,None,None,None,  , , , ,,
600, ,0.14251026703029984,1e-11,None,None,None,None,  , , , ,,
601, ,0.14251026703029984,1.4251026703029963e-11,None,None,None,None,  , , , ,,
602, ,0.14251026703029984,2.030917620904739e-11,None,None,None,None,  , , , ,,
603, ,0.14251026703029984,2.894266124716752e-11,None,None,None,None,  , , , ,,
604, ,0.14251026703029984,4.124626382901348e-11,None,None,None,None,  , , , ,,
605, ,0.14251026703029984,5.878016072274923e-11,None,None,None,None,  , , , ,,
606, ,0.14251026703029984,8.376776400682924e-11,None,None,None,None,  , , , ,,
607, ,0.14251026703029984,1.1937766417144357e-10,None,None,None,None,  , , , ,,
608, ,0.14251026703029984,1.7012542798525856e-10,None,None,None,None,  , , , ,,
609, ,0.14251026703029984,2.4244620170823307e-10,None,None,None,None,  , , , ,,
610, ,0.14251026703029984,3.455107294592218e-10,None,None,None,None,  , , , ,,
611, ,0.14251026703029984,4.923882631706752e-10,None,None,None,None,  , , , ,,
612, ,0.14251026703029984,7.017038286703836e-10,None,None,None,None,  , , , ,,
613, ,0.14251026703029984,1e-09,None,None,None,None,  , , , ,,
614, ,0.14251026703029984,1.4251026703029963e-09,None,None,None,None,  , , , ,,
615, ,0.14251026703029984,2.0309176209047387e-09,None,None,None,None,  , , , ,,
616, ,0.14251026703029984,2.8942661247167516e-09,None,None,None,None,  , , , ,,
617, ,0.14251026703029984,4.124626382901348e-09,None,None,None,None,  , , , ,,
618, ,0.14251026703029984,5.878016072274924e-09,None,None,None,None,  , , , ,,
619, ,0.14251026703029984,8.376776400682925e-09,None,None,None,None,  , , , ,,
620, ,0.14251026703029984,1.1937766417144358e-08,None,None,None,None,  , , , ,,
621, ,0.14251026703029984,1.7012542798525893e-08,None,None,None,None,  , , , ,,
622, ,0.14251026703029984,2.424462017082331e-08,None,None,None,None,  , , , ,,
623, ,0.14251026703029984,3.4551072945922184e-08,None,None,None,None,  , , , ,,
624, ,0.14251026703029984,4.9238826317067414e-08,None,None,None,None,  , , , ,,
625, ,0.14251026703029984,7.017038286703836e-08,None,None,None,None,  , , , ,,
626, ,0.14251026703029984,1e-07,None,None,None,None,  , , , ,,
627, ,0.14251026703029984,1.4251026703029992e-07,None,None,None,None,  , , , ,,
628, ,0.14251026703029984,2.0309176209047388e-07,None,None,None,None,  , , , ,,
629, ,0.14251026703029984,2.894266124716752e-07,None,None,None,None,  , , , ,,
630, ,0.14251026703029984,4.1246263829013564e-07,None,None,None,None,  , , , ,,
631, ,0.14251026703029984,5.878016072274911e-07,None,None,None,None,  , , , ,,
632, ,0.14251026703029984,8.376776400682924e-07,None,None,None,None,  , , , ,,
633, ,0.14251026703029984,1.1937766417144382e-06,None,None,None,None,  , , , ,,
634, ,0.14251026703029984,1.7012542798525892e-06,None,None,None,None,  , , , ,,
635, ,0.14251026703029984,2.4244620170823308e-06,None,None,None,None,  , , , ,,
636, ,0.14251026703029984,3.455107294592218e-06,None,None,None,None,  , , , ,,
637, ,0.14251026703029984,4.923882631706742e-06,None,None,None,None,  , , , ,,
638, ,0.14251026703029984,7.017038286703837e-06,None,None,None,None,  , , , ,,
639, ,0.14251026703029984,1e-05,None,None,None,None,  , , , ,,
640, ,0.17012542798525893,1e-11,None,None,None,None,  , , , ,,
641, ,0.17012542798525893,1.4251026703029963e-11,None,None,None,None,  , , , ,,
642, ,0.17012542798525893,2.030917620904739e-11,None,None,None,None,  , , , ,,
643, ,0.17012542798525893,2.894266124716752e-11,None,None,None,None,  , , , ,,
644, ,0.17012542798525893,4.124626382901348e-11,None,None,None,None,  , , , ,,
645, ,0.17012542798525893,5.878016072274923e-11,None,None,None,None,  , , , ,,
646, ,0.17012542798525893,8.376776400682924e-11,None,None,None,None,  , , , ,,
647, ,0.17012542798525893,1.1937766417144357e-10,None,None,None,None,  , , , ,,
648, ,0.17012542798525893,1.7012542798525856e-10,None,None,None,None,  , , , ,,
649, ,0.17012542798525893,2.4244620170823307e-10,None,None,None,None,  , , , ,,
650, ,0.17012542798525893,3.455107294592218e-10,None,None,None,None,  , , , ,,
651, ,0.17012542798525893,4.923882631706752e-10,None,None,None,None,  , , , ,,
652, ,0.17012542798525893,7.017038286703836e-10,None,None,None,None,  , , , ,,
653, ,0.17012542798525893,1e-09,None,None,None,None,  , , , ,,
654, ,0.17012542798525893,1.4251026703029963e-09,None,None,None,None,  , , , ,,
655, ,0.17012542798525893,2.0309176209047387e-09,None,None,None,None,  , , , ,,
656, ,0.17012542798525893,2.8942661247167516e-09,None,None,None,None,  , , , ,,
657, ,0.17012542798525893,4.124626382901348e-09,None,None,None,None,  , , , ,,
658, ,0.17012542798525893,5.878016072274924e-09,None,None,None,None,  , , , ,,
659, ,0.17012542798525893,8.376776400682925e-09,None,None,None,None,  , , , ,,
660, ,0.17012542798525893,1.1937766417144358e-08,None,None,None,None,  , , , ,,
661, ,0.17012542798525893,1.7012542798525893e-08,None,None,None,None,  , , , ,,
662, ,0.17012542798525893,2.424462017082331e-08,None,None,None,None,  , , , ,,
663, ,0.17012542798525893,3.4551072945922184e-08,None,None,None,None,  , , , ,,
664, ,0.17012542798525893,4.9238826317067414e-08,None,None,None,None,  , , , ,,
665, ,0.17012542798525893,7.017038286703836e-08,None,None,None,None,  , , , ,,
666, ,0.17012542798525893,1e-07,None,None,None,None,  , , , ,,
667, ,0.17012542798525893,1.4251026703029992e-07,None,None,None,None,  , , , ,,
668, ,0.17012542798525893,2.0309176209047388e-07,None,None,None,None,  , , , ,,
669, ,0.17012542798525893,2.894266124716752e-07,None,None,None,None,  , , , ,,
670, ,0.17012542798525893,4.1246263829013564e-07,None,None,None,None,  , , , ,,
671, ,0.17012542798525893,5.878016072274911e-07,None,None,None,None,  , , , ,,
672, ,0.17012542798525893,8.376776400682924e-07,None,None,None,None,  , , , ,,
673, ,0.17012542798525893,1.1937766417144382e-06,None,None,None,None,  , , , ,,
674, ,0.17012542798525893,1.7012542798525892e-06,None,None,None,None,  , , , ,,
675, ,0.17012542798525893,2.4244620170823308e-06,None,None,None,None,  , , , ,,
676, ,0.17012542798525893,3.455107294592218e-06,None,None,None,None,  , , , ,,
677, ,0.17012542798525893,4.923882631706742e-06,None,None,None,None,  , , , ,,
678, ,0.17012542798525893,7.017038286703837e-06,None,None,None,None,  , , , ,,
679, ,0.17012542798525893,1e-05,None,None,None,None,  , , , ,,
680, ,0.20309176209047358,1e-11,None,None,None,None,  , , , ,,
681, ,0.20309176209047358,1.4251026703029963e-11,None,None,None,None,  , , , ,,
682, ,0.20309176209047358,2.030917620904739e-11,None,None,None,None,  , , , ,,
683, ,0.20309176209047358,2.894266124716752e-11,None,None,None,None,  , , , ,,
684, ,0.20309176209047358,4.124626382901348e-11,None,None,None,None,  , , , ,,
685, ,0.20309176209047358,5.878016072274923e-11,None,None,None,None,  , , , ,,
686, ,0.20309176209047358,8.376776400682924e-11,None,None,None,None,  , , , ,,
687, ,0.20309176209047358,1.1937766417144357e-10,None,None,None,None,  , , , ,,
688, ,0.20309176209047358,1.7012542798525856e-10,None,None,None,None,  , , , ,,
689, ,0.20309176209047358,2.4244620170823307e-10,None,None,None,None,  , , , ,,
690, ,0.20309176209047358,3.455107294592218e-10,None,None,None,None,  , , , ,,
