Counter,mX[GeV],mA[GeV],ThermAvgSommerfeld,Kappa0[GeV5]
197, ,0.01723830648276083,2040.7737389196552, 
198, ,0.017286022662243064,1810.0727327288625, 
199, ,0.01733387092162459,1616.4312038493654, 
200, ,0.017381851626506784,1452.364015856097, 
201, ,0.017429965143502982,1312.1758744538708, 
202, ,0.017478211840241332,1191.473310821497, 
203, ,0.017526592085367585,1086.824588366255, 
204, ,0.017575106248547922,995.5185855992298, 
205, ,0.017623754700471762,915.3911507229288, 
206, ,0.01767253781285461,844.6982417145707, 
207, ,0.017721455958440897,782.0220185851816, 
208, ,0.01777050951100681,726.2004805657668, 
209, ,0.017819698845363174,676.2741511348456, 
210, ,0.017869024337358284,631.4452590531884, 
211, ,0.017918486363880815,591.0461838420661, 
212, ,0.017968085302862667,554.5148430171258, 
213, ,0.018017821533281863,521.375332366867, 
214, ,0.018067695435165492,491.2225782633077, 
215, ,0.01811770738959249,463.71008080377925, 
216, ,0.018167857778696724,438.54005751340736, 
217, ,0.018218146985669748,415.45546578575704, 
218, ,0.018268575394763842,394.2335062834164, 
219, ,0.01831914339129488,374.6803016901411, 
220, ,0.018369851361645328,356.62651427255537, 
221, ,0.018420699693267158,339.9237178797084, 
222, ,0.018471688774684827,324.44137971555284, 
223, ,0.01852281899549824,310.06433765789274, 
224, ,0.01857409074638572,296.6906823902176, 
225, ,0.018625504419107004,284.2299718630634, 
226, ,0.01867706040650623,272.60171986630706, 
227, ,0.01872875910251495,261.7341117094063, 
228, ,0.01878060090215512,251.56290887404208, 
229, ,0.018832586201542125,242.0305115522733, 
230, ,0.01888471539788785,233.08515361489785, 
231, ,0.0189369888895036,224.68020907609298, 
232, ,0.0189894070758033,216.77359276748177, 
233, ,0.01904197035730641,209.32724089002824, 
234, ,0.01909467913564106,202.30665951677736, 
235, ,0.019147533813547103,195.68053108456047, 
236, ,0.019200534794879168,189.42037052475555, 
237, ,0.01925368248460981,183.50022401077007, 
238, ,0.019306977288832496,177.89640439717004, 
239, ,0.01936041961476484,172.5872583355108, 
240, ,0.01941400987075161,167.55296080953235, 
241, ,0.019467748466267882,162.77533346488283, 
242, ,0.01952163581192219,158.2376836384914, 
243, ,0.01957567231945964,153.92466143798973, 
244, ,0.019629858401765045,149.82213259681583, 
245, ,0.01968419447286612,145.9170651478119, 
246, ,0.019738680947936616,142.19742822693615, 
247, ,0.019793318243299482,138.65210154711852, 
248, ,0.019848106776430084,135.27079427691476, 
249, ,0.01990304696595936,132.0439722248548, 
250, ,0.019958139231677042,128.96279237269206, 
251, ,0.02001338399453484,126.01904392294493, 
252, ,0.020068781676649675,123.20509513116427, 
253, ,0.02012433270130691,120.51384528399375, 
254, ,0.02018003749296356,117.93868126232546, 
255, ,0.02023589647725156,115.47343819664466, 
256, ,0.02029191008098103,113.11236378043621, 
257, ,0.02034807873214348,110.85008585864449, 
258, ,0.020404402859915103,108.68158295267567, 
259, ,0.02046088289466012,106.60215742228918, 
260, ,0.020517519267933958,104.60741099868058, 
261, ,0.020574312412486653,102.693222452771, 
262, ,0.020631262762266057,100.8557271888445, 
263, ,0.02068837075242122,99.09129857655674, 
264, ,0.02074563681930574,97.39653085454425, 
265, ,0.020803061400481,95.76822345664553, 
266, ,0.02086064493471957,94.20336662743661, 
267, ,0.020918387862008617,92.69912820769169, 
268, ,0.02097629062355313,91.2528414826779, 
269, ,0.021034353661779415,89.86199399708822, 
270, ,0.021092577420338408,88.52421725012685, 
271, ,0.021150962344109108,87.2372771928681, 
272, ,0.021209508879201904,85.99906545769151, 
273, ,0.021268217472962092,84.80759125643456, 
274, ,0.021327088573973203,83.66097389003086, 
275, ,0.021386122632060457,82.5574358178505, 
276, ,0.02144532009829422,81.49529623986743, 
277, ,0.021504681424993424,80.4729651491535, 
278, ,0.021564207065729042,79.48893781614062, 
279, ,0.021623897475327523,78.54178966962483, 
280, ,0.021683753109874342,77.63017154266906, 
281, ,0.02174377442671738,76.7528052544223, 
282, ,0.0218039618844705,75.90847950145502, 
283, ,0.02186431594301701,75.09604603454261, 
284, ,0.02192483706351319,74.3144160989294, 
285, ,0.021985525708391827,73.56255711801192, 
286, ,0.02204638234136571,72.83948960210195, 
287, ,0.022107407427431256,72.14428426548945, 
288, ,0.022168601432871925,71.47605933644809, 
289, ,0.022229964825261943,70.83397804609912, 
290, ,0.02229149807346975,70.2172462832367, 
291, ,0.02235320164766164,69.62511040326149, 
292, ,0.022415076019305345,69.05685518035285, 
293, ,0.022477121661173632,68.51180189288446, 
294, ,0.022539339047347912,67.9893065328964, 
295, ,0.022601728653221874,67.48875813117024, 
296, ,0.02266429095550513,67.0095771901297, 
297, ,0.02272702643222681,66.5512142174005, 
298, ,0.022789935562739262,66.11314835342809, 
299, ,0.02285301882772169,65.69488608706972, 
300, ,0.022916276709183826,65.2959600535492, 
301, ,0.022979709690469627,64.91592790959915, 
302, ,0.023043318256260964,64.5543712810165, 
303, ,0.023107102892581347,64.21089477822424, 
304, ,0.02317106408679954,63.88512507577336, 
305, ,0.02323520232763345,63.57671005203051, 
306, ,0.023299518105153717,63.285317985589124, 
307, ,0.02336401191078752,63.01063680520642, 
308, ,0.02342868423732233,62.75237339031799, 
309, ,0.023493535578909663,62.510252919411904, 
310, ,0.023558566431068868,62.28401826375615, 
311, ,0.023623777290690897,62.073429424173106, 
312, ,0.02368916865604214,61.87826300873881, 
313, ,0.02375474102676817,61.6983117494574, 
314, ,0.023820494903897628,61.53338405612218, 
315, ,0.02388643078984598,61.38330360572667, 
316, ,0.02395254918841942,61.247908965929476, 
317, ,0.024018850604818686,61.12705325121162, 
318, ,0.024085335545642912,61.02060381049009, 
319, ,0.024152004518893586,60.92844194507075, 
320, ,0.024218858033978226,60.85046265593729, 
321, ,0.02428589660171455,60.786574419479344, 
322, ,0.024353120734334148,60.73669899086745, 
323, ,0.024420530945486508,60.70077123437947, 
324, ,0.02448812775024292,60.67873898007899, 
325, ,0.02455591166510039,60.670562906337715, 
326, ,0.024623883207985628,60.67621644778248, 
327, ,0.02469204289825895,60.695685728334865, 
328, ,0.024760391256718327,60.72896951909613, 
329, ,0.024828928805603275,60.77607922091367, 
330, ,0.02489765606859889,60.83703887154834, 
331, ,0.024966573570839864,60.91188517744435, 
332, ,0.025035681838914456,61.00066757018516, 
333, ,0.025104981400868552,61.10344828780221, 
